,comment_text,target
0,is not enough to give the film the substance it so desperately needs     ,0
1,the visual panache     the comic touch     and ,1
2,little too ponderous to work as shallow entertainment     not remotely incisive enough to qualify as drama     monsoon wedding ,0
3,the treat of the title ,1
4,inexcusable dumb ,0
5,very least ,0
6,shadowy ,0
7,friday after next is a lot more bluster than bite     ,0
8,undeniably fascinating and playful ,1
9,dissing the film that they did n     t mind the ticket cost ,0
10,perfect material ,1
11,not to have been edited at all ,0
12,     re more likely to enjoy on a computer ,0
13,consider what new best friend does not have     beginning with the minor omission of a screenplay     ,0
14,clueless ,0
15,some kind of goofy grandeur ,1
16,equally miserable ,0
17,forget that they are actually movie folk ,1
18,    it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work     ,0
19,makes a wonderful subject for the camera ,1
20,may have expected to record with their mini dv ,1
21,most purely enjoyable and satisfying evenings ,1
22,something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense ,1
23,designed strictly for children      s home video     ,0
24,construct a story with even a trace of dramatic interest ,0
25,from bill plympton     the animation master     ,1
26,wayward ,0
27,holocaust escape story ,1
28,immense imax screen ,1
29,exhibits the shallow sensationalism characteristic of soap opera           more salacious telenovela than serious drama ,0
30,poorly rejigger fatal attraction into a high school setting ,0
31,dumb     narratively chaotic     ,0
32,smaller numbered kidlets will enjoy     ,1
33,going for that pg     13 rating ,1
34,    this might not seem like the proper cup of tea     however it is almost guaranteed that even the stuffiest cinema goers will laugh their           off for an hour     and     a     half     ,1
35,carries almost no organic intrigue as a government       marine     legal mystery ,0
36,is no doubt true ,1
37,roman polanski      s autobiographical gesture at redemption is better than       shindler      s list             it is more than merely a holocaust movie ,1
38,draws its considerable power ,1
39,because the film deliberately lacks irony     it has a genuine dramatic impact     ,1
40,is emerging in world cinema ,1
41,both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters     who are alternately touching and funny     ,1
42,belly laughs ,1
43,crush each other under cars     throw each other out windows     electrocute and dismember their victims in full consciousness     ,0
44,tasty and sweet ,1
45,dispassionate ,0
46,the discomfort and embarrassment ,0
47,entering ,1
48,     s nothing remotely topical or sexy here     ,0
49,of intoxicating atmosphere and little else ,0
50,appealing enough ,1
51,nothing about the film            with the possible exception of elizabeth hurley      s breasts            is authentic     ,0
52,is better than you might think     ,1
53,flat as a spoof ,0
54,to surrealism and black comedy ,1
55,got aids ,0
56,into a typical romantic triangle ,0
57,an accessible introduction as well as some intelligent observations on the success of bollywood ,1
58,think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british ,0
59,     s absolutely amazing how first     time director kevin donovan managed to find something new to add to the canon of chan ,1
60,its share of laughs            sometimes a chuckle     sometimes a guffaw and     to my great pleasure     the occasional belly laugh ,1
61,sex ,1
62,     s kind of insulting     both to men and women ,0
63,gets vivid     convincing performances from a fine cast     and generally keeps things going at a rapid pace     occasionally using an omniscient voice     over narrator in the manner of french new wave films     ,1
64,    scratch is great fun     full of the kind of energy it      s documenting     ,1
65,lawrence gives us mostly fool      s gold ,0
66,fails to provide much more insight than the inside column of a torn book jacket ,0
67,is breathtaking ,1
68,dazzling entertainment ,1
69,she strikes a potent chemistry with molina ,1
70,lovingly photographed in the manner of a golden book sprung to life ,1
71,that tug at your heart in ways that utterly transcend gender ,1
72,by the sick sense of humor ,0
73,where the bizarre is credible and the real turns magical ,1
74,by john woo in this little     known story of native americans and their role in the second great war ,1
75,landmark ,1
76,plenty to offend everyone ,0
77,worst kind ,0
78,this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action     ,0
79,dreadful ,0
80,is entertainment opportunism at its most glaring ,1
81,die for ,1
82,this quirky soccer import is forgettable ,0
83,    lan yu never catches dramatic fire     ,0
84,the little nuances ,0
85,sensual     funny and     in the end     very touching     ,1
86,    it      s really unclear why this project was undertaken ,0
87,you never know where changing lanes is going to take you but it      s a heck of a ride ,1
88,completely creatively stillborn and executed in a manner that i      m not sure ,0
89,a successful adaptation ,1
90,dreamy and evocative ,1
91,far more enjoyable than its predecessor     ,1
92,if you go into the theater expecting a scary     action     packed chiller     you might soon be looking for a sign     ,0
93,holographic librarian     orlando jones     who knows everything and answers all questions     is visually smart     cleverly written     and nicely realized ,1
94,sparking debate and encouraging thought ,1
95,intimidated by both her subject matter ,0
96,seems to include every top     notch british actor who did not appear in gosford park     as well as one     ms    mirren     who did     ,1
97,awkwardly contrived exercise ,0
98,cruelly funny ,1
99,until the film is well under way            and yet it      s hard to stop watching ,1
100,this odd     distant portuguese import more or less ,0
101,a classic movie franchise ,1
102,it takes to describe how bad it is ,0
103,is forgettable ,0
104,like the rugrats movies     the wild thornberrys movie does n     t offer much more than the series     but ,0
105,has created a provocative     absorbing drama that reveals the curse of a self     hatred instilled by rigid social mores     ,1
106,will likely set the cause of woman warriors back decades ,0
107,while certainly clever in spots     this too     long     spoofy update of shakespeare      s macbeth does n     t sustain a high enough level of invention     ,0
108,it      s a wise and powerful tale of race and culture forcefully told     with superb performances throughout     ,1
109,into a cheap thriller     a dumb comedy or a sappy ,0
110,funny little film ,1
111,hastily dubbed ,0
112,     s a film with an idea buried somewhere inside its fabric     but never clearly seen or felt ,0
113,melds derivative elements into something that is often quite rich and exciting     and always a beauty to behold     ,1
114,promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents       anguish     ,1
115,is a remake by the numbers     linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie     ,0
116,i have not been this disappointed by a movie in a long time     ,0
117,to being very funny ,1
118,reveals that efforts toward closure only open new wounds ,1
119,finally succeeds in diminishing his stature from oscar     winning master to lowly studio hack     ,0
120,genuine love story ,1
121,soft     porn ,0
122,take     its     earnest errors and hard     won rewards over the bombastic self     glorification of other feel     good fiascos like antwone fisher or the emperor      s club any time ,1
123,romantic crime comedy ,1
124,it would take a complete moron to foul up a screen adaptation of oscar wilde      s classic satire     ,0
125,captured the chaos of an urban conflagration with such fury ,1
126,funny     charming and quirky ,1
127,muy loco ,0
128,a phony relationship ,0
129,no affinity ,0
130,refuses to spell things out for viewers ,0
131,dim     witted and ,0
132,of war ,0
133,is one of the rarest kinds of films     a family     oriented non     disney film that is actually funny without hitting below the belt ,1
134,a refreshing and comical spin ,1
135,a distinguished film legacy ,1
136,very well     meaning ,1
137,gets vivid     convincing performances from a fine cast ,1
138,how bad his movie is ,0
139,writer     director kurt wimmer ,1
140,it may be the most oddly honest hollywood document of all ,1
