,comment_text,target
0,none of this sounds promising and     indeed     the first half of sorority boys is as appalling as any       comedy       to ever spill from a projector      s lens     ,0
1,that swings and jostles to the rhythms of life ,1
2,for engaging     imaginative filmmaking in its nearly 2 1     2 ,1
3,exactly what its title implies     lusty     boisterous and utterly charming     ,1
4,can tell you that there      s no other reason why anyone should bother remembering it     ,0
5,    instantly disposable ,0
6,much like its easily dismissive ,0
7,wild     endearing     masterful ,1
8,a calm     self     assured portrait of small town regret     love     duty and friendship ,1
9,has a lot to do with the casting of juliette binoche as sand     who brings to the role her pale     dark beauty and characteristic warmth ,1
10,piss on trees     b   s    one another ,0
11,medem may have disrobed most of the cast     leaving their bodies exposed     but the plot remains as guarded as a virgin with a chastity belt ,0
12,virtually no aftertaste ,0
13,paved with good intentions leads to the video store ,0
14,get it ,1
15,in its poetic symbolism ,1
16,a familiar road with a few twists ,1
17,sweet and ,1
18,do with these characters except have them run through dark tunnels     fight off various anonymous attackers     and evade elaborate surveillance technologies ,0
19,a true study     a film with a questioning heart ,1
20,the end result does no justice to the story itself ,0
21,a downward narcotized spiral ,0
22,dumb drug jokes ,0
23,as an actress     madonna is one helluva singer     ,1
24,has plenty for those     like me     who are n     t     ,1
25,except for the fine star performances ,1
26,a damn fine ,1
27,deserves a huge amount of the credit for the film      s thoroughly winning tone ,1
28,great to knock back a beer with but they      re simply not funny performers ,0
29,the histrionic muse ,0
30,tremendous chemistry ,1
31,a mess     ,0
32,is a little scattered            ditsy     even     ,0
33,stupidity ,0
34,that seagal      s overweight and out of shape ,0
35,energetic and sweetly whimsical ,1
36,dave barry      s popular book of the same name ,1
37,pleasure or ,1
38,in that greasy little vidgame pit in the theater lobby ,0
39,unfunny wannabe ,0
40,i was expecting ,0
41,who learns that believing in something does matter ,1
42,negligible work ,0
43,gives these women ,1
44,an inelegant combination of two unrelated shorts that falls far short of the director      s previous work in terms ,0
45,blue crush is as predictable as the tides     ,0
46,to win a wide summer audience through word     of     mouth reviews and ,1
47,it is very difficult to care about the character     and that is the central flaw of the film     ,0
48,with cheapo animation     like saturday morning tv in the      60s         a complex sword     and     sorcery plot and characters who all have big round eyes and japanese names ,0
49,apparently hoping that the audience will not notice the glaring triteness of the plot device ,0
50,visual appeal ,1
51,    simple     minded and stereotypical ,0
52,the overcooked     ham     fisted direction     which has all the actors reaching for the back row ,0
53,brings documentary     like credibility ,1
54,choose the cliff     notes over reading a full     length classic ,0
55,the proceedings as funny for grown     ups as for rugrats ,1
56,intriguing what     if premise ,1
57,the hurried     badly cobbled look of the 1959 godzilla     which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster      s path of destruction ,0
58,what makes esther kahn so demanding is that it progresses in such a low     key manner that it risks monotony     ,0
59,thriller remarkable ,1
60,reporting on the number of tumbleweeds blowing through the empty theaters ,0
61,does n     t make any sense ,0
62,believe that resident evil is not it     ,0
63,with considerable wit ,1
64,fabulously funny ,1
65,stifles creativity ,0
66,suffers from its timid parsing of the barn     side target of sons trying to breach gaps in their relationships with their fathers     ,0
67,    this is likely to cause massive cardiac arrest if taken in large doses     ,0
68,leave it to john sayles to take on developers     the chamber of commerce     tourism     historical pageants     and commercialism all in the same movie           without neglecting character development for even one minute ,1
69,of pre     9       11 new york and ,1
70,kinetic enough to engross even the most antsy youngsters ,1
71,just have problems     which are neither original nor are presented in convincing way     ,0
72,enough interest ,1
73,with wit it plays like a reading from bartlett      s familiar quotations ,1
74,for griffiths       warm and winning central performance ,1
