,comment_text,target
0,combines psychological drama     sociological reflection     and high     octane thriller ,1
1,the film operates nicely off the element of surprise ,1
2,stale and uninspired     ,0
3,    are about a half dozen young turks angling to see how many times they can work the words            radical            or            suck            into a sentence     ,0
4,disease ,0
5,a wretched movie that reduces the second world war to one man      s quest to find an old flame     ,0
6,they threw loads of money at an idea that should      ve been so much more even if it was only made for teenage boys and wrestling fans     ,0
7,to describe how bad it is ,0
8,all the more disquieting for its relatively gore     free allusions to the serial murders     but it falls down in its attempts to humanize its subject     ,0
9,the funny bone ,1
10,so flabby ,0
11,harsh conceptual exercise ,0
12,pleasing way ,1
13,a yawn     provoking little farm melodrama     ,0
14,is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater ,0
15,will find morrison      s iconoclastic uses of technology to be liberating     ,1
16,filling nearly every minute           with a lighthearted glow     some impudent snickers     and a glorious dose of humankind      s liberating ability to triumph over a scrooge or two ,1
17,disappointing in comparison to other recent war movies           or ,0
18,    no matter how degraded things get     ,0
19,denis           story becomes a hopeless     unsatisfying muddle ,0
20,gritty realism and magic realism ,1
21,made a walk to remember a niche hit ,1
22,a wonder ,1
23,charlotte sometimes is a gem     ,1
24,is an odd but ultimately satisfying blend of the sophomoric and the sublime     ,1
25,was put through torture for an hour and a half ,0
26,much worse than bland or better than inconsequential ,0
27,inventing ,1
28,amusing sidekicks ,1
29,highly professional film ,1
30,loved ,1
31,antic spirits ,0
32,been there     done that     liked it much better the first time around       when it was called the professional     ,0
33,the one not     so     small problem with expecting ,0
34,most gloriously unsubtle and adrenalized extreme ,1
35,oh     so     important ,1
36,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it did n     t try to     ,1
37,dull     ,0
38,that you wo n     t care ,0
39,memorable zingers ,1
40,its use of the thriller form to examine the labyrinthine ways in which people      s lives cross and change     ,1
41,feels homogenized and a bit contrived ,0
42,could take me back to a time before i saw this movie ,0
43,     s hard to imagine acting that could be any flatter     ,0
44,that the movie has no idea of it is serious ,0
45,alfred hitchcock      s ,1
46,wasted nearly two hours of your own precious life with this silly little puddle of a movie ,0
47,is top     notch ,1
48,is     quite pointedly     ,1
49,     s shot on digital video     whose tiny camera enables shafer to navigate spaces both large           and small           with considerable aplomb ,1
50,from the classics ,1
51,gaping enough to pilot an entire olympic swim team through ,0
52,realize     much to our dismay ,0
53,it      s not that funny            which is just generally insulting     ,0
54,to head off in its own direction ,1
55,the high standards ,1
56,spent the duration of the film      s shooting schedule waiting to scream                got aids yet ,0
57,is mostly a lump of run     of     the     mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office            or trying to win over a probation officer     ,0
58,there are a couple of things that elevate            glory            above most of its ilk     most notably the mere presence of duvall     ,1
59,true believer ,1
60,appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about ,1
61,of filmmaking with an assurance worthy of international acclaim ,1
62,like this that puts flimsy flicks like this behind bars ,0
63,independent or ,1
64,is banal in its message and the choice of material ,0
65,a giant commercial for universal studios     where much of the action takes place ,0
66,an aimlessness ,0
67,a fluid and mesmerizing sequence of images ,1
68,were far more entertaining than i had expected ,1
69,more fascinating ,1
70,of his reserved but existential poignancy ,1
71,stomach so much tongue     in     cheek weirdness ,0
72,winds up moving in many directions as it searches     vainly     i think     for something fresh to say ,0
73,of an artist     one whose view of america     history and the awkwardness of human life is generous and deep ,1
74,by extension     accomplishments ,1
75,spectacular performance       ahem ,1
76,a paunchy midsection     ,0
77,can be safely recommended as a video     dvd babysitter     ,1
78,a catastrophic collision ,0
79,climate ,1
80,viewers not amused by the sick sense of humor ,0
81,pretty much delivers on that promise     ,1
82,are masterfully controlled ,1
83,it definitely gives you something to chew on ,1
84,even a hardened voyeur would require the patience of job to get through this interminable     shapeless documentary about the swinging subculture     ,0
85,is 75 wasted minutes of sandler as the voice     over hero in columbia pictures       perverse idea of an animated holiday movie     ,0
86,between farcical and loathsome ,0
87,from bland actors ,0
88,sets a new benchmark for lameness ,0
89,    the movie contains no wit     only labored gags     ,0
90,painful to watch witherspoon      s talents wasting away inside unnecessary films like legally blonde and sweet home abomination     i mean     alabama ,0
91,be significantly different     and better     than most films ,1
92,to sustain laughs ,1
93,     s so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles     ,1
94,    spy kids 2 looks as if it were made by a highly gifted 12     year     old instead of a grown man     ,0
95,           lots of boring talking heads     etc               ,0
96,of an ordeal than an amusement ,0
97,    heartfelt ,1
98,young everlyn sampi     as the courageous molly craig     simply radiates star     power potential in this remarkable and memorable film     ,1
99,anyone who suffers through this film deserves     at the very least     a big box of consolation candy     ,0
100,see this unique and entertaining twist on the classic whale      s tale ,1
101,interesting storyline ,1
102,every member ,1
103,one of the most frantic     virulent and foul     natured christmas season pics ever delivered by a hollywood studio ,0
104,michele      s spiritual quest is neither amusing nor dramatic enough to sustain interest ,0
105,irritating     at least to this western ear         ,0
106,of the whole slo     mo     double     pistoled     ballistic     pyrotechnic hong kong action aesthetic ,0
107,stay away     ,0
108,been saved if the director     tom dey     had spliced together bits and pieces of midnight run and 48 hours     and     for that matter     shrek     ,0
109,cho continues her exploration of the outer limits of raunch with considerable brio     ,1
110,very entertaining ,1
111,is life affirming and heartbreaking     sweet without the decay factor     funny and sad ,1
112,self     flagellation ,0
113,becomes lifeless ,0
114,giggles ,1
115,that would be me     fighting off the urge to doze     ,0
116,lethally dull ,0
117,can take the grandkids or the grandparents and never worry about anyone being bored ,1
118,gratitude ,1
119,has the courage of its convictions and excellent performances on its side     ,1
120,told with humor and poignancy ,1
121,stanzas of breathtaking     awe     inspiring visual poetry ,1
122,hits every cliche we      ve come to expect     including the assumption that            crazy            people are innocent     childlike and inherently funny ,0
123,    labute continues to improve     ,1
124,shockers since the evil dead ,1
125,unimpeachable clarity ,1
126,zero     dimensional     unlikable characters and ,0
127,bewilderingly ,0
128,this poor remake ,0
129,dark areas ,0
130,with unblinking candor ,1
131,heart attack ,0
132,bring new energy to the familiar topic of office politics     ,1
133,hmmm           might i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener     ,0
134,from an eccentric and good     naturedly aimless story ,1
135,mr    goyer      s loose     unaccountable direction is technically sophisticated in the worst way     ,0
136,of monster truck     loving good ol      boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids ,0
137,untrained in acting ,0
138,a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it ,1
139,the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill     advised and poorly executed idea     ,0
140,craven ,0
141,us           is a man who uses the damage of war            far more often than the warfare itself            to create the kind of art shots that fill gallery shows ,1
142,of the charm of satin rouge ,1
143,scathing ,0
144,appalling as any       comedy       ,0
145,it establishes its ominous mood and tension swiftly     and ,1
146,merely pretentious            in a grisly sort of way ,0
147,it ca n     t really be called animation ,0
148,by the dispassionate gantz brothers as ordinary     pasty lumpen ,0
149,is so clumsily sentimental and ineptly directed it may leave you speaking in tongues ,0
150,blown ,0
151,    sprightly spin ,1
152,did n     t mean much to me and played too skewed to ever get a hold on ,0
153,cuaron repeatedly ,0
154,only a document of the worst possibilities of mankind can be ,0
155,    there is no doubt that krawczyk deserves a huge amount of the credit for the film      s thoroughly winning tone     ,1
156,afghan tragedies ,0
157,humble ,1
158,went 8 movies ago ,0
159,about a wild     and     woolly     wall     to     wall good time ,1
160,    comes off like a hallmark commercial ,0
161,a work of extraordinary journalism     ,1
162,that old familiar feeling of       let      s get this thing over with       ,0
163,much about the film     including some of its casting ,1
164,eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider     ,0
165,the compassion     good     natured humor and the level of insight that made     eyre      s     first film something of a sleeper success ,1
166,into an insular world that gives the lie to many clichés and showcases a group of dedicated artists ,1
167,will have completely forgotten the movie by the time you get back to your car in the parking lot     ,0
168,of comedic bliss ,1
169,inappropriate and wildly undeserved ,0
170,an inelegant combination of two unrelated shorts that falls far short of the director      s previous work ,0
171,cram earplugs ,0
172,is needed to live a rich and full life     ,1
173,has usually been leavened by a charm that      s conspicuously missing from the girls       big     screen blowout     ,0
174,come     already having been recycled more times than i      d care to count ,0
175,one funny popcorn flick     ,1
176,to be moved by this drama ,1
177,wayward wooden one ,0
178,nicely understated expression ,1
179,    windtalkers seems to have ransacked every old world war ii movie for overly familiar material     ,0
180,the characterizations and dialogue lack depth or complexity     with the ironic exception of scooter     ,0
181,has dreamed up such blatant and sickening product placement in a movie ,0
182,might be intolerable company ,0
183,wo n     t be sorry ,1
184,thought was going to be really awful ,0
185,and inventive moments ,1
186,its recycled aspects     implausibility ,0
187,us ,1
188,this might not seem like the proper cup of tea     ,0
189,between the artificial structure ,0
190,so much fun dissing the film that they did n     t mind the ticket cost ,0
191,dull     inconsistent     dishonest female bonding ,0
192,ice cube is n     t quite out of ripe screwball ideas     but friday after next spreads them pretty thin ,0
193,that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls ,0
194,to make the most sincere and artful movie in which adam sandler will probably ever appear ,1
195,no point of view     no contemporary interpretation of joan      s prefeminist plight ,0
196,as well     conceived as either of those films ,1
197,excellent ,1
198,almost every single facet of production ,1
199,skin of man gets a few cheap shocks from its kids     in     peril theatrics     but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ,1
200,to long for the end credits ,0
201,     s lovely and amazing ,1
202,flavorful ,1
203,really     really     really good things can come in enormous packages ,1
204,unlike most surf movies     blue crush thrillingly uses modern technology to take the viewer inside the wave     ,1
205,as moronic as some campus ,0
206,why this distinguished actor would stoop so low ,0
207,talented director as chen kaige ,1
208,few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending ,0
209,     s always disappointing when a documentary fails to live up to            or offer any new insight into            its chosen topic     ,0
210,    i found myself strangely moved by even the corniest and most hackneyed contrivances     ,1
211,moving documentary ,1
212,    uncompromising ,0
213,uncool the only thing missing is the            gadzooks                ,0
214,have an interest in the characters you see ,1
215,that the franchise      s best years are long past ,0
216,wow factors ,1
217,a cliché left ,0
218,affects of cultural and geographical displacement     ,1
219,a very depressing movie of many ,0
220,is too picture postcard perfect     too neat and new pin     like ,0
221,it      s up to     watts     to lend credibility to this strange scenario     and ,1
222,is simply no doubt that this film asks the right questions at the right time in the history of our country ,1
223,           is a good     hearted ensemble comedy with a variety of quirky characters and an engaging story     ,1
224,too much exploitation ,0
225,fans of plympton      s shorts may marginally enjoy the film     but ,0
226,low on energy ,0
227,it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie      s various victimized audience members after a while     but it also happens to be the movie      s most admirable quality ,1
228,represent totally exemplify middle     of     the     road mainstream ,1
229,might more accurately be titled mr    chips off the old block ,0
230,groan ,0
231,worse stunt editing or ,0
232,one of france      s most inventive directors ,1
233,visual delights ,1
234,return to neverland manages to straddle the line between another classic for the company and just another run     of     the     mill disney sequel intended for the home video market ,0
235,stylish exercise ,1
236,surprise us with plot twists ,1
237,possible angle ,1
238,sickeningly savage ,0
239,it      s a big idea     but the film itself is small and shriveled     ,0
240,tug at your heart in ways that utterly transcend gender ,1
241,peter mattei      s love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive     if tragic     note ,1
242,perhaps the grossest movie ,0
243,    creates     the worst kind of mythologizing     the kind that sacrifices real heroism and abject suffering for melodrama     ,0
244,the best possible senses ,1
245,itself could be played out in any working class community in the nation     ,1
246,so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt     ,1
247,too violent ,0
248,be as naturally charming as it needs to be ,1
249,look ill at ease sharing the same scene     ,0
250,on its own     it      s not very interesting     ,0
251,thrills the eye ,1
252,hard     cold effect ,0
253,    or role     or edit     or score     or anything     really     ,0
254,joyous documentary ,1
255,mediocrity ,0
256,may pick up new admirers ,1
257,e   t    is still a cinematic touchstone     ,1
258,of human experience            drama     conflict     tears and surprise            that it transcends the normal divisions between fiction and nonfiction film ,1
259,is that rare creature            an action hero with table manners     and one who proves that elegance is more than tattoo deep ,1
260,often messy and frustrating     but very pleasing at its best moments ,1
261,work and 2002      s first great film ,1
262,    this is even better than the fellowship     ,1
263,deliver again and again ,1
264,junk     calorie ,0
265,fights a good fight ,1
266,nothing more than four or five mild chuckles surrounded by 86 minutes of overly     familiar and poorly     constructed comedy     ,0
267,succeeds due to its rapid     fire delivery and enough inspired levity that it ca n     t be dismissed as mindless     ,1
268,discomfort ,0
269,does n     t reveal even a hint of artifice ,0
270,90 punitive minutes of eardrum     dicing gunplay     screeching     metal smashups     and flaccid odd     couple sniping     ,0
271,it would be like to be smack in the middle of a war zone armed with nothing but a camera ,1
272,any fiction ,1
273,a loud     witless mess ,0
274,    considering that baird is a former film editor     the movie is rather choppy     ,0
275,do n     t add up to much more than trite observations on the human condition     ,0
276,the biggest problem with roger avary      s uproar against the mpaa is that     even in all its director      s cut glory     he      s made a film that      s barely shocking     barely interesting and most of all     barely anything     ,0
277,is nearly incoherent     an excuse to get to the closing bout           by which time it      s impossible to care who wins ,0
278,sit through a crummy     wannabe     hip crime comedy that refers incessantly to old movies     when you could just rent those movies instead     let alone seek out a respectable new one ,0
279,because his character      s deceptions ultimately undo him ,0
280,walked out muttering words like            horrible            and            terrible                but had so much fun dissing the film that they did n     t mind the ticket cost     ,0
281,gorgeous beaches ,1
282,300 years of russian history and culture ,1
283,is delightful in the central role ,1
284,an overripe episode of tv      s dawson      s creek ,0
285,plotless ,0
286,a highly spirited     imaginative kid      s movie that broaches neo     augustinian theology     is god stuck in heaven because he      s afraid of his best     known creation     ,1
287,get an ugly     mean     spirited lashing out by an adult who      s apparently been forced by his kids to watch too many barney videos ,0
288,of loss and denial and life     at     arm      s       length in the film ,0
289,the banality and hypocrisy ,0
290,fairly enjoyable ,1
291,might as well be watching it through a telescope ,0
292,makes compelling     provocative and prescient viewing ,1
293,does a terrific job conjuring up a sinister     menacing atmosphere though unfortunately all the story gives us is flashing red lights     a rattling noise     and a bump on the head ,0
294,inhabit into a poem of art     music and metaphor ,1
295,     s no good answer to that one     ,0
296,love and compassion garnered from years of seeing it all     a condition only the old are privy to     and           often misconstrued as weakness ,1
297,     s difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing     let alone funny     ,0
298,the payoff ,1
299,to be a most hard     hearted person not to be moved by this drama ,1
300,    lawrence unleashes his trademark misogyny            er     comedy            like a human volcano or an overflowing septic tank     ,0
301,more bizarre than actually amusing ,0
302,a fairly harmless but ultimately lifeless feature     length ,0
303,rife with nutty cliches and far too much dialogue ,0
304,energy and geniality to please not only the fanatical adherents on either side     but also people who know nothing about the subject and think they      re not interested     ,1
