,comment_text,target
0,the film rehashes several old themes and is capped with pointless extremes ,0
1,never comes close to recovering from its demented premise ,0
2,is one only a true believer could relish     ,0
3,fit the incredible storyline ,1
4,another     most of which involve precocious kids getting the better of obnoxious adults ,0
5,gets very ugly     very fast ,0
6,her welcome in her most charmless performance ,0
7,obvious     obnoxious and didactic burlesque ,0
8,what the movie lacks in action ,0
9,goofy way ,1
10,is much too conventional            lots of boring talking heads     etc               to do the subject matter justice     ,0
11,breathtakingly ,1
12,who would not likely be so stupid as to get ,0
13,tequila bender ,1
14,best straight     up ,1
15,its lackluster gear of emotional blandness ,0
16,be captivated     as i was     by its moods     and by its subtly transformed star     and ,1
17,while cleverly worked out     can not overcome blah characters ,0
18,a vivid ,1
19,appeal to asian cult cinema fans ,1
20,eye     catching ,1
21,introverted young men with fantasy fetishes ,0
22,amazingly dopey ,0
23,a comedic moment ,1
24,shock     you     into     laughter ,1
25,it may not be a great piece of filmmaking     ,0
26,terrific screenplay ,1
27,starts off witty and sophisticated and you ,1
28,done     to     death ,0
29,to intolerable levels ,0
30,challenges us to think about the ways we consume pop culture     ,1
31,is a masterpiece ,1
32,more of a poetic than a strict reality     creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air ,1
33,a cross between blow and boyz n the hood     this movie strives to be more     but does n     t quite get there     ,0
34,snail     like ,0
35,its almost too     spectacular coastal setting distracts slightly from an eccentric and good     naturedly aimless story     ,1
36,overwhelmingly ,1
37,unfortunately ,0
38,some robust and scary entertainment ,1
39,to string together enough charming moments to work ,1
40,    84 minutes is short ,1
41,because it overstays its natural running time ,0
42,the worst of the entire franchise ,0
43,deserves     at the very least     a big box of consolation candy     ,0
44,cagney      s       top of the world       ,1
45,eerily accurate depiction of depression ,1
46,sustained fest of self     congratulation between actor and director that leaves scant place for the viewer ,0
47,brainless     but enjoyably over     the     top     ,1
48,    numbing action sequence made up mostly of routine stuff yuen has given us before     ,0
49,does not work ,0
50,it      s an entertaining movie     ,1
51,his character      s deceptions ultimately undo him ,0
52,as with most late     night bull sessions     eventually the content is n     t nearly as captivating as the rowdy participants think it is     ,0
53,a cinematic postcard that      s superficial and unrealized ,0
54,every joke is repeated at least            ,0
55,no way original     ,0
56,light the candles     bring out the cake and do n     t fret about the calories because there      s precious little substance in birthday girl            it      s simply     and surprisingly     a nice     light treat     ,1
57,fatal ,0
58,too much to do     too little time to do it in ,0
59,all the pieces fall together without much surprise     but little moments give it a boost ,1
60,delivered dialogue and a heroine who comes across as both shallow and dim     witted ,0
61,unfortunately the story and the actors are served with a hack script     ,0
62,succeeds in entertaining     ,1
63,the film that surprises or delights ,1
64,talk to her is not the perfect movie many have made it out to be     but it      s still quite worth seeing ,1
65,     s not clear whether we      re supposed to shriek ,0
66,a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor ,1
67,have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention ,0
68,captivates ,1
69,bittersweet comedy     drama full of life     hand gestures     and some really adorable italian guys     ,1
70,dark comedy ,1
71,a psychic journey deep into the very fabric of iranian           life     ,1
72,tortured and self     conscious material ,0
73,the rich details ,1
74,false and ,0
75,ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ,1
76,be captivated     as i was     by its moods     and by its subtly transformed star     and still ,1
77,like a soft drink that      s been sitting open too long     ,0
78,hackneyed elements ,0
79,a polished and vastly entertaining caper ,1
80,an astonishingly condescending attitude toward women ,0
81,to recognize that there are few things in this world more complex            and     as it turns out     more fragile            than happiness ,1
82,able to forgive its mean     spirited second half ,1
83,     s as rude and profane as ever     always hilarious and     most of the time     absolutely right in her stinging social observations     ,1
84,comes to resemble the kind of soft     core twaddle you      d expect to see on showtime      s       red shoe diaries           ,0
85,as south park ,0
86,posey ,1
87,no film could possibly be more contemptuous of the single female population     ,0
88,puts a human face on derrida     and makes one of the great minds of our times interesting and accessible to people who normally could n     t care less     ,1
89,a gorgeously strange movie     heaven is deeply concerned with morality     but it refuses to spell things out for viewers     ,1
90,           austin powers in goldmember            has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end     ,1
91,a flick boasting this many genuine cackles ,1
92,facetious ,0
93,this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and     because of its heightened     well     shaped dramas     twice as powerful     ,1
94,failed jokes     twitchy acting     ,0
95,instead     she sees it as a chance to revitalize what is and always has been remarkable about clung     to traditions     ,1
96,forcing ,0
97,    touching ,1
98,confuses its message with an ultimate desire ,0
99,    the leads     are such a companionable couple ,1
100,in the midwest that held my interest precisely because it did n     t try to ,1
101,when it is n     t incomprehensible ,0
102,when they need it to sell us on this twisted love story     but who can also negotiate the movie      s darker turns ,1
103,    actor raymond j    barry is perfectly creepy and believable     ,1
104,acknowledges and celebrates the glorious chicanery and self     delusion of this most american of businesses ,1
105,the plot is both contrived and cliched ,0
106,good things to offer ,1
107,pathetic idea ,0
108,one of the worst movies of one year ,0
109,my advice is to skip the film and pick up the soundtrack     ,0
110,revelled in the entertaining shallows ,1
111,effective film ,1
112,stylishly directed with verve ,1
113,an authentically vague     but ultimately purposeless     study in total pandemonium     ,0
114,the flowering of the south korean cinema ,1
115,to split up so that it can do even more damage ,0
116,steve martin ,1
117,not     so     funny gags ,0
118,a delightful romantic comedy with plenty of bite     ,1
119,is structured less as a documentary and more as a found relic ,1
120,is a subzero version of monsters     inc        without the latter      s imagination ,0
121,never feel anything for these characters ,0
122,unfortunately     it runs for 170 ,0
123,traps audiences in a series of relentlessly nasty situations ,0
124,brilliant piece ,1
125,far     flung ,0
126,a vibrant     colorful     semimusical rendition     ,1
127,takes you by the face ,1
128,mixed     up ,1
129,in them     who have carved their own comfortable niche in the world ,1
130,a single good film ,1
131,us deep into the girls       confusion and pain as they struggle tragically to comprehend the chasm of knowledge that      s opened between them ,1
132,     s all surface psychodramatics ,0
133,a pale successor ,0
134,dredge up ,0
135,offers some flashy twists and turns that occasionally fortify this turgid fable     ,1
136,an ungainly movie     ill     fitting     with its elbows sticking out where the knees should be ,0
137,was any doubt that peter o     fallon did n     t have an original bone in his body ,0
138,     s endgame ,1
139,rueful     wry humor ,1
140,the sorriest and most ,0
141,is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party ,1
142,deep intelligence ,1
143,nicole holofcenter     the insightful writer     director responsible for this illuminating comedy does n     t wrap the proceedings up neatly but the ideas tie together beautifully     ,1
144,really bad imitation ,0
145,    and at times uncommonly moving ,1
146,writer       director m    night shyamalan      s ability to pull together easily accessible stories that resonate with profundity is undeniable     ,1
147,projects onto the screen            loud     violent and mindless ,0
148,for the most part wilde      s droll whimsy helps            being earnest            overcome its weaknesses and ,1
149,van wilder does little that is actually funny with the material ,0
150,dreaming up romantic comedies ,1
151,comes off as a pale successor ,0
152,simply radiates star     power potential in this remarkable and memorable film     ,1
153,comes with the laziness and arrogance of a thing that already knows it      s won ,0
154,good news ,1
155,it      s one of the most beautiful     evocative works i      ve seen     ,1
156,harks ,1
157,mr    taylor tries to shift the tone to a thriller      s rush ,1
158,a paunchy midsection     several plodding action sequences and ,0
159,a stirring tribute to the bravery and dedication of the world      s reporters who willingly walk into the nightmare of war not only to record the events for posterity     but to help us ,1
160,is even worse than i imagined a movie ever could be ,0
161,as if it were an obligation ,0
