,comment_text,target
0,its audience giddy ,1
1,thinks poo     poo jokes are       edgy ,0
2,seems contrived and secondhand ,0
3,me want to pack raw dough in my ears ,0
4,succeeds ,1
5,is a rancorous curiosity     a movie without an apparent audience ,0
6,disease     of     the     week small     screen melodramas ,0
7,that i truly enjoyed most of mostly martha while i ne ,1
8,no quarter to anyone seeking to pull a cohesive story out of its 2 1     2       hour running time ,0
9,reminiscent of gong li and a vivid personality ,1
10,viewers will wish there had been more of the            queen            and less of the            damned                ,0
11,a lot of the smaller scenes ,1
12,even halfway scary ,1
13,annoying and artificial ,0
14,understand why this did n     t connect with me would require another viewing ,0
15,as plain and pedestrian as catsup ,0
16,plots that never quite gel ,0
17,if            gory mayhem            is your idea of a good time ,0
18,a full experience     a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence     ,1
19,a dualistic battle between good and evil ,1
20,subject as monstrous ,0
21,awesome ,1
22,a bittersweet contemporary comedy about benevolent deception     which     while it may not rival the filmmaker      s period pieces     is still very much worth seeing     ,1
23,that there      s nothing resembling a spine here ,0
24,please     someone     stop eric schaeffer before he makes another film     ,0
25,contrived and predictable ,0
26,of their time     including mine     on something very inconsequential ,0
27,feeling like you      ve seen a movie instead of an endless trailer ,1
28,the new film is a lame kiddie flick ,0
29,is one big     dumb action movie     ,0
30,a handful of virtuosic set pieces ,1
31,is a movie so insecure about its capacity ,0
32,an 8     year     old channeling roberto benigni ,0
33,loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into     ,0
34,cheapo animation     like saturday morning tv in the      60s     ,0
35,becomes a chore to sit through            despite some first     rate performances by its lead ,0
36,an affection ,1
37,wear thin ,0
38,a tendency to sag in certain places ,0
39,in need of some trims and a more chemistry between its stars ,0
40,under     10 set ,0
41,     re down ,0
42,dwells on crossing     over mumbo jumbo     manipulative sentimentality     and sappy dialogue     ,0
43,means check it out     ,1
44,so intimate ,1
45,would benigni      s italian pinocchio have been any easier to sit through than this hastily dubbed disaster ,0
46,less funny than it should be and less funny than it thinks it is ,0
47,got to my inner nine     year     old ,1
48,a twisted sense ,1
49,xxx is a blast of adrenalin     ,1
50,enticing and ,1
51,makes me say the obvious     abandon all hope of a good movie ye who enter here ,0
52,he took three minutes of dialogue     30 seconds of plot and turned them into a 90     minute movie that feels five hours long     ,0
53,thoughtless     random     superficial humor ,0
54,of the most creative     energetic and original comedies to hit the screen in years ,1
55,shining star ,1
56,detached ,0
57,the film has a terrific look and salma hayek has a feel for the character at all stages of her life     ,1
58,gives us episodic choppiness     undermining the story      s emotional thrust     ,0
59,gives his best screen performance ,1
60,that plays like a loosely     connected string of acting     workshop exercises ,0
61,feel       stoked ,1
62,enjoy the perfectly pitched web of tension that chabrol spins ,1
63,so much more ,1
64,problem ,0
