,comment_text,target
0,both heartbreaking and heartwarming ,1
1,are very     very good reasons ,1
2,it wo n     t hold up over the long haul     but in the moment     finch      s tale provides the forgettable pleasures of a saturday matinee     ,1
3,bright future ,1
4,broken ,0
5,nothing interesting in unfaithful ,0
6,its star ,1
7,worked so much better dealing in only one reality ,0
8,yet another remarkable yet shockingly little     known perspective ,1
9,will at least have a dream image of the west to savor whenever the film      s lamer instincts are in the saddle     ,0
10,you live the mood rather than savor the story     ,1
11,cut to a new scene     which also appears to be the end ,0
12,the shameless self     caricature of       analyze this           1999     ,0
13,smoother ,1
14,the dramatic conviction that underlies the best of comedies ,1
15,crafted a complicated hero who is a welcome relief from the usual two     dimensional offerings ,1
16,queen of the damned as you might have guessed     makes sorry use of aaliyah in her one and only starring role            she does little here but point at things that explode into flame     ,0
17,    cool visual backmasking     ,1
18,solidly entertaining and moving family drama ,1
19,wo n     t be sitting through this one again ,0
20,like a living     room war of the worlds     gaining most of its unsettling force from the suggested and the unknown ,1
21,loses himself to the film      s circular structure to ever offer any insightful discourse on     well     love in the time of money ,0
22,     m not sure which is worse     the poor acting by the ensemble cast     the flat dialogue by vincent r    nebrida or the gutless direction by laurice guillen ,0
23,difficult     endless work ,0
24,that you hope britney wo n     t do it one more time     as far as ,0
25,becomes an exercise in trying to predict when a preordained            big moment            will occur and not            if ,0
26,aimlessly and ,0
27,as simultaneously funny     offbeat ,1
28,to a small star with big heart ,1
29,capture the terrifying angst of the modern working man without turning the film into a cheap thriller     a dumb comedy or a sappy ,1
30,it      s not scary in the slightest ,0
31,be served an eviction notice at every theater stuck with it ,0
32,     s full of cheesy dialogue     but great trashy fun that finally returns de palma to his pulpy thrillers of the early      80s ,1
33,follow the same blueprint from hundreds of other films ,0
34,bags ,0
35,eventually pays off and is effective if you stick with it ,1
36,astronomically bad ,0
37,ultimately offers nothing more than people in an urban jungle needing other people to survive ,0
38,blatant derivativeness ,0
39,emaciated ,0
40,altogether too slight to be called any kind of masterpiece ,0
41,is not handled well ,0
42,just does n     t make sense ,0
43,bolt the theater in the first 10 minutes ,0
44,     s a terrible movie in every regard     and ,0
45,babak payami      s boldly quirky iranian drama secret ballot           ,1
46,long     intricate     star     studded and ,1
47,am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson     ,0
48,the parents ,1
49,just too bratty for sympathy ,0
50,the film suffers from a philosophical emptiness and maddeningly sedate pacing     ,0
51,the murk of its own making ,0
52,asks you to feel sorry for mick jagger      s sex life ,0
53,as endearing and easy ,1
54,the laramie project is worthwhile for reminding us that this sort of thing does     in fact     still happen in america ,1
55,the more influential works ,1
56,to like ,1
57,its make     believe promise of life ,0
58,this wo n     t seem like such a bore ,0
59,voyeuristic spectacle ,1
60,the plot is paper     thin ,0
61,not only satisfied ,1
62,it     comes off like a hallmark commercial ,0
63,mostly told through on     camera interviews with several survivors     whose riveting memories are rendered with such clarity that it      s as if it all happened only yesterday ,1
64,ineffable     elusive     yet inexplicably powerful ,1
65,the human race splitting in two ,0
66,one of the funniest motion pictures of the year ,1
67,easy to swallow     but scarcely nourishing ,0
68,have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd ,0
69,communicate the truth of the world ,1
70,they ca n     t go wrong     ,1
71,for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly     dancing clubs ,1
72,compulsively watchable     no matter how degraded things get     ,1
73,at the expense of character ,0
74,filled with more holes than clyde barrow      s car     ,0
75,that its            dead wife communicating from beyond the grave            framework is even remotely new or interesting ,0
76,a peculiar malaise ,0
77,its own good ,1
78,romantic tale ,1
79,labored gags ,0
80,noble failure     ,0
81,returns with a chase to end all chases ,1
82,     s a loathsome movie ,0
83,is ultimately what makes shanghai ghetto move beyond a good     dry     reliable textbook and what allows it to rank with its worthy predecessors     ,1
84,labors as storytelling     ,0
85,the abiding impression     despite the mild hallucinogenic buzz     is of overwhelming waste            the acres of haute couture ca n     t quite conceal that there      s nothing resembling a spine here     ,0
86,a sour taste in one      s mouth     and little else ,0
87,    gritty     sometimes funny ,1
88,one of the best     sustained ideas i have ever seen on the screen ,1
89,if you      re up for that sort of thing ,1
90,appealing ,1
91,awful snooze     ,0
92,     s smooth and professional ,1
93,sound so dull ,0
94,an average b     movie with no aspirations ,0
95,lousy one ,0
96,real women have curves truly is life affirming ,1
97,another smash ,1
98,is smart and entirely charming in intent and execution ,1
99,enlightening     insightful and entertaining ,1
100,genuine dramatic impact ,1
101,the plot offers few surprises ,0
