,comment_text,target
0,such life     embracing spirit ,1
1,a moldy     oldie     not     nearly       as     nasty       as     it       thinks     it     is joke ,0
2,it      s waltzed itself into the art film pantheon     ,1
3,share ,1
4,cellophane     pop remake ,0
5,that      s sustained through the surprisingly somber conclusion ,1
6,old garbage ,0
7,the most resolutely unreligious parents ,0
8,wonderful cinematography ,1
9,it      s defiantly and delightfully against the grain     ,1
10,better described as a ghost story gone badly awry     ,0
11,every cliche we      ve come to expect     including the assumption that            crazy            people are innocent     childlike and inherently funny ,0
12,two fine actors ,1
13,is instead about as fresh as last week      s issue of variety     ,0
14,to be a bit of a cheat in the end ,0
15,foster and whitaker are especially fine     ,1
16,the insanity ,0
17,    we do n     t feel much for damon     bourne or his predicament ,0
18,the hackneyed story ,0
19,why this did n     t connect with me would require another viewing ,0
20,it really won my heart ,1
21,     s           worth the extra effort to see an artist     still committed to growth in his ninth decade     change while remaining true to his principles ,1
22,the concentration ,1
23,enjoyable above average summer diversion ,1
24,del ,1
25,    green is     the comedy equivalent of saddam hussein     and i      m just about ready to go to the u   n    and ask permission for a preemptive strike     ,0
26,    the film      s     taste for            shock humor            will wear thin on all but ,0
27,the big     screen scooby makes the silly original cartoon seem smart and well     crafted in comparison     ,0
28,this is one of mr    chabrol      s subtlest works     but also one of his most uncanny     ,1
29,emerges a radiant character portrait ,1
30,never rises above easy     cynical potshots at morally bankrupt characters           ,0
31,is shallow     offensive and redundant     ,0
32,seems far more interested in gross     out humor than in showing us well     thought stunts or a car chase that we have n     t seen 10   000 times ,0
33,represents glossy hollywood at its laziest     ,0
34,by a failure ,0
35,of suspense     intriguing characters and bizarre bank robberies     plus a heavy dose of father     and     son dynamics ,1
36,    resonant gem ,1
37,     s kinda dumb     ,0
38,disappointing ,0
39,to please its intended audience            children            without placing their parents in a coma     like state ,1
40,one of the best rock ,1
41,     s probably not accurate to call it a movie ,0
42,a delightful surprise ,1
43,depress ,0
44,      the country bears       should never have been brought out of hibernation     ,0
45,a retread story     bad writing     and ,0
46,was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ,0
47,better characters     some genuine quirkiness and at least ,1
48,wal     mart budget ,0
49,found its audience     probably because it      s extremely hard to relate to any of the characters     ,0
50,adroit ,1
51,has a way of gently swaying back and forth as it cradles its characters     veiling tension beneath otherwise tender movements ,1
52,episodic choppiness ,0
53,beginning to hate it ,0
54,he was reading the minds of the audience     ,1
55,attack ,0
56,collapses under its own meager weight     ,0
57,the cadence of a depressed fifteen     year     old      s suicidal poetry ,0
58,the pacing is deadly     the narration helps little ,0
59,can do no wrong with jason x    ,1
60,beautifully ,1
61,its courageousness     and ,1
62,brown played in american culture as an athlete     a movie star     and an image of black indomitability ,1
63,as a serious drama about spousal abuse ,1
64,enough ,0
65,lacks both a purpose and a strong pulse ,0
66,his       angels of light ,1
67,an intimate contemplation ,1
68,gritty enough ,1
69,achieves the near     impossible ,1
70,its lack of purpose ,0
71,an uncluttered     resonant gem that relays its universal points without lectures or confrontations ,1
72,its hard to imagine having more fun watching a documentary           ,1
73,pan nalin      s exposition is beautiful and mysterious     and the interviews that follow     with the practitioners of this ancient indian practice     are as subtle and as enigmatic ,1
74,so beautifully acted and directed     it      s clear that washington most certainly has a new career ahead of him if he so chooses     ,1
75,audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip     non     synching     but otherwise the production is suitably elegant     ,1
76,    all this visual trickery stops being clever and devolves into flashy     vaguely silly overkill     ,0
77,inject farcical raunch ,0
78,us all ,1
79,    director     co     writer jacques audiard     though little known in this country     belongs in the very top rank of french filmmakers ,1
80,in this crass     low     wattage endeavor ,0
81,if the movie is more interested in entertaining itself than in amusing us ,0
82,every painful nuance     ,0
83,silly rather than plausible ,0
84,excellent latin actors ,1
85,that come full circle to end on a positive     if tragic     note ,1
86,work            is charming     is moving ,1
87,the humor wry and sprightly ,1
88,even a story immersed in love     lust     and sin could n     t keep my attention ,0
89,amusement ,1
90,a half     hearted fluke ,0
91,before it begins to fade from memory ,0
92,movie love ,1
93,    the plot      s saccharine thrust ,0
94,report that it is instead a cheap cliché ,0
95,    the film     works     due mostly to the tongue     in     cheek attitude of the screenplay ,1
96,such a mechanical endeavor     ,1
97,fan ,1
98,a japan bustling ,1
99,and if you appreciate the one     sided theme to lawrence      s over     indulgent tirade     then knock yourself out and enjoy the big screen postcard that is a self     glorified martin lawrence lovefest     ,0
100,the film sounds like the stuff of lurid melodrama     but what makes it interesting as a character study is the fact that the story is told from paul      s perspective     ,1
101,seemed bored ,0
102,a film of quiet power     ,1
103,than this facetious smirk of a movie ,0
104,when it      s not wallowing in hormonal melodrama                real women have curves            is a sweet     honest     and enjoyable comedy     drama about a young woman who wants many things in life     but fears she      ll become her mother before she gets to fulfill her dreams     ,1
105,never really busts out of its comfy little cell ,0
106,kung pow seems like some futile concoction that was developed hastily after oedekerk and ,0
107,predecessors ,1
108,repeated ,0
109,enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix ,0
110,jeong     hyang lee      s film is deceptively simple     deeply satisfying     ,1
111,chilling and heart     warming ,1
112,the worst excesses ,0
113,10   000 ,1
114,whatever ,0
115,    worse     that you have to pay if you want to see it ,0
116,reasonable ,1
117,the characters seem one     dimensional     and ,0
118,concrete story ,1
119,the rich promise of the script ,1
120,a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 ,0
121,irrelevant as on the engaging     which gradually turns what ,0
122,pressed to think of a film more cloyingly sappy than evelyn this year ,0
123,of     witherspoon      s     better films ,1
124,woefully hackneyed ,0
125,enormously endearing ,1
126,seems to have forgotten everything he ever knew about generating suspense     ,0
127,made no such thing ,0
128,like mike is a slight and uninventive movie     like the exalted michael jordan referred to in the title     many can aspire but none can equal     ,0
129,    the film is a hilarious adventure and i shamelessly enjoyed it     ,1
130,a journey that is as difficult for the audience to take as it is for the protagonist ,0
131,sentimentalizing it ,1
132,an eerie thriller ,1
133,a lush     swooning melodrama ,1
134,ambitious     eager ,1
135,     s just hard to believe that a life like this can sound so dull     ,0
136,the effort is sincere and the results are honest     but the film is so bleak that it      s hardly watchable ,0
137,conduct in a low     smoky and inviting sizzle ,1
138,better     focused ,1
139,blockbusters ,1
140,bittersweet film ,1
141,no explanation or even plot relevance ,0
142,wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits ,0
143,crafted ,1
144,even the corniest ,0
145,go from stark desert ,0
146,viscerally exciting ,1
147,has never ,0
148,higher ,1
149,    evelyn comes from the heart     ,1
150,mtv schmucks ,0
151,the film is not only a love song to the movies ,1
152,creating the characters who surround frankie ,0
153,comes from the brave     uninhibited performances by its lead actors ,1
154,anything sandler ,1
155,itself            as well its delightful cast            is so breezy ,1
156,it with ring     an indisputably spooky film ,1
157,sustains it ,1
158,gives his best screen performance with an oddly winning portrayal of one of life      s ultimate losers ,1
159,the worst kind of hollywood heart     string plucking ,0
160,dramatize life      s messiness from inside out     in all its strange quirks ,1
161,sincerely ,1
162,bull sessions ,0
163,the vagueness of topical excess ,0
164,    unintentionally     funniest moments ,1
165,the story has its redundancies     and the young actors     not very experienced     are sometimes inexpressive ,0
166,    gut     clutching piece ,1
167,    this one is a sweet and modest and ultimately winning story     ,1
168,brittle desperation ,0
169,an energetic and engaging film ,1
170,how this one escaped the lifetime network i      ll never know     ,0
171,     s so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer ,0
172,articulate     grown     up voice ,1
173,a monologue that manages to incorporate both the horror and the absurdity of the situation in a well     balanced fashion ,1
174,bloated plot ,0
175,cineasts will revel in those visual in     jokes     as in the film      s verbal pokes at everything from the likes of miramax chief harvey weinstein      s bluff personal style to the stylistic rigors of denmark      s dogma movement     ,1
176,detailed historical document ,1
177,it sends you away a believer again and quite cheered at just that     ,1
178,have a hard time believing it was just coincidence ,0
179,a bunch of other     better movies slapped together     ,0
180,a big musical number like       praise the lord     he      s the god of second chances       ,1
181,this would have been better than the fiction it has concocted ,0
182,though the film is static     its writer     director      s heart is in the right place     his plea for democracy and civic action laudable     ,1
183,argue ,0
184,    the emperor      s club turns a blind eye to the very history it pretends to teach     ,0
185,racist portraits ,0
186,topic ,1
187,a triumph     ,1
188,buoyant romantic comedy ,1
189,sandler ,1
190,a powerful sequel and one ,1
191,mostly to the tongue     in     cheek attitude of the screenplay ,1
192,this is a remarkably accessible and haunting film     ,1
193,paper     thin     and their personalities undergo radical changes when it suits the script ,0
194,family film to take everyone to since there      s no new            a christmas carol            out in the theaters this year ,1
195,animation increasingly emphasizes the computer and the cool ,1
196,hopefully     this film will attach a human face to all those little steaming cartons     ,1
197,flat and ,0
198,will be upstaged by an avalanche of more appealing holiday     season product ,0
199,fare with real thematic heft     ,1
200,might imagine that most every aggrieved father cliché has been unturned ,0
201,historically significant     and personal     ,1
202,its flaws ,0
203,stale material ,0
204,being a really bad imitation of the really bad blair witch project ,0
205,denying that burns is a filmmaker with a bright future ahead of him ,1
206,to endure its extremely languorous rhythms     waiting for happiness ,0
207,are no special effects     and no hollywood endings     ,0
208,of the quality that keeps dickens evergreen     the exuberant openness with which he expresses our most basic emotions ,1
209,fairly uneventful and ,0
210,is one of world cinema      s most wondrously gifted artists and storytellers     ,1
211,the characters are never more than sketches           which leaves any true emotional connection or identification frustratingly out of reach     ,0
212,as bestial ,0
213,     s coherent     well shot     ,1
214,begun to split up so that it can do even more damage ,0
215,the master of innuendo ,1
216,sickening thud ,0
217,will assuredly have their funny bones tickled ,1
218,leguizamo and jones are both excellent and the rest of the cast is uniformly superb     ,1
219,     s a rare window on an artistic collaboration ,1
220,is that i truly enjoyed most of mostly martha while i ne ,1
221,    the subject matter is so fascinating that you wo n     t care     ,1
222,a decent popcorn adventure ,1
223,    i hated myself in the morning     ,0
224,is shockingly bad and absolutely unnecessary ,0
225,gut     wrenching style of joseph heller or kurt vonnegut ,1
226,tackling serious themes ,1
227,is on full     irritating display in     this     meandering and pointless french coming     of     age import from writer     director anne     sophie birot ,0
228,beautifully shaped ,1
229,are a little peculiar ,0
230,a 95     minute commercial ,0
231,     ll enjoy the hot chick     ,1
232,could have easily become a cold     calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking ,1
233,a wacky     screwball comedy ,1
234,are just too many characters saying too many clever things and getting into too many pointless situations ,0
235,thriller ,1
236,made eddie murphy a movie star and the man has n     t aged a day     ,1
237,a trifle ,0
238,    ice age is consistently amusing and engrossing           ,1
239,a mesmerizing cinematic poem ,1
240,the one     liners are snappy     the situations volatile ,1
241,exploiting ,0
242,of a deeply humanistic artist who     in spite of all that he      s witnessed     remains surprisingly idealistic ,1
243,hollywood war     movie stuff ,0
244,director claude chabrol has become the master of innuendo     ,1
245,a mediocre movie trying to get out ,0
246,without chills ,0
247,to keel over ,0
248,you find yourself praying for a quick resolution ,0
249,ridiculous dialog ,0
250,a technically superb film     ,1
251,    relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft     ,1
252,five screenwriters are credited with the cliché     laden screenplay     it seems as if each watered down the version of the one before     ,0
253,could be the worst film a man has made about women since valley of the dolls ,0
254,     s the mark of a documentary that works ,1
255,an essentially awkward version of the lightweight female empowerment picture we      ve been watching for decades ,0
256,     ll be treated to an impressive and highly entertaining celebration of its sounds ,1
257,of humor     verve and fun ,1
258,best sequel ,1
259,    really stupid ,0
260,be great to see this turd squashed under a truck     preferably a semi ,0
261,developed characters so much ,1
262,being lectured to by tech     geeks     if you      re up for that sort of thing ,0
263,that      s so mechanical you can smell the grease on the plot ,0
264,during which you want to bang your head on the seat in front of you     at its cluelessness     at its idiocy     at its utterly misplaced earnestness ,0
265,released the outtakes theatrically and used the film as a bonus feature on the dvd ,0
266,two signs that m    night shyamalan      s debut feature sucked up all he has to give to the mystic genres of cinema     unbreakable and signs ,0
267,of cheesy dialogue ,0
268,20 years apart ,1
269,     m not sure these words have ever been together in the same sentence ,0
270,the most unpleasant things ,0
271,this is lightweight filmmaking     to be sure     but it      s pleasant enough            and oozing with attractive men ,1
272,wes craven      s presence is felt     not the craven of       a nightmare on elm street       or       the hills have eyes           but the sad schlock merchant of       deadly friend           ,0
273,uses the huge     screen format to make an old     fashioned nature film that educates viewers with words and pictures while entertaining them     ,1
274,undone by a filmmaking methodology that      s just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie     heads ,0
275,the interior lives of the characters in his film ,1
276,can also negotiate the movie      s darker turns ,0
277,proves you wrong on both counts ,0
278,uselessly ,0
279,that      s still too burdened by the actor ,0
280,you      re not fans of the adventues of steve and terri ,0
281,it      s the butt of its own joke ,0
282,melodrama and tiresome love triangles ,0
283,as ugly as the shabby digital photography and muddy sound ,0
284,gets under our skin and draws us in long ,1
285,to the annoying score ,0
286,until things fall apart ,0
287,does n     t deliver a great story     nor is the action as gripping as in past seagal films ,0
288,both stars are appealing enough to probably have a good shot at a hollywood career     if they want one ,1
289,soap opera     ish dialogue ,0
290,           bad            is the operative word for            bad company     ,0
291,a 94     minute travesty ,0
292,    juwanna mann is even more ludicrous than you      d expect from the guy     in     a     dress genre ,0
293,is n     t much fun     ,0
294,pilot episode ,1
295,     s that painful     ,0
296,no     holds     barred cinematic ,1
297,predictable storyline and ,0
298,     s replaced by some dramatic scenes that are jarring and deeply out of place in what could have     and probably should have     been a lighthearted comedy     ,0
299,egocentricities ,0
300,all the stomach     turning violence ,0
301,he does all of this     and more     while remaining one of the most savagely hilarious social critics this side of jonathan swift     ,1
302,its decrepit freaks ,0
303,romance     dancing     singing     and unforgettable characters ,1
304,a life like this can sound so dull ,0
305,has become apparent that the franchise      s best years are long past     ,0
306,creepy crawlies ,0
307,wallowing in hormonal melodrama ,0
308,angst     ridden ,0
309,godard uses his characters            if that      s not too glorified a term            as art things     mouthpieces     visual motifs     blanks     ,0
310,a serious movie ,1
311,deep     seated     emotional need ,1
312,honest performances and ,1
313,cheap     ,0
314,wonderful tale ,1
315,the movie      s sentimental     hypocritical lessons ,0
316,add up to a satisfying crime drama ,1
317,the highest power ,1
318,off his game ,0
319,made all the more poignant by the incessant use of cell phones ,0
320,the best comedy concert movie i      ve seen since cho      s previous concert comedy film ,1
321,those monologues stretch on and on ,0
322,any insights that have n     t been thoroughly debated in the media ,0
323,funny     moving yarn ,1
324,the efforts of its star     kline     to lend some dignity to a dumb story are for naught     ,0
325,an unsettling sight     and indicative of his     if you will     out     of     kilter character     ,0
326,extremely well acted by the four primary actors ,1
327,make this delicate coming     of     age tale a treat ,1
328,too convoluted ,0
329,has a wooden delivery and encounters a substantial arc of change that does n     t produce any real transformation ,0
330,a torrent ,1
331,through this film ,1
332,it      s like an all     star salute to disney      s cheesy commercialism     ,0
333,making kahlo      s art a living     ,1
334,wonder     ,1
335,forget about one oscar nomination for julianne moore this year ,0
336,infuses it ,1
337,it should pay reparations to viewers     ,0
338,berry      s saucy     ,1
339,jealousy ,0
340,    no more racist portraits of indians     for instance     ,1
341,the best thing ,1
342,wannabe film            without the vital comic ingredient of the hilarious writer     director himself ,0
343,the charm of satin rouge ,1
344,daringly perceptive     taut     piercing and feisty ,1
345,is a little scattered            ditsy ,0
346,the early and middle passages ,1
347,limps along ,0
348,an enjoyable ,1
349,stay away ,0
350,improbable as this premise may seem ,0
351,with a big heart ,1
352,suited neither ,0
353,this ready     made midnight movie probably wo n     t stand the cold light of day     but under the right conditions     it      s goofy     if not entirely wholesome     fun     ,1
354,is no doubt that krawczyk deserves a huge amount of the credit for the film      s thoroughly winning tone ,1
355,true impact ,1
356,nothing distinguishing in a randall wallace film ,0
357,like a medium     grade network sitcom            mostly inoffensive     fitfully amusing     but ultimately so weightless that a decent draft in the auditorium might blow it off the screen     ,0
358,this often     hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high     minded appeal     ,1
359,a good simmer ,1
360,    a question comes to mind     so why is this so boring     ,0
361,watch if you only had a week to live ,1
362,there      s only one way to kill michael myers for good     stop buying tickets to these movies     ,0
363,from ever reaching the comic heights it obviously desired ,0
364,low     tech magic realism and     at times     ,0
365,can render it anything but laughable     ,0
366,real audience     pleaser ,1
367,the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut     ,1
368,predictably melodramatic     ,0
369,stock clichés ,0
370,impressed by the skill of the actors involved in the enterprise ,1
371,a hugely enjoyable film about changing times     clashing cultures and the pleasures of a well     made pizza ,1
372,shtick ,0
373,that a man in drag is not in and of himself funny ,0
374,often contradictory ,0
375,works because of the ideal casting of the masterful british actor ian holm as the aged napoleon ,1
376,is a sweet and modest and ultimately winning story ,1
377,is the kind of film that could only be made by african     americans because of its broad racial insensitivity towards african     americans ,0
378,hey     happy     ,1
379,    maybe i can channel one of my greatest pictures     drunken master ,1
380,stands as a document of what it felt like to be a new yorker            or     really     to be a human being            in the weeks after 9     11     ,1
381,a look at the            wild ride            that ensues when brash young men set out to conquer the online world with laptops     cell phones and sketchy business plans ,1
382,been 13 months and 295 preview screenings since i last walked out on a movie ,0
383,wo n     t care ,0
384,simple but absorbing ,1
385,city by the sea would slip under the waves     ,0
386,    leaning on badly     rendered cgi effects     ,0
387,an act of spiritual faith            an eloquent     deeply felt meditation on the nature of compassion ,1
388,thriller as lazy ,0
389,hours of material to discuss ,1
390,strong filmmaking requires a clear sense of purpose     and in that oh     so     important category     the four feathers comes up short ,0
391,sending the audience ,1
392,both thematic content and narrative strength ,1
393,though the film is well     intentioned     one could rent the original and get the same love story and parable     ,1
394,by the standards of knucklehead swill     the hot chick is pretty damned funny     ,1
395,overweight and out ,0
396,tends to place most of the psychological and philosophical material in italics rather than trust an audience      s intelligence ,0
397,makes sure the salton sea works the way a good noir should     keeping it tight and nasty ,1
398,     s not one decent performance from the cast and not one clever line of dialogue ,0
399,thing to do with these characters except have them run through dark tunnels     fight off various anonymous attackers     and evade elaborate surveillance technologies ,0
400,two men who discover what william james once called       the gift of tears ,1
401,a step down ,0
402,is richly detailed     deftly executed and utterly absorbing     ,1
403,there is nothing redeeming about this movie     ,0
404,a fanciful drama about napoleon      s last years and his surprising discovery of love and humility     ,1
405,tasty morsels ,1
406,into such fresh territory ,1
407,have made vittorio de sica proud ,1
408,a really special walk ,1
409,broken character study ,0
410,into its intriguing subject ,1
411,disney      s 1937 breakthrough ,1
412,works better in the conception than it does in the execution ,0
413,black urban professionals ,0
414,one well     timed explosion in a movie can be a knockout ,1
415,feel the beat down to your toes ,1
416,there      s no excuse for following up a delightful     well     crafted family film with a computer     generated cold fish     ,0
417,is greatness ,1
418,the overall fabric is hypnotic     ,1
419,are n     t your bailiwick ,0
420,the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders     desperate for work and food ,1
421,who know nothing about the subject ,0
422,some futile concoction ,0
423,the stars ,1
424,the best possible ways ,1
425,cartoonish clichés and sneering humor ,0
426,a damn fine and ,1
427,wholly unnecessary addition ,0
