,comment_text,target
0,how deeply felt emotions can draw people together across the walls that might otherwise separate them ,1
1,slice of hitchcockian suspense     ,1
2,counting a few gross     out comedies i      ve been trying to forget ,0
3,ultra     violent ,0
4,be most in the mind of the killer ,1
5,a thoughtful movie ,1
6,comic fan ,1
7,is one of those crass     contrived sequels that not only fails on its own     but makes you second     guess your affection for the original     ,0
8,right through the ranks of the players            on     camera and off            that he brings together ,1
9,achieved ,1
10,drawing wrenching performances ,1
11,the movie should jolt you out of your seat a couple of times     give you a few laughs     and leave you feeling like it was worth your seven bucks     even though it does turn out to be a bit of a cheat in the end     ,1
12,a text to       lick ,1
13,masterfully ,1
14,dehumanizing and ego     destroying ,0
15,splendid     looking ,1
16,intriguing and stylish     ,1
17,is to catch the pitch of his poetics     savor the pleasure of his sounds and images     and ponder the historical     philosophical     and ethical issues that intersect with them ,1
18,     s mildly interesting ,1
19,soulless     ,0
20,sure     it      s contrived and predictable     but its performances are so well tuned that the film comes off winningly     even though it      s never as solid as you want it to be     ,1
21,a chilly     brooding but quietly resonant psychological study of domestic tension and unhappiness     ,1
22,as sharp ,1
23,better off staying on the festival circuit ,0
24,at the one     hour mark     herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion     ,0
25,hate yourself for giving in ,0
26,a riveting profile of law enforcement     and a visceral     nasty journey into an urban hades     ,1
27,a worthwhile glimpse ,1
28,the incomprehensible anne rice novel ,0
29,directionless ,0
30,exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable     ,0
31,but it also does the absolute last thing we need hollywood doing to us     ,0
32,hilarious kenneth branagh ,1
33,as before     from the incongruous but chemically perfect teaming of crystal and de niro ,1
34,an original character     siuation or joke in the entire movie ,0
35,be more complex than your average film ,1
36,also need movies like tim mccann      s revolution no    9     ,1
37,like rudy yellow lodge     eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider     ,0
38,           interview            loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into     ,0
39,cliches and pabulum ,0
40,torn apart ,0
41,is a dark     gritty     sometimes funny little gem     ,1
42,it      s funny     ,1
43,that carries its share of laughs            sometimes a chuckle     sometimes a guffaw and     to my great pleasure     the occasional belly laugh ,1
44,as banal as the telling may be ,0
45,from a fine cast ,1
46,fresh or enjoyable ,1
47,pretty good little movie ,1
48,is a case of too many chefs fussing over too weak a recipe ,0
49,that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects ,0
50,feel sad ,0
51,violent     self     indulgent and maddening ,0
52,a subzero version ,0
53,     s its first sign of trouble ,0
54,    but also intriguing and honorable     ,1
55,great one ,1
56,loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into ,0
57,    i enjoyed     ,1
58,a stunning new young talent in one ,1
59,imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama ,1
60,enough is just the ticket you need     ,1
61,a very old     school kind ,0
62,evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean ,1
63,is better than any summer blockbuster we had to endure last summer     and hopefully     sets the tone for a summer of good stuff ,1
64,    lawrence sounds whiny and defensive     as if his life     altering experiences made him bitter and less mature     ,0
65,despite terrific special effects and funnier gags     harry potter and the chamber of secrets finds a way to make j   k    rowling      s marvelous series into a deadly bore     ,0
66,children      s entertainment     superhero comics     and japanese animation ,1
67,compelling character ,1
68,but tongue     in     cheek preposterousness has always been part of for the most part wilde      s droll whimsy helps            being earnest            overcome its weaknesses and parker      s creative interference           ,1
69,it      s exactly the kind of movie toback      s detractors always accuse him of making     ,0
70,help chicago make the transition from stage to screen with considerable appeal intact ,1
71,to the growing     moldering pile of     well     extreme stunt ,0
72,the kind of visual flair that shows what great cinema can really do ,1
73,is     cattaneo     sophomore slump ,0
74,even if the picture itself is somewhat problematic ,0
75,got to love a disney pic with as little cleavage as this one has     and a heroine as feisty and principled as jane ,1
76,pretend like your sat scores are below 120 and you might not notice the flaws ,0
77,risky ,0
78,is constructed around a core of flimsy            or     worse yet     nonexistent            ideas ,0
79,    pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime     ,1
80,a great script brought down by lousy direction     ,0
81,much of all about lily chou     chou is mesmerizing ,1
82,as a two     way time     switching myopic mystery that stalls in its lackluster gear of emotional blandness ,0
83,    big trouble could be considered a funny little film     ,1
84,charismatic charmer ,1
85,entertain all ages ,1
86,the urge to doze ,0
87,may be galled that you      ve wasted nearly two hours of your own precious life with this silly little puddle of a movie     ,0
88,instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy ,1
89,laden with plenty of baggage ,0
90,the wonderfully lush morvern callar ,1
91,detective story ,1
92,teen     driven     toilet     humor codswallop ,0
93,appeal ,1
94,only need to watch for about thirty seconds before you say to yourself           ah     yes ,1
95,glamorous machine ,1
96,several cliched movie structures ,0
97,watching these two actors play against each other so intensely     but with restraint     is a treat     ,1
98,occasional jarring glimpses ,1
99,that keeps you guessing at almost every turn ,1
100,such a fine idea for a film     and such a stultifying     lifeless execution     ,0
101,often     funny comedy ,1
102,maggie smith as the ya     ya member with the o2     tank will absolutely crack you up with her crass     then gasp for gas     verbal deportment     ,1
103,give credit to affleck     ,1
104,dreadful romance     ,0
105,peak ,1
106,an engaging storyline ,1
107,to its last     minute     haphazard theatrical release ,0
108,a smartly directed     grown     up film ,1
109,one big excuse to play one lewd scene after another ,0
110,offensive     puerile and unimaginatively foul     mouthed ,0
111,make       cherish       a very good     but not great     movie ,1
112,wo n     t have you swinging from the trees hooting it      s praises ,0
113,pull us deep into the girls       confusion and pain as they struggle tragically to comprehend the chasm of knowledge that      s opened between them     ,1
114,williams absolutely nails sy      s queasy infatuation and overall strangeness     ,1
115,most poorly staged ,0
116,that any art     house moviegoer is likely to find compelling ,1
117,simple message ,1
118,this nervy oddity     like modern art should     ,1
119,odds with the rest of the film ,0
120,does n     t end up being very inspiring or insightful ,0
121,to pack raw dough in my ears ,0
122,merges his collaborators       symbolic images with his words     insinuating     for example     that in hollywood     only god speaks to the press ,1
123,describe exactly how bad it is ,0
124,a lot to do with the casting of juliette binoche as sand     who brings to the role her pale     dark beauty and characteristic warmth ,1
125,good fun     good action     good acting     good dialogue     good pace     good cinematography     ,1
126,narrative continuity ,1
127,big fat liar is a real charmer ,1
128,an athlete     a movie star     and ,1
129,the style and flash of the double     cross that made mamet      s            house of games            and last fall      s            heist            so much fun ,1
130,the fantastic and the believable ,1
131,no excuse for following up a delightful     well     crafted family film with a computer     generated cold fish ,0
132,    a     stale retread of the      53 original ,0
133,research library dust ,0
134,their own brightly colored dreams ,1
135,has its rewards ,1
136,there are some fairly unsettling scenes ,0
137,is not even half the interest     ,0
138,prime ,1
139,what we have here is a load of clams left in the broiling sun for a good three days ,0
140,as i valiantly struggled to remain interested     or at least conscious ,0
141,farcically bawdy fantasy ,1
142,bona fide groaners ,0
143,cinema      s directorial giants ,1
144,love the players it brings to the fore for the gifted but no     nonsense human beings they are and for the still     inestimable contribution they have made to our shared history ,1
145,the soundtrack alone is worth the price of admission     ,1
146,a gripping documentary ,1
147,clichés and a dim ,0
148,delight your senses and crash this wedding ,1
149,    energetic and sweetly whimsical ,1
150,smug or sanctimonious ,0
151,can be as tiresome as 9 seconds of jesse helms       anti      castro ,0
152,shows its indie tatters and self     conscious seams in places     ,0
153,the relationship between reluctant ,1
154,it is a copy of a copy of a copy ,0
155,      swims away with the sleeper movie of the summer award     ,1
156,hungry for quality and a nostalgic     twisty yarn that will keep them guessing ,1
157,doomed ,0
158,too much exploitation and too little ,0
159,a psychic journey deep into the very fabric of iranian           ,1
160,    intelligence and verve ,1
161,dazzle ,1
162,rooted in a sincere performance by the title character undergoing midlife crisis ,1
163,succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides     ,1
164,    satan is throwing up his hands in surrender     is firing his r   d people     and has decided he will just screen the master of disguise 24     7     ,0
165,care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ,0
166,especially well     executed television movie ,1
167,     ll keep you wide awake and           very tense ,1
168,    it could have been a thinking man      s monster movie ,0
169,being subjected to farts     urine     feces     semen     or any of the other foul substances ,0
170,sights ,0
171,the original was n     t a good movie ,0
172,makes an amazing breakthrough in her first starring role and eats up the screen     ,1
173,seem downright hitchcockian ,1
174,imaginative and ,1
175,    i     t      s certainly laudable that the movie deals with hot     button issues in a comedic context     but barbershop is n     t as funny as it should be     ,0
176,of puerile ,0
