,comment_text,target
0,a pretty decent little documentary ,1
1,from a renowned indian film culture that allows americans to finally revel in its splendor ,1
2,sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit     yet it      s geared toward an audience full of masters of both     ,0
3,their children ,1
4,that that      s exactly what these two people need to find each other ,1
5,in a heartwarming     nonjudgmental kind of way ,1
6,to think of a film more cloyingly sappy than evelyn this year ,0
7,you      ve a taste for the quirky ,1
8,of what      s wrong with this increasingly pervasive aspect of gay culture ,0
9,living harmoniously ,1
10,of new york      s finest and a nicely understated expression of the grief ,1
11,die hideously ,0
12,of the theater ,1
13,when cares melted away in the dark theater ,1
14,has settled for a lugubrious romance ,0
15,cartoonish performance ,0
16,are good ,1
17,instantly forgettable ,0
18,like a beautiful food entrée that is n     t heated properly     so that it ends up a bit cold and relatively flavorless ,0
19,gets its greatest play from the timeless spectacle of people really talking to each other ,1
20,good actors     good poetry ,1
21,violence ,0
22,the quality that keeps dickens evergreen     the exuberant openness with which he expresses our most basic emotions ,1
23,fascinate me ,1
24,nearly glows with enthusiasm     sensuality and a conniving wit     ,1
25,the hell cares ,0
26,this is a beautiful film for people who like their romances to have that french realism ,1
27,keep the story compelling ,1
28,whatever one makes of its political edge     this is beautiful filmmaking from one of french cinema      s master craftsmen     ,1
29,others will find their humor     seeking dollars best spent elsewhere     ,0
30,so original in its base concept that you can not help but get caught up     ,1
31,has ever suspected hollywood of being overrun by corrupt and hedonistic weasels ,0
32,is n     t a new idea ,0
33,intermittently wise ,1
34,delivers a terrific performance in this fascinating portrait of a modern lothario     ,1
35,die ,0
36,a gently funny     sweetly adventurous film that makes you feel genuinely good     that is to say ,1
37,the three leads produce adequate performances     but ,1
38,recommend it     ,1
39,we      ve liked klein      s other work but rollerball left us cold ,0
40,as laugh     out     loud lunacy with a pronounced monty pythonesque flavor ,1
41,unoriginal ,0
42,exaggerated and ,0
43,at a tough     man contest ,0
44,so well ,1
45,a real charmer ,1
46,kidman has become one of our best actors ,1
47,of law enforcement     and a visceral     nasty journey ,0
48,skip it ,0
49,is firing his r   d people ,0
50,wise and deadpan ,1
51,     s a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it ,1
52,on the whole     you      re gon na like this movie     ,1
53,a riveting profile of law enforcement     and a visceral     nasty journey ,1
54,alternately hilarious and sad     aggravating and ,1
55,clever     offbeat ,1
56,overrun modern     day comedies ,0
57,the same way you came            a few tasty morsels under your belt     ,1
58,enthusiastically taking up the current teen movie concern with bodily functions ,0
59,every bad action     movie line in history ,0
60,a first     class     thoroughly involving b movie that effectively combines two surefire     beloved genres            the prison flick and the fight film     ,1
61,in the process comes out looking like something wholly original ,1
62,torments ,0
63,wisely decided to let crocodile hunter steve irwin do what he does best     and fashion a story around him     ,1
64,the too     hot     for     tv direct     to     video     dvd category     ,0
65,budding amours ,1
66,art     house to the core     read my lips is a genre     curling crime story that revives the free     wheeling noir spirit of old french cinema     ,1
67,only masochistic moviegoers ,0
68,cheap junk ,0
69,for its lack of logic and misuse of two fine actors     morgan freeman and ashley judd ,0
70,a consistent tone ,1
71,expected flair ,1
72,about the best thing you could say about narc ,0
73,nachtwey hates the wars he shows and empathizes with the victims he reveals ,1
74,there      s nothing to gain from watching they     ,0
75,the fluid motion is astounding on any number of levels            including the physical demands made on büttner            ,1
76,a rustic     realistic     and altogether creepy tale of hidden invasion ,1
77,tara reid plays a college journalist     but she looks like the six     time winner of the miss hawaiian tropic pageant     so i do n     t know what she      s doing in here ,0
78,freshness ,1
79,lowbrow ,0
80,a captivating and intimate study about dying and loving ,1
81,     s not funny ,0
82,long for the end credits ,0
83,it      s as if solondz had two ideas for two movies     could n     t really figure out how to flesh either out ,0
84,the filmmakers could dredge up ,0
