,comment_text,target
0,can say ,0
1,troubled and ,0
2,undeniably exceedingly clever ,1
3,devastatingly powerful and astonishingly vivid holocaust drama     ,1
4,uselessly redundant and shamelessly money     grubbing than most third     rate horror sequels     ,0
5,cinematic poem ,1
6,    state property does n     t end up being very inspiring or insightful     ,0
7,highly predictable ,0
8,fun     seeking ,1
9,the irwins       scenes are fascinating ,1
10,with flawless amounts of acting     direction     story and pace ,1
11,vile ,0
12,as beautiful     desirable     even delectable ,1
13,          a quietly introspective portrait of the self     esteem of employment and the shame of losing a job           ,1
14,several cliched movie structures     the road movie ,0
15,contentedly ,1
16,a sweet     tender sermon about a 12     year     old welsh boy more curious about god than girls     who learns that believing in something does matter     ,1
17,it has the air of a surprisingly juvenile lark     a pop     influenced prank whose charms are immediately apparent and wear thin with repetition     ,0
18,this fascinating portrait ,1
19,the acting is amateurish     ,0
20,          the lady and the duke surprisingly manages never to grow boring           which proves that rohmer still has a sense of his audience     ,1
21,is an accuracy of observation in the work of the director     frank novak     that keeps the film grounded in an undeniable social realism     ,1
22,the rope snaps ,0
23,its intriguing subject ,1
24,modestly made ,1
25,with its many out     sized     out of character and logically porous action set ,0
26,oddly honest ,1
27,feels like a ruse     a tactic to cover up the fact that the picture is constructed around a core of flimsy            or     worse yet     nonexistent            ideas     ,0
28,pass for a thirteen     year     old      s book report on the totalitarian themes of 1984 and farenheit 451 ,0
29,of the pool with an utterly incompetent conclusion ,0
30,has made a decent       intro       documentary ,1
31,a convolution of language that suggests it ,0
32,starts to smack of a hallmark hall of fame     with a few four letter words thrown in that are generally not heard on television     ,0
33,not as well     written as sexy beast     not as gloriously flippant as lock     stock and two smoking barrels     but stylish and moody and exceptionally well     acted     ,1
34,it      s lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay     ,0
35,it      s just weirdness for the sake of weirdness     and where human nature should be ingratiating     it      s just grating     ,0
36,falls back on too many tried     and     true shenanigans that hardly distinguish it from the next teen comedy ,0
37,lovely and amazing is holofcener      s deep     uncompromising curtsy to women she knows     and very likely is     ,1
38,creates an impeccable sense of place     ,1
39,the story alone could force you to scratch a hole in your head     ,0
40,while peppering the pages with memorable zingers ,1
41,will probably sink the film for anyone who does n     t think about percentages all day long ,0
42,the men and machines behind the curtains of our planet ,1
43,aims to confuse ,0
44,laughing at his own joke ,0
45,powerful emotional wallop ,1
46,middle     of     the     road blandness ,0
47,that appeals to the storytelling instincts of a slightly more literate filmgoing audience ,1
48,very stupid and annoying     ,0
49,    it      s because there      s no discernible feeling beneath the chest hair ,0
50,will have completely forgotten the movie by the time you get back to your car in the parking lot ,0
51,devastating indictment ,1
52,    gulpilil     is a commanding screen presence     and ,1
53,kicks into gear ,1
54,britney spears has popped up with more mindless drivel ,0
55,more smarts ,1
56,valley of the dolls ,1
57,the pleasures that it does afford may be enough to keep many moviegoers ,1
58,has kind of an authentic feel ,1
59,reveals itself slowly     intelligently     artfully     ,1
60,quality band ,1
61,the film would have been more enjoyable had the balance shifted in favor of water     bound action over the land     based       drama     ,0
62,found writer     director mitch davis      s wall of kitsch hard going     ,0
63,indeed almost never     is such high     wattage brainpower coupled with pitch     perfect acting and an exquisite     unfakable sense of cinema     ,1
64,bold     and lovely     experiment ,1
65,is precious little of either     ,0
66,decent drama     action flick ,1
67,catches you up in something bigger than yourself ,1
68,are rich veins of funny stuff in this movie ,1
69,funny stuff ,1
70,filled with low     brow humor     gratuitous violence and a disturbing disregard for life     ,0
71,delightful entree ,1
72,though the film is static ,0
73,for gai      s character to avoid the fate that has befallen every other carmen before her ,1
74,perfectly creepy and believable ,1
75,     s brilliant ,1
76,a painfully slow cliche     ridden film filled with more holes than clyde barrow      s car     ,0
77,    frames     profound ethical and philosophical questions in the form of dazzling pop entertainment ,1
78,with guns     expensive cars     lots of naked women and rocawear clothing ,1
79,michael moore      s latest documentary about america      s thirst for violence is his best film yet           ,1
80,monumental as disney      s 1937 breakthrough ,1
81,the master of disguise falls under the category of       should have been a sketch on saturday night live           ,0
82,frei assembles a fascinating profile of a deeply humanistic artist who     in spite of all that he      s witnessed     remains surprisingly idealistic     and retains an extraordinary faith in the ability of images to communicate the truth of the world around him     ,1
83,top     notch action powers this romantic drama ,1
84,vividly ,1
85,one of my greatest pictures     drunken master ,1
86,went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside ,0
87,    maybe twice     ,1
