,comment_text,target
0,this method almost never fails him ,1
1,the giant screen and its hyper     realistic images ,1
2,is handled with intelligence and care ,1
3,    a     mess ,0
4,frailty            starts out like a typical bible killer story ,0
5,in more ways that one in clockstoppers     a sci     fi thriller as lazy as it is interminable ,0
6,a coming     of     age story and cautionary parable     but also a perfectly rendered period piece ,1
7,for the playlist ,0
8,head cutter ,0
9,what makes how i killed my father compelling     besides its terrific performances     is fontaine      s willingness to wander into the dark areas of parent     child relationships without flinching     ,1
10,with an obvious rapport with her actors and a striking style behind the camera ,1
11,is the director      s talent ,1
12,you might want to take a reality check before you pay the full ticket price to see            simone                and consider a dvd rental instead     ,0
13,is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well ,0
14,robinson      s web of suspense ,1
15,a creaky            pretty woman            retread     with the emphasis on self     empowering schmaltz and big     wave surfing that gives pic its title an afterthought ,0
16,arcane area ,0
17,scalds like acid ,0
18,to a climax that      s scarcely a surprise by the time ,0
19,that these brats will ever be anything more than losers ,0
20,negativity is a rare treat that shows the promise of digital filmmaking     ,1
21,of the dry humor that first made audiences on both sides of the atlantic love him ,1
22,jacobi     the most fluent of actors     ,1
23,to create something original ,1
24,there      s nothing like love to give a movie a b     12 shot     and ,1
25,is like being trapped at a bad rock concert ,0
26,           you      ll love this movie     ,1
27,their super     powers     their super     simple animation ,0
28,are often more predictable than their consequences ,0
29,of describing badness ,0
30,catch it           if you can ,1
31,any gag that would force you to give it a millisecond of thought ,0
32,instead of using george and lucy      s most obvious differences to ignite sparks     lawrence desperately looks elsewhere     seizing on george      s haplessness and lucy      s personality tics     ,0
33,is the one ,1
34,inconsistent     meandering     and sometimes dry ,0
35,for it other than its exploitive array of obligatory cheap ,0
36,just a waste ,0
37,the last scenes of the film are anguished     bitter and truthful     ,1
38,falters ,0
39,a realistically terrifying movie that puts another notch in the belt of the long list of renegade     cop tales     ,1
40,shows holmes has the screen presence to become a major     league leading lady         but     the movie itself is an underachiever     a psychological mystery that takes its sweet time building to a climax that      s scarcely a surprise by the time it arrives     ,0
41,exhilarating     funny and fun     ,1
42,     s a pretty good execution of a story that      s a lot richer than the ones hollywood action screenwriters usually come up with on their own ,1
43,to be something really good ,1
44,moments of spontaneous creativity and authentic co     operative interaction ,1
45,a mature     deeply felt fantasy of a director      s travel through 300 years of russian history     ,1
46,a painfully slow cliche     ridden film ,0
47,sucked up all ,0
48,    the new film is a subzero version of monsters     inc        without the latter      s imagination     visual charm or texture     ,0
49,puzzle his most ardent fans     ,0
50,lush and beautifully photographed     somebody suggested the stills might make a nice coffee table book     ,1
51,got the wildly popular vin diesel in the equation ,1
52,watch     giggle ,1
53,in formula crash     and     bash action ,0
54,tiresome ugliness ,0
55,the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film     ,0
56,the film does n     t sustain its initial promise with a jarring     new     agey tone creeping into the second half ,0
57,it has no affect on the kurds     but it wore me down     ,0
58,most high     concept films candy     coat with pat storylines     precious circumstances and beautiful stars ,1
59,artistry ,1
60,simply a re     hash of the other seven films ,0
61,which lags badly in the middle and lurches between not     very     funny comedy     unconvincing dramatics and some last     minute action strongly reminiscent of run lola run ,0
62,irresistible blend ,1
63,     s hard to understand why anyone in his right mind would even think to make the attraction a movie ,0
64,     s cliche to call the film       refreshing ,0
65,rote work and predictable ,0
66,drifts aimlessly ,0
67,with jaw     dropping action sequences     striking villains     a gorgeous color palette     astounding technology     stirring music and a boffo last hour ,1
68,is worth the price of admission     ,1
69,protagonist ,0
70,          overly melodramatic           ,0
71,its awkward structure ,0
72,    discontent     and yearning ,0
73,no trouble sitting for blade ii ,1
74,enough vitality to justify the notion of creating a screen adaptation of evans       saga of hollywood excess ,1
75,    then becomes bring it on     then becomes unwatchable ,0
76,done before but never so vividly ,1
77,seeing this trite     predictable rehash ,0
78,no     i love it           hell     i dunno     ,1
79,are nowhere near as vivid as the 19th     century ones ,0
80,who manages to blast even the smallest sensitivities from the romance with his clamorous approach ,0
81,it      s the kind of effectively creepy     scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n     t take it any more     ,1
82,is both gripping and compelling ,1
83,the mill sci     fi film with a flimsy ending and lots of hype ,0
84,hellish ,0
85,not a schlocky creature feature but something far more stylish and cerebral            and     hence     more chillingly effective     ,1
86,with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player     this latest skewering           may put off insiders and outsiders alike     ,0
87,below is well below expectations     ,0
88,terrible     banal dialogue     convenient     hole     ridden plotting ,0
89,hey everybody     wan na watch a movie in which a guy dressed as a children      s party clown gets violently gang     raped     ,0
90,does a disservice to the audience and to the genre     ,0
91,    you      re definitely convinced that these women are spectacular     ,1
92,anguished performance ,0
93,of psychopathic pulp ,0
94,most of it given to children ,1
95,of these despicable characters ,0
96,corruption ,0
97,under     rehearsed ,0
98,     s undeniably hard to follow ,0
99,the violence ,0
100,sophomoric ,0
101,          very funny     very enjoyable           ,1
102,it      s dark but has wonderfully funny moments     you care about the characters     and ,1
103,shoplifts shamelessly from farewell     to     innocence movies like the wanderers and a bronx tale ,0
104,allows him to churn out one mediocre movie after another ,0
105,the film runs on a little longer than it needs to            muccino either does n     t notice when his story ends or just ca n     t tear himself away from the characters            but ,0
106,surprising     subtle ,1
107,a smashing success ,1
108,would be consigned to the dustbin of history ,0
109,a gorgeously strange movie     heaven is deeply concerned with morality     ,1
110,little gem ,1
111,of neil burger      s impressive fake documentary ,1
112,contempt ,0
113,abandon the theater ,0
114,none of this sounds promising and     indeed     the first half of sorority boys is as appalling as any       comedy       to ever spill from a projector      s lens ,0
115,    you      ll like promises     ,1
