,comment_text,target
0,     s tough to tell which is in more abundant supply in this woefully hackneyed movie     directed by scott kalvert     about street gangs and turf wars in 1958 brooklyn            stale cliches     gratuitous violence     or empty machismo ,0
1,a captivating drama ,1
2,hubert with a mixture of deadpan cool     wry humor and just the measure ,1
3,his storytelling skills have eroded ,0
4,a riddle wrapped in a mystery inside an enigma ,1
5,the thing just never gets off the ground     ,0
6,the country bears wastes an exceptionally good idea     ,0
7,the screenplay flounders under the weight of too many story lines     ,0
8,huge gap ,0
9,the viewer wide     awake all the way through ,1
10,no real surprises ,0
11,gone more over     the     top instead of trying to have it both ways ,0
12,is more frustrating than a modem that disconnects every 10 seconds     ,0
13,upfront that the plot makes no sense ,0
14,pointless     tasteless and idiotic ,0
15,created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness ,1
16,tedious as the chatter of parrots raised on oprah ,0
17,you have to check your brain at the door ,0
18,the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster     ,0
19,rather unbelievable ,0
20,best little            horror            movie ,1
21,proves a lovely trifle that     unfortunately     is a little too in love with its own cuteness ,0
22,be considered career     best performances ,1
23,she      s all     powerful     a voice for a pop     cyber culture that feeds on her bjorkness     ,1
24,     s quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere     ,0
25,sensational denouements ,1
26,inane ramblings ,0
27,constant fits of laughter ,1
28,a very well     meaning movie     and it ,1
29,this is the kind of movie that gets a quick release before real contenders arrive in september     ,0
30,drown yourself in a lake afterwards ,0
31,confessions is n     t always coherent ,0
32,fantastic visual trope ,1
33,so completely loses himself to the film      s circular structure to ever offer any insightful discourse on     well     love in the time of money     ,0
34,are once again made all too clear in this schlocky horror     action hybrid ,0
35,the miniseries ,1
36,the script     ,0
37,not all of the stories work and the ones that do are thin and scattered     but ,0
38,his boisterous energy fails to spark this leaden comedy ,0
39,a potentially good comic premise and excellent cast ,1
40,sensation ,1
41,piccoli      s performance is amazing     yes ,1
42,form at once visceral and spiritual     wonderfully vulgar and sublimely lofty            and as emotionally grand as life     ,1
43,the beauty ,1
44,the far superior film ,1
45,confident filmmaking ,1
46,ultra     violent gangster wannabe ,0
47,a small gem of a movie that defies classification and is as thought     provoking as it ,1
48,delia     greta     and paula rank as three of the most multilayered and sympathetic female characters of the year     ,1
49,mindless ,0
50,after an hour and a half of wondering            sometimes amusedly     sometimes impatiently            just what this strenuously unconventional movie is supposed to be     you discover that the answer is as conventional as can be     ,0
51,      spy action flick with antonio banderas and lucy liu never comes together     ,0
52,ca n     t rescue brown sugar from the curse of blandness ,0
53,a movie that the less charitable might describe as a castrated cross between highlander and lolita     ,0
54,aimless as an old pickup skidding completely out of control on a long patch of black ice ,0
55,the story is better     focused than the incomprehensible anne rice novel it      s based upon ,1
56,a bore ,0
57,miyazaki has created such a vibrant     colorful world ,1
58,argentine retread ,0
59,slopped       ,0
60,was beginning to hate it ,0
61,compassionately ,1
62,neatly constructed thriller     ,1
63,by turns gripping     amusing     tender and heart     wrenching     laissez     passer has all the earmarks of french cinema at its best     ,1
64,refreshingly clear ,1
65,as a friend ,1
66,to die for ,1
67,to go down as the worst            and only            killer website movie of this or any other year ,0
68,long gone ,0
69,cheeky ,1
70,suffers from the awkwardness that results from adhering to the messiness of true stories ,0
71,want to see over and over again ,1
72,the one of the world      s best actors     daniel auteuil     ,1
73,fails to portray its literarily talented and notorious subject as anything much more than a dirty old man ,0
74,shot like a postcard ,1
75,that a subject as monstrous and pathetic as dahmer ,0
76,the color palette     with lots of somber blues and pinks     is dreamy and evocative ,1
77,knocks it flat ,0
78,interesting character ,1
79,4ever has the same sledgehammer appeal as pokemon videos     ,0
80,vulgarities ,0
81,such that we      ll keep watching the skies for his next project ,1
82,stevens       vibrant creative instincts are the difference between this and countless other flicks about guys and dolls     ,1
83,the distinct and very welcome sense ,1
84,has nothing good to speak about other than the fact that it is relatively short     tries its best to hide the fact that seagal      s overweight and out of shape     ,0
85,white      s dry wit ,1
86,    you can enjoy much of jonah simply     and gratefully     as laugh     out     loud lunacy with a pronounced monty pythonesque flavor     ,1
87,for those who like quirky     slightly strange french films ,1
88,derivativeness ,0
89,a majestic achievement     an epic of astonishing grandeur and surprising emotional depth ,1
90,a conventional     but well     crafted film about a historic legal battle in ireland over a man      s right to raise his own children     ,1
91,it wo n     t hold up over the long haul     but ,0
92,soft     porn      em powerment ,1
93,the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ,0
94,formulaic equations ,0
95,seagal ran out of movies years ago     ,0
96,over a late     inning twist that just does n     t make sense ,0
97,viewers out in the cold ,0
98,deadly dull ,0
99,dramatically lackluster     ,0
100,into sub     tarantino cuteness ,1
101,watchable ,1
102,    the film acquires an undeniable entertainment value as the slight     pale mr    broomfield continues to force himself on people and into situations that would make lesser men run for cover     ,1
103,you wanting more ,1
104,give a pretty good overall picture of the situation in laramie following the murder of matthew shepard ,1
105,incredibly heavy     handed     manipulative dud ,0
106,through its otherwise comic narrative ,1
107,parker      s creative interference ,1
108,freshly ,1
109,absorbing character study by andré turpin     ,1
110,a wal     mart budget ,0
111,louiso lets the movie dawdle in classic disaffected     indie     film mode     ,0
112,the top of their lungs ,1
113,expected there to be a collection taken for the comedian at the end of the show ,0
114,what made allen      s romantic comedies so pertinent and enduring ,1
115,the work of an exhausted     desiccated talent who ca n     t get out of his own way     ,1
116,to make its subject interesting to those who are n     t part of its supposed target audience ,1
117,a strong thumbs up ,1
118,good and ambitious ,1
