,comment_text,target
0,pile up     undermining the movie      s reality and stifling its creator      s comic voice ,0
1,of the austin powers films ,1
2,is clever and funny     is amused by its special effects     and ,1
3,low     smoky and inviting sizzle ,1
4,the nightmare ,0
5,may also be the best sex comedy about environmental pollution ever made     ,1
6,good action     ,1
7,by its lack of purpose ,0
8,a bad sitcom ,0
9,features nonsensical and laughable plotting     wooden performances ,0
10,second helpings ,1
11,sure     it      s contrived and predictable     but its performances are so well tuned that the film comes off winningly     even though it      s never as solid as you want it to be ,1
12,as roman coppola      s brief pretentious period ,0
13,the film      s lamer instincts ,0
14,is a cinematic misdemeanor ,0
15,so many red herrings     ,0
16,like a book report ,0
17,their sexual and romantic tension     while never really vocalized     is palpable ,1
18,but something far more stylish and cerebral            and     hence     more chillingly effective ,1
19,the solid filmmaking ,1
20,its indulgent two     hour     and     fifteen     minute length ,0
21,melds derivative elements into something that is often quite rich and exciting     and always a beauty to behold ,1
22,our close ties with animals ,1
23,of how sandler is losing his touch ,0
24,robert john burke as the monster horns in and steals the show     ,1
25,with added depth and resonance ,1
26,who rambles aimlessly through ill     conceived action pieces ,0
27,to consider the unthinkable     the unacceptable     the unmentionable ,0
28,a good race     one that will have you at the edge of your seat for long stretches ,1
29,add up to a satisfying crime drama     ,1
30,have to see this     ,1
31,bottom ,0
32,starts off witty and sophisticated and ,1
33,has a true talent for drawing wrenching performances from his actors     improvised over many months     and for conveying the way tiny acts of kindness make ordinary life survivable ,1
34,deserves the dignity of an action hero motivated by something more than franchise possibilities ,1
35,a remarkable movie ,1
36,a great cast ,1
37,of the week blown up for the big screen ,0
38,tie together beautifully ,1
39,ask for a raise ,1
40,be most effective if used as a tool to rally anti     catholic protestors ,0
41,his fake backdrops and stately pacing ,0
42,it says far less about the horrifying historical reality than about the filmmaker      s characteristic style ,0
43,slow     moving ,0
44,a must see for all sides of the political spectrum ,1
45,grant     who has n     t lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ,1
46,too long has ignored ,0
47,boozy ,0
48,idealistic kid ,1
49,is in need of a scented bath ,0
50,    whimsical feature ,1
51,is rotten in the state of california ,0
52,     d expect to see on showtime      s       red shoe diaries ,1
53,     s become one of the movies       creepiest conventions     in which the developmentally disabled ,1
54,profoundly moving documentary ,1
55,spent elsewhere ,0
56,this movie is to be cherished     ,1
57,a social injustice     at least ,0
58,the easy emotional buttons ,1
59,when the casting call for this movie went out     it must have read       seeking anyone with acting ambition but no sense of pride or shame           ,0
60,tiresome jargon ,0
61,that it      s left a few crucial things out     like character development and coherence ,0
62,humanly possible ,1
63,looks to be going through the motions     beginning with the pale script     ,0
64,raunchy and frequently hilarious follow     up ,1
65,it is very difficult to care about the character     and ,0
66,is to skip the film and pick up the soundtrack ,0
67,the chocolate factory without charlie     ,0
68,    mayhem and stupidity ,0
69,wimps out by going for that pg     13 rating     so the more graphic violence is mostly off     screen and the sexuality is muted     ,0
70,slump ,0
71,which is nothing to sneeze at these days ,1
72,entertained by the sight of someone ,1
73,might as well have come from a xerox machine rather than     writer     director     franc     ,0
74,that it becomes a chore to sit through            despite some first     rate performances by its lead ,0
75,brings a tragic dimension and savage full     bodied wit and cunning to the aging sandeman ,1
76,    lin chung      s     voice is rather unexceptional ,0
77,the result     however well     intentioned     ,0
78,     s good     natured and sometimes quite funny ,1
79,a charmer ,1
80,consistently clever and suspenseful ,1
81,does a solid job of slowly ,1
82,to be exceptional to justify a three hour running time ,1
83,something fresh to say ,1
84,its unsettling force ,1
85,makes the princess seem smug and cartoonish ,0
86,by the sketchiest of captions ,0
87,trash     cinema roots ,0
88,while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion ,1
89,a sharp satire of desperation and cinematic deception     ,1
90,chance to find love in the most unlikely place ,1
91,male hip hop fantasy ,1
92,affirm love      s power to help people endure almost unimaginable horror ,1
93,high     adrenaline documentary ,1
94,have dumped a whole lot of plot in favor of           outrageous gags ,0
95,doofus ,0
96,walked out of runteldat ,0
97,argento ,1
98,exhaustingly ,0
99,used to burn every print of the film ,0
100,very interesting and ,1
101,lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires ,0
102,a strong and unforced supporting cast ,1
103,choppy recycling ,0
104,highlander ,1
105,scenes all end in someone screaming     ,0
106,as predictable as the outcome of a globetrotters     generals game     juwanna mann is even more ludicrous than you      d expect from the guy     in     a     dress genre ,0
107,with the kind of visual flair that shows what great cinema can really do ,1
108,a likable story     ,1
109,    narc takes a walking     dead     cop     flick subgenre and beats new life into it     ,1
110,can watch     giggle and get an adrenaline boost without feeling like you      ve completely lowered your entertainment standards ,1
111,     s a shame that the storyline and its underlying themes           finally seem so impersonal or even shallow ,0
112,fresh and ,1
113,a compelling pre     wwii drama ,1
114,a dashing and resourceful hero     a lisping     reptilian villain     big fights     big hair     ,1
115,out to be ,1
116,populating its hackneyed and meanspirited storyline with cardboard characters and performers who ,0
117,sand     who brings to the role her pale     dark beauty and characteristic warmth ,1
118,is pretty landbound     with its leaden acting     dull exposition and telegraphed       surprises ,0
119,a bad improvisation exercise     the superficially written characters ramble on tediously about their lives     loves and the art ,0
120,does n     t tell you anything except that the chelsea hotel today is populated by whiny     pathetic     starving and untalented artistes     ,0
121,humor and a heartfelt conviction ,1
122,washington as possibly the best actor working in movies today ,1
123,it      s crafty     energetic and smart            the kid is sort of like a fourteen     year old ferris bueller ,1
124,the movie      s major and most devastating flaw is its reliance on formula     though     and ,0
125,with its elbows sticking out where the knees should be ,0
126,this is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors     ,0
127,hot     button items ,1
128,a clichéd and shallow cautionary tale about the hard     partying ,0
129,smoother or more confident ,1
130,naked teenagers horror flick ,0
131,a knockout of a closing line ,1
132,conquers ,1
133,taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ,0
134,everett remains a perfect wildean actor     and a relaxed firth displays impeccable comic skill     ,1
135,stupid sequel ,0
136,     s coherent     well shot ,1
137,revelation ,1
138,feel like mopping up ,0
139,a film that comes along every day     ,0
140,look at the star     making machinery of tinseltown     ,1
141,this bond film goes off the beaten path     not necessarily for the better     ,0
142,any way of gripping what its point is ,0
143,probably because it      s extremely hard to relate to any of the characters ,0
144,sends you away a believer again and quite cheered at just that ,1
145,with dickens       words and writer     director douglas mcgrath      s even     toned direction ,1
146,for almost the first two     thirds of martin scorsese      s 168     minute gangs of new york     i was entranced     ,1
147,settles into the light     footed enchantment the material needs ,1
148,in the pile of useless actioners ,0
149,ugly     duckling ,0
150,than spiffy bluescreen technique and stylish weaponry ,1
151,with exquisite craftsmanship           olivier assayas has fashioned an absorbing look at provincial bourgeois french society     ,1
152,going to feel like you were n     t invited to the party ,0
153,here is a divine monument to a single man      s struggle to regain his life     his dignity and his music     ,1
154,our most conservative and hidebound movie     making traditions ,1
155,so watchable ,1
156,giving it a strong thumbs up ,1
157,hatfield and hicks make the oddest of couples     and in this sense the movie becomes a study of the gambles of the publishing world     offering a case study that exists apart from all the movie      s political ramifications ,1
158,backbone ,1
159,minutely detailed wonders of dreamlike ecstasy ,1
160,earthly ,1
161,time stinker ,0
162,that its story just is n     t worth telling ,0
163,grade     grubbers ,0
164,the junk     calorie suspense tropes that have all but ruined his career ,0
165,clever exercise ,1
166,in good measure ,1
167,little time ,1
168,a limp eddie murphy vehicle that even he seems embarrassed to be part of     ,0
169,compelling look ,1
170,is apparently as invulnerable as its trademark villain ,1
171,    this is a movie that tells stories that work            is charming     is moving ,1
172,funniest and most accurate depiction ,1
173,is unconvincing ,0
174,some remarkable achival film about how shanghai     of all places     served jews who escaped the holocaust     ,1
175,a frustrating       tweener                  too slick ,0
176,of the jokes     most at women      s expense ,0
177,you can be forgiven for realizing that you      ve spent the past 20 minutes looking at your watch and waiting for frida to just die already     ,0
178,is well crafted     and well executed ,1
179,oo many of these gross ,0
180,intriguing movie experiences ,1
181,caffeinated     sloppy brilliance ,1
182,     s mildly sentimental ,1
183,appeals to you ,1
184,the film in a very real and amusing give     and     take ,1
185,dream ,1
186,it pretends to investigate ,0
187,ignore the reputation     and ignore the film ,0
188,cherish would      ve worked a lot better had it been a short film     ,0
189,had more interesting            and     dare i say     thematically complex            bowel movements than this long     on     the     shelf     point     and     shoot exercise in gimmicky crime drama ,0
190,is a seriously intended movie that is not easily forgotten ,1
191,the boozy self     indulgence ,0
192,a spark of its own ,1
193,that did not figure out a coherent game ,0
194,the downward spiral comes to pass ,0
195,seem disappointing ,0
196,    it could be a lot better if it were     well     more adventurous     ,0
197,nearly every attempt at humor ,1
198,emphasizes the well     wrought story ,1
199,as an intellectual exercise            an unpleasant debate that      s been given the drive of a narrative and that      s been acted out            the believer is nothing less than a provocative piece of work ,1
200,soulful nuances ,1
201,short of a travesty of a transvestite comedy ,0
202,a genre that      s already a joke in the united states     ,0
203,underdone potato ,0
204,entertainment that parents love to have their kids ,1
205,gets vivid     convincing performances ,1
206,is all the more remarkable because it ,1
207,gooding is the energetic frontman     ,1
208,list ,0
209,fills me with revulsion ,0
210,     s sweet     ,1
211,the emperor      s club     ,1
212,loss and loneliness ,0
213,more if it had just gone that one step further ,0
214,confusion and ,0
215,    smartly played and smartly directed     ,1
216,a brilliant     absurd collection ,1
217,a burst of color     music     and dance that only the most practiced curmudgeon could fail to crack a smile at ,1
218,a story about intelligent high school students that deals with first love sweetly but also seriously     ,1
219,is a visual treat ,1
220,pointed     often tender     ,1
221,the slapstick is labored     and the bigger setpieces flat     ,0
222,nohe      s documentary about the event is sympathetic without being gullible ,1
223,asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up ,1
224,extremely funny     ultimately heartbreaking ,1
225,is a relationship that is worthy of our respect ,1
226,katz      s documentary does n     t have much panache     but with material this rich it does n     t need it     ,1
227,afford the     20 million ticket to ride a russian rocket ,1
228,unamusing ,0
229,     s already a joke in the united states ,0
230,the haphazardness of evil ,0
231,     ll cry for your money back     ,0
232,    you might be wishing for a watch that makes time go faster rather than the other way around     ,0
233,an entirely irony     free zone and bale reduced mainly to batting his sensitive eyelids ,0
234,it      s too much syrup and not enough fizz ,0
235,the young stars are too cute     the story and ensuing complications are too manipulative     the message is too blatant     the resolutions are too convenient     ,0
236,    washington      s     strong hand     keen eye     sweet spirit and good taste ,1
237,a searing     epic treatment of a nationwide blight that seems to be ,1
238,among the best films of the year     ,1
239,water torture ,0
240,astonishing ,1
241,genuinely moving and wisely unsentimental ,1
242,turd squashed ,0
243,its audience giddy with the delight of discovery ,1
244,with a sharp script and strong performances ,1
245,its generic villains lack any intrigue     other than their funny accents     ,0
246,misguided ,0
247,than this unexpectedly moving meditation on love     history     memory     resistance and artistic transcendence ,1
248,lumpen ,0
249,convinced ,1
250,racism ,0
