,comment_text,target
0,there are n     t too many films that can be as simultaneously funny     offbeat and heartwarming     without a thick shmear of the goo     at least         ,1
1,buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr    chips off the old block     ,0
2,the story of trouble every day           is so sketchy it amounts to little more than preliminary notes for a science     fiction horror film     ,0
3,does n     t add anything fresh to the myth ,0
4,it more than makes up for in drama     suspense     revenge     and romance     ,1
5,giddy and provocative sexual ,1
6,sucked     ,0
7,stunningly ,1
8,it      s like going to a house party and watching the host defend himself against a frothing ex     girlfriend     ,0
9,have lost the ability to think ,0
10,do all three quite well     making it one of the year      s most enjoyable releases ,1
11,crossing     over ,1
12,tragically ,0
13,has about 3     4th the fun of its spry 2001 predecessor            but it      s a rushed     slapdash     sequel     for     the     sake       of     a     sequel with less than half the plot and ingenuity ,0
14,engaging and exciting narrative ,1
15,quick     witted ,1
16,the problem is that the movie has no idea of it is serious or not     ,0
17,do n     t work in concert ,0
18,can drown out the tinny self     righteousness of his voice ,0
19,he refuses to evaluate his own work ,0
20,serves as auto     critique     and its clumsiness as its own most damning censure ,0
21,his beautiful     self     satisfied 22     year     old girlfriend and an equally beautiful     self     satisfied 18     year     old mistress ,1
22,literary purists may not be pleased     but as far as mainstream matinee     style entertainment goes     it does a bang     up job of pleasing the crowds     ,1
23,through torture ,0
24,a plethora of engaging diatribes ,1
25,praises ,1
26,and altogether creepy ,0
27,soap opera ,0
28,unusually dry     eyed     even analytical approach ,0
29,    this is the opposite of a truly magical movie     ,0
30,a worthwhile documentary     whether you      re into rap or not     even if it may still leave you wanting more answers as the credits roll     ,1
31,squanders the charms of stars hugh grant and sandra bullock     ,0
32,is lost     leaving the character of critical jim two     dimensional and pointless ,0
33,for a silly hack     and     slash flick ,0
34,limited but enthusiastic ,1
35,the holes in this film remain agape            holes punched through by an inconsistent     meandering     and sometimes dry plot ,0
36,provides an invaluable service ,0
37,robert harmon      s less     is     more approach delivers real bump     in       the     night chills ,1
38,that miss ,0
39,is a rancorous curiosity     a movie without an apparent audience     ,0
40,of the cleverest     most deceptively amusing comedies of the year ,1
41,it might be like trying to eat brussels sprouts     ,0
42,fincher takes no apparent joy in making movies     ,0
43,with phony humility barely camouflaging grotesque narcissism ,0
44,certainly wo n     t be remembered as one of     witherspoon      s     better films     ,0
