,comment_text,target
0,but here      s a movie about it anyway     ,0
1,give his audience a single character worth rooting for     or worth rooting against     for that matter     ,0
2,with passion and attitude ,1
3,new ,1
4,is a children      s film in the truest sense ,1
5,a lively and engaging examination of how similar obsessions can dominate a family ,1
6,cold     gray     antiseptic and ,0
7,pascale bailly      s rom     com provides amélie      s audrey tautou with another fabuleux destin            i   e        a banal spiritual quest     ,0
8,cox creates a fluid and mesmerizing sequence of images to match the words of nijinsky      s diaries     ,1
9,could have yielded such a flat     plodding picture ,0
10,undeniably gorgeous     terminally ,1
11,is all too predictable and far too cliched ,0
12,a sweet     tender sermon about a 12     year     old welsh boy more curious about god ,1
13,a lush     swooning melodrama in the intermezzo strain ,1
14,too damn weird ,0
15,that it      s offensive     but ,0
16,impish ,0
17,a delightful little film ,1
18,great american adventure ,1
19,more concerned with overall feelings     broader ideas     and open     ended questions than concrete story and definitive answers ,0
20,you emerge dazed     confused as to whether you      ve seen pornography or documentary     ,0
21,is such high     wattage brainpower coupled with pitch     perfect acting and an exquisite     unfakable sense of cinema ,1
22,sing beautifully and ,1
23,it also treats the subject with fondness and respect ,1
24,there      s undeniable enjoyment to be had from films crammed with movie references     ,1
25,so purely enjoyable that you might not even notice it      s a fairly straightforward remake of hollywood comedies such as father of the bride     ,1
26,a contemptible imitator starring a            snl            has     been acting like an 8     year     old channeling roberto benigni ,0
27,moment ,1
28,its shortness disappoints ,0
29,nicely ,1
30,is confusing on one level or another     making ararat far more demanding than it needs to be ,0
31,with an undeniable energy ,1
32,that transforms this story about love and culture into a cinematic poem ,1
33,that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland ,0
34,one of the most plain     unimaginative romantic comedies i      ve ever seen     ,0
35,in a dark pit having a nightmare about bad cinema ,0
36,as an entertainment destination for the general public     kung pow sets a new benchmark for lameness     ,0
37,there may have been a good film in            trouble every day                but ,0
38,terrific date movie ,1
39,like a non     stop cry for attention ,0
40,bones tickled ,1
41,has never made a more sheerly beautiful film than this unexpectedly moving meditation on love     history     memory     resistance and artistic transcendence     ,1
42,focus ,1
43,master class     ,1
44,to finally revel in its splendor ,1
45,     s still tainted by cliches     painful improbability and murky points ,0
46,menacing atmosphere ,0
47,daytime ,1
48,beautifully shot     but ,1
49,dong never pushes for insights beyond the superficial tensions of the dynamic he      s dissecting ,0
50,a matter of plumbing arrangements and mind games ,0
51,perfect teaming ,1
52,hardest ,1
53,you come from a family that eats     meddles     argues     laughs     kibbitzes and fights together ,0
54,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project     ,0
55,glosses over rafael      s evolution ,0
56,gross     out flicks     college flicks     or even flicks in general ,0
57,it counts heart as important as humor ,1
58,putrid it is not worth the price of the match that should be used to burn every print of the film     ,0
59,it      s too harsh to work as a piece of storytelling     but as an intellectual exercise            an unpleasant debate that      s been given the drive of a narrative and that      s been acted out            the believer is nothing less than a provocative piece of work     ,1
60,a moving story of determination and the human spirit     ,1
61,triple x marks the spot     ,1
62,first great film ,1
63,be me     fighting off the urge to doze ,0
64,a great movie it is not ,0
65,seagal ran out of movies years ago     and this is just the proof     ,0
66,it      s a loathsome movie ,0
67,a colorful     joyous celebration of life ,1
68,might go down as one of the all     time great apocalypse movies ,1
69,does this so well ,1
70,really tells the tale ,1
71,in exploring an attraction that crosses sexual identity ,1
72,tragedy     bravery     political intrigue     partisans and sabotage ,1
73,a philosophical void ,0
74,the intimate     unguarded moments of folks who live in unusual homes            which pop up in nearly every corner of the country ,1
75,seems embarrassed by his own invention ,0
76,movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics ,0
77,told what actually happened as if it were the third ending of clue ,0
78,is as bad at it is cruel ,0
79,as my friend david cross would call it           hungry     man portions of bad       ,0
80,humorous and ,1
81,impossible     irrevocable choices ,1
82,a sub     formulaic slap in the face ,0
83,resolutely unamusing     how thoroughly unrewarding all of this is ,0
84,     ll derive from this choppy and sloppy affair ,0
85,why bother with a contemptible imitator starring a            snl            has     been acting like an 8     year     old channeling roberto benigni     ,0
86,the performances are often engaging ,1
87,a clever thriller with enough unexpected twists to keep our interest ,1
88,the consequences of its own actions and revelations ,0
89,sorry use of aaliyah in her one ,0
90,with poetic force and buoyant feeling ,1
91,a sickening thud ,0
