,comment_text,target
0,characters who are sweet and believable     and are defeated by a screenplay that forces them into bizarre     implausible behavior ,0
1,even that      s too committed     ,0
2,nobody in the viewing audience cares ,0
3,energetic frontman ,1
4,the first half of gangster no    1 drips with style ,1
5,is hollow     self     indulgent     and       worst of all       boring     ,0
6,if you recognize zeus     the dog from snatch     it will make you wish you were at home watching that movie instead of in the theater watching this one     ,0
7,an intimate feeling     ,1
8,a beauty to behold ,1
9,spielberg      s picture is smarter and subtler than     total recall and blade runner         although its plot may prove too convoluted for fun     seeking summer audiences     ,1
10,           when are bears bears and when are they like humans     only hairier            would tax einstein      s brain     ,0
11,    herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion     ,0
12,shows why     after only three films     director     co     writer jacques audiard     though little known in this country     belongs in the very top rank of french filmmakers ,1
13,with the precision of the insurance actuary ,1
14,the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a            dungeons and dragons            fantasy with modern military weaponry           ,0
15,winds up feeling like a great missed opportunity ,0
16,an attempt to make the film relevant today     without fully understanding what it was that made the story relevant in the first place ,0
17,exhibits the shallow sensationalism characteristic of soap opera           ,0
18,with style ,1
19,wildly incompetent but brilliantly named half past dead            or for seagal pessimists     ,0
20,take a complete moron to foul up a screen adaptation of oscar wilde      s classic satire ,0
21,champion ,1
22,a sturdiness and solidity that we      ve long associated with washington ,1
23,     re struggling to create     ,0
24,susan sarandon     dustin hoffman and holly hunter     ,1
25,offers no new insight ,0
26,a magnificent landscape to create a feature film that is wickedly fun to watch ,1
27,suffers because of its many excesses ,0
28,     m afraid     ,0
29,good yarn     spinner ,1
30,a better vehicle ,1
31,is its make     believe promise of life that soars above the material realm ,1
32,know a star ,1
33,one of the most genuinely sweet films to come along in quite some time     ,1
34,the unexplainable pain ,0
35,bravura performance ,1
36,indie of the year     so far ,1
37,is never clear ,0
38,less an examination of neo     nazism than a probe into the nature of faith ,1
39,is this films reason for being     ,1
40,a minor film with major pleasures from portuguese master manoel de oliviera           ,1
41,refreshingly smart and newfangled ,1
42,a graceful     moving tribute to the courage of new york      s finest and a nicely understated expression of the grief shared by the nation at their sacrifice     ,1
43,typed       chris rock                 anthony hopkins       and       terrorists       into some univac     like script machine ,0
44,sit through crap like this ,0
45,fights ,0
46,sent back ,0
47,the first tunisian film i have ever seen     and it      s also probably the most good     hearted yet sensual entertainment i      m likely to see all year ,1
48,provides the kind of       laugh therapy       i need from movie comedies            ,1
49,a cohesive story ,1
50,something goes bump in the night and nobody cares ,0
51,it drags during its 112     minute length ,0
52,an engaging ,1
53,knows how a daily grind can kill love ,1
54,that should shame americans     regardless of whether or not ultimate blame ,0
55,it finds a nice rhythm     ,1
56,schaefer      s           determination to inject farcical raunch ,0
57,sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit     ,0
58,marveling at these guys       superhuman capacity ,1
59,the acting is amateurish     the cinematography is atrocious     the direction is clumsy ,0
60,cheapo ,0
61,could just rent those movies instead     let alone seek out a respectable new one ,0
62,an appalling       ace ventura       rip     off that somehow manages to bring together kevin pollak     former wrestler chyna and dolly parton ,0
63,crime ,0
64,i would recommend big bad love only to winger fans who have missed her since 1995      s forget paris     ,0
65,silly and ,0
66,hoffman      s powerful acting clinic ,1
67,twice removed ,1
68,creates something more beautiful than either of those films ,1
69,so devoid of pleasure or sensuality that it can not even be dubbed hedonistic     ,0
70,pooper     scoopers ,0
71,     s the funniest american comedy since graffiti bridge     ,1
72,a cold     hearted curmudgeon for not being able to enjoy a mindless action movie ,0
73,is interminable ,0
74,upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of     woo      s     best work ,0
75,those prone to indignation need not apply ,0
76,overexposed waste ,0
77,so crazy     ,1
78,     s not as single     minded as john carpenter      s original ,0
79,a faster paced family flick     ,1
80,with an original idea for a teen movie ,1
81,utter authority ,0
82,as fresh or enjoyable ,1
83,delivers the same old bad trip ,0
84,they spend years trying to comprehend it ,0
85,the one thing that holds interest in the midst of a mushy     existential exploration of why men leave their families ,0
86,drowning      s too good for this sucker     ,0
87,twenty years later     e   t    is still a cinematic touchstone     ,1
88,the solid filmmaking and ,1
89,marks a modest if encouraging return to form ,1
90,feels acting is the heart and soul of cinema ,1
91,pompous ,0
92,and adults will at least have a dream image of the west to savor whenever the film      s lamer instincts are in the saddle     ,0
93,on this screenplay ,1
94,also a            dare i say it twice            ,0
95,there      s a delightfully quirky movie to be made from curling ,1
96,was     by its moods     and by its subtly ,1
97,the fierce grandeur of its sweeping battle scenes ,1
98,perversity ,0
99,gaghan           has thrown every suspenseful cliché in the book at this nonsensical story     ,0
100,one teenager      s uncomfortable class resentment and ,0
101,very few laughs and even less surprises ,0
102,most savagely hilarious social critics ,1
103,disconcertingly ,0
104,remains vividly in memory ,1
105,being            in the mood            to view a movie as harrowing and ,0
106,that it      s tempting just to go with it for the ride ,1
107,made me want to pack raw dough in my ears     ,0
108,offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close     ,1
109,is far     flung     illogical     and plain stupid ,0
110,on badly     rendered cgi effects ,0
111,the really bad blair witch project ,0
112,lee seems just as expectant of an adoring     wide     smiling reception     ,1
113,of the world      s most fascinating stories ,1
114,like a hazy high that takes too long to shake ,0
115,     re gon na like this movie     ,1
116,that gives movies about ordinary folk a bad name ,0
117,some real vitality and even art ,1
118,an appealing blend ,1
119,uplifting     funny and wise     ,1
120,love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots ,0
121,for all its visual panache and compelling supporting characters     the heart of the film rests in the relationship between sullivan and his son     ,1
122,goldmember has none of the visual wit of the previous pictures     ,0
123,finds no way to entertain or inspire its viewers     ,0
124,from the dull ,0
125,is neither dramatic nor comic ,0
126,none of this sounds promising and ,0
127,dope ,1
128,it almost loses what made you love it ,0
129,juvenile camera movements ,0
130,that feels as though it      s trying to set the women      s liberation movement back 20 years ,0
131,oddly moving ,1
132,however     robert rodriguez adorns his family     film plot with an elegance and maturity that even most contemporary adult movies are lacking     ,1
133,in luminous interviews and amazingly evocative film from three decades ago ,1
134,stale     futile scenario ,0
135,liked ,1
136,mixed     up films ,0
137,the movie spends more time with schneider than with newcomer mcadams     even though her performance is more interesting     and funnier     than his     ,0
138,a nightmare ,0
139,     s just tediously bad ,0
140,sentimentality and annoying ,0
141,an awkwardly contrived exercise in magic realism ,0
142,an encyclopedia of cliches that shoplifts shamelessly from farewell     to     innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,0
143,one good one ,1
144,of impact and moments ,1
145,kathy baker      s creepy turn ,0
146,               laissez     passer                ,0
147,    a     soulless     stupid sequel           ,0
148,anything but frustrating     ,1
149,just unlikable     ,0
150,good     naturedly ,1
151,makes dover kosashvili      s outstanding feature debut so potent ,1
152,for self     deprecating comedy ,1
153,for a long time the film succeeds with its dark     delicate treatment of these characters and its unerring respect for them     ,1
154,recommend            never again ,1
155,with results that are sometimes bracing     sometimes baffling and quite often     and ,1
156,very compelling     sensitive     intelligent ,1
157,natural     seeming actors ,1
158,takes every potential laugh and ,1
159,by anything on display ,0
160,ice age wo n     t drop your jaw     but it will warm your heart     and i      m giving it a strong thumbs up     ,1
161,an oily arms dealer     squad car pile     ups and the requisite screaming captain ,0
162,emerges from the simple fact that the movie has virtually nothing to show ,0
163,wildly incompetent but brilliantly named half past dead            or for seagal pessimists     totally past his prime ,0
164,the diverse     marvelously twisted shapes history ,1
165,is definitely meaningless     vapid and devoid of substance ,0
166,hurry up and get to its subjects       deaths just so the documentary will be over ,0
167,the film is a hilarious adventure and i shamelessly enjoyed it     ,1
168,nor a cliché left unsaid ,0
169,given the fact that virtually no one is bound to show up at theaters for it ,0
170,fake ,0
171,a complete wash     no pun intended         ,0
172,a calm     self     assured portrait ,1
173,be a bit repetitive ,0
174,    intimate and intelligent ,1
175,such superficial treatment ,0
176,long gone bottom     of     the     bill fare ,0
177,with great sympathy and intelligence ,1
178,is hollow     self     indulgent     and       worst of all       boring ,0
179,felt performances across the board     ,1
180,of 2     day old coke ,0
181,in this remarkable and memorable film ,1
182,a pandora      s box of special effects that run the gamut from cheesy to cheesier to cheesiest ,0
183,do a load of good ,1
184,commands attention     ,1
185,felt trapped and with no obvious escape for the entire 100 minutes     ,0
186,fantasies ,1
187,was     uh     michael zaidan     was supposed to have like written the screenplay or something ,0
188,it      s clear that washington most certainly has a new career ahead of him ,1
189,irresponsible sandlerian ,0
190,shoot themselves in the feet with cop flick cliches like an oily arms dealer     squad car pile     ups and the requisite screaming captain ,0
191,the movie ends with outtakes in which most of the characters forget their lines and just utter       uhhh           which is better than most of the writing in the movie     ,0
192,a cruel but weirdly likable wasp matron ,1
193,who could too easily become comic relief in any other film ,1
194,both a successful adaptation and an enjoyable film in its own right ,1
195,smart     ,1
196,its mind ,1
197,this is an ungainly movie     ill     fitting     with its elbows sticking out where the knees should be     ,0
198,death ,0
199,bears a grievous but obscure complaint against fathers     ,0
200,is dreary and sluggish     ,0
201,is off his game ,0
202,having much that is fresh to say about growing up catholic or     really     anything ,1
203,           and it is n     t that funny     ,0
204,     s almost impossible not to be swept away by the sheer beauty of his images ,1
205,      west coast rap wars     this modern mob music drama never fails to fascinate     ,1
206,are simply dazzling     ,1
207,the problems and characters it reveals are universal and involving ,1
208,extravagantly redeems it ,1
209,best moments ,1
210,a majestic achievement     an epic of astonishing grandeur ,1
211,this flat run ,0
212,the poor quality ,0
213,the young actors     not very experienced ,0
214,but then again     i hate myself most mornings     ,0
215,marvelous series ,1
216,throwaway ,0
217,big     hearted ,1
218,affable if not timeless     like mike raises some worthwhile themes while delivering a wholesome fantasy for kids     ,1
219,inhabit that special annex of hell where adults behave like kids     ,0
220,be distinguished from a mediocre one ,1
221,too clumsy in key moments ,0
222,even more predictable     cliche     ridden ,0
223,catches dramatic fire ,1
224,damning and damned compelling ,1
225,makes up for in heart what it lacks in outright newness ,1
226,just does n     t have anything really interesting to say     ,0
227,less a movie than ,0
228,have a résumé loaded with credits like            girl in bar     3 ,0
229,the direction has a fluid     no     nonsense authority     and ,1
230,is a refreshingly forthright one ,1
231,jostling against farce     thoughtful dialogue elbowed aside by one     liners     and a visual style that incorporates rotoscope animation for no apparent reason except     maybe ,0
232,it just zings along with vibrance and warmth     ,1
233,    it just sits there like a side dish no one ordered     ,0
234,the predictable parent vs    child coming     of     age theme ,0
235,a delicious crime drama on par ,1
236,iconic hero ,1
237,did i miss something                ,0
238,is neither amusing nor dramatic enough to sustain interest ,0
239,    the film unfolds with all the mounting tension of an expert thriller     until the tragedy beneath it all gradually reveals itself     ,1
240,yank ,1
241,her defiance ,1
242,brutally dry ,0
243,is an inexpressible and drab wannabe looking for that exact niche     ,0
244,captures the debilitating grief ,1
245,big     fisted ,1
246,anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold ,1
247,been written so well     that even a simple            goddammit ,1
248,feel cheated by the high infidelity of unfaithful ,0
249,in which the rest of the cast was outshined by ll cool j    ,0
250,with enough sardonic wit ,1
251,an indisputably spooky film ,1
252,hollywood excess ,0
253,growing strange hairs     getting a more mature body ,1
254,     s surprisingly decent     particularly for a tenth installment in a series     ,1
255,canny     meditative ,1
256,goes straight to video            with a lousy script     inept direction     pathetic acting     poorly dubbed dialogue and murky cinematography ,0
257,trite and overused ,0
258,should never     ever     ,0
259,another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise ,0
260,bratty ,0
261,alfred hitchcock      s imaginative flight ,1
262,the slack complacency ,0
263,much of the digitally altered footage appears jagged     as if filmed directly from a television monitor     while the extensive use of stock footage quickly becomes a tiresome cliché     ,0
264,     s still terrible     ,0
265,cliches     painful improbability and murky ,0
266,to surprise us with plot twists ,1
267,than its exploitive array of obligatory cheap ,0
268,intensely romantic     thought     provoking and even an engaging mystery     ,1
269,draggy ,0
270,memory     resistance and artistic transcendence ,1
271,be cutting     edge indie filmmaking ,1
272,poo     ,0
273,failed jokes     ,0
274,passes for sex in the movies look like cheap hysterics ,0
275,makes it seem ,1
276,steals ,0
277,hollywood comedies such as father of the bride ,1
278,muddled and ,0
279,powerhouse ,1
280,the simpering soundtrack and editing ,0
281,tensions ,0
282,scherfig     the writer     director     has made a film so unabashedly hopeful that it actually makes the heart soar     ,1
283,charming the masses with star power     a pop     induced score and sentimental moments ,1
284,esoteric ,1
285,devotees ,1
286,the cartoonish clichés and sneering humor ,0
287,     s harder still to believe that anyone in his right mind would want to see the it     ,0
288,mr    wollter and ms    seldhal give strong and convincing performances     but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion     grief and fear ,1
289,at a grade     school audience ,0
290,some deft ally mcbeal     style fantasy sequences ,1
291,fiercely intelligent ,1
292,food     spittingly ,1
293,value and respect ,1
294,amid the new populist comedies that underscore the importance of family tradition and familial community     one would be hard     pressed to find a movie with a bigger     fatter heart than barbershop     ,1
295,some of the biggest names in japanese anime     with impressive results ,1
296,the comic opportunities richly rewarded ,1
297,it becomes long and tedious like a classroom play in a college history course     ,0
298,goes down easy ,0
299,i loved this film     ,1
300,put away the guitar     sell the amp     ,0
301,make a person who has lived her life half     asleep suddenly wake up ,1
302,tsai has a well     deserved reputation as one of the cinema world      s great visual stylists     and in this film     every shot enhances the excellent performances ,1
303,whimsical humor ,1
304,bubba ho     tep      s clearly evident quality ,1
305,big mistake     ,0
306,an inelegant combination ,0
307,viewing in university computer science departments for years to come ,1
308,a brainless flibbertigibbet ,0
309,be going through the motions     beginning with the pale script ,0
310,for proof of that on the cinematic front     look no further than this 20th anniversary edition of the film that spielberg calls     retrospectively     his most personal work yet     ,1
311,the most moronic screenplays of the year     ,0
312,trouble every day is a success in some sense     ,1
313,genuinely moving and ,1
314,with the best of herzog      s works ,1
315,had a bad run in the market or a costly divorce     because there is no earthly reason other than money why this distinguished actor would stoop so low ,0
316,tipped this film into the            a            range     as is ,1
317,best man            ,1
318,admire the film      s stately nature and ,1
319,fly at such a furiously funny pace ,1
320,so much to look ,1
321,a little melodramatic     but with enough ,0
322,clotted with heavy     handed symbolism     dime     store psychology and endless scenic shots that make 105 minutes seem twice as long ,0
323,has skin looked as beautiful     desirable     even delectable     as it does in trouble every day ,1
324,plotting and mindless action ,0
325,are poorly delivered ,0
326,colorful     dramatized pbs program ,1
327,unnamed     easily substitutable ,0
328,re     creation ,0
329,nearly breaks its little neck trying to perform entertaining tricks ,0
330,a gorgeously strange movie     ,1
331,wilde      s droll whimsy ,1
332,ten ,1
333,never does            lilo     stitch            reach the emotion or timelessness of disney      s great past     or even that of more recent successes such as            mulan            or            tarzan                ,0
334,a hallmark film in an increasingly important film industry and worth the look     ,1
335,an entertaining movie ,1
336,broke out into elaborate choreography ,1
337,vaguely interesting ,1
338,a gracious     eloquent film ,1
339,a superior horror flick ,1
340,less capable ,0
341,without bludgeoning the audience over the head ,1
342,boorish ,0
343,silliness and ,1
344,stands out ,1
345,vastly improved ,1
346,stylistic ,1
347,     s hard to resist his pleas to spare wildlife and respect their environs ,1
348,    diesel is that rare creature            an action hero with table manners     and one who proves that elegance is more than tattoo deep     ,1
349,personally     i      d rather watch them on the animal planet     ,0
350,playing a role of almost bergmanesque intensity ,1
351,has a cinematic fluidity and sense of intelligence that makes it work more than it probably should     ,1
352,a poignant comedy that offers food for ,1
353,of the most plain     unimaginative romantic comedies i ,0
354,before it collapses into exactly the kind of buddy cop comedy ,0
355,transforms that reality into a lyrical and celebratory vision ,1
356,episode ii            attack of the clones is a technological exercise that lacks juice and delight ,0
357,it never comes close to being either funny or scary ,0
358,no doubt the star and everyone else involved had their hearts in the right place     ,1
359,ode to tackling life      s wonderment ,1
360,made the first film so special ,1
361,does n     t ,0
362,any attempts at nuance given by the capable cast is drowned out by director jon purdy      s sledgehammer sap     ,0
363,for both the scenic splendor of the mountains and for legendary actor michel serrault     the film ,1
364,the call of the wild ,1
365,a setup so easy it borders on facile ,0
366,it      s a bad sign when you      re rooting for the film to hurry up and get to its subjects       deaths just so the documentary will be over ,0
367,demands and receives excellent performances ,1
368,makes eight legged freaks a perfectly entertaining summer diversion ,1
369,that even most contemporary adult movies are lacking ,1
370,it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly     yet ,0
371,seems to have dumped a whole lot of plot in favor of           outrageous gags ,0
372,finds amusing juxtapositions that justify his exercise ,1
373,interesting cinematic devices     cool visual backmasking         a solid cast     ,1
374,touching as the son      s room ,1
375,from a severe case of hollywood     itis ,0
376,involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film ,0
377,should never have been brought out of hibernation ,0
378,appreciates the art and ,1
379,by turns fanciful     grisly and engagingly quixotic     ,1
380,did no one on the set have a sense of humor     ,0
381,made to look bad ,0
382,subtle direction ,0
383,independent     community ,1
384,sorrow ,0
385,is           scooby       do n     t ,0
386,     s like a drive     by ,0
387,presented with universal appeal ,1
388,a movie that both thrills the eye and     in its over     the     top way     touches the heart     ,1
389,good     time shenanigans ,1
390,is a movie that will stimulate hours of post viewing discussion     if only to be reminded of who did what to whom and why     ,1
391,a rollicking adventure ,1
392,    sex with strangers is a success     ,1
393,is n     t very funny     ,0
394,a serious movie with serious ideas     ,1
395,michele is a such a brainless flibbertigibbet that it      s hard to take her spiritual quest at all seriously     ,0
396,masochistic moviegoers ,0
397,being able to creep the living hell out of you ,1
