,comment_text,target
0,it does n     t make for great cinema ,0
1,has a wooden delivery and ,0
2,a bad movie     ,0
3,the movie is a desperate miscalculation     ,0
4,excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol      s most intense psychological mysteries     ,1
5,it      s informative and breathtakingly spectacular ,1
6,unusually crafty and intelligent for hollywood horror ,1
7,hated myself in the morning     ,0
8,sassy interpretation of the oscar wilde play ,1
9,a warmth ,1
10,existential drama without any of the pretension associated with the term ,1
11,    and literally     tosses around sex toys and offers half     hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes     most at women      s expense     ,0
12,overly original ,1
13,as tricky and satisfying as any of david ,1
14,uneasily ,0
15,its and pieces of the hot chick are so hilarious     and schneider      s performance is so fine ,1
16,serious urge to grab the old lady at the end of my aisle      s walker and toss it at the screen in frustration ,0
17,a welcome step ,1
18,as for children     they wo n     t enjoy the movie at all     ,0
19,shallow rumination ,0
20,deadpan cool     wry humor ,1
21,makes it attractive throughout ,1
22,me a lot of memento ,1
23,even shallow ,0
24,flamboyant in some movies and artfully restrained in others     65     year     old jack nicholson ,1
25,affable if not timeless ,1
26,fatal script error ,0
27,an artist who is simply tired            ,0
28,    it will probably be a talky bore     ,0
29,does n     t understand that the idea of exploiting molestation for laughs is funny     not actually exploiting it yourself     ,0
30,a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare      s plays     ,1
31,eventually arrives at its heart     as simple self     reflection meditation     ,1
32,a powerful performance ,1
33,manage to be spectacularly outrageous     ,1
34,i have n     t seen such self     amused trash since freddy got fingered     ,0
35,a sexy     peculiar and always entertaining costume drama set in renaissance spain     and the fact that it      s based on true events ,1
36,achingly unfunny phonce ,0
37,    his directorial touch is neither light nor magical enough to bring off this kind of whimsy     ,0
38,that it is n     t very good ,0
39,has some problems ,0
40,that the only rip off that we were aware of ,0
41,equally spoofs and celebrates the more outre aspects of       black culture       and the dorkier aspects of       white culture           even as it points out how inseparable the two are     ,1
42,a superlative b movie            funny     sexy     and rousing     ,1
43,the action is dazzling ,1
44,    it      s a work of enthralling drama ,1
45,many tense scenes in trapped ,1
46,hot topics ,1
47,a good human ,1
48,grotesque and ,0
49,skullduggery and ,0
50,by the artsy and often pointless visuals ,0
51,murphy      s expert comic timing ,1
52,to better understand why this did n     t connect with me would require another viewing     and i wo n     t be sitting through this one again           that in itself is commentary enough     ,0
53,abuse ,0
54,nails all of orlean      s themes ,1
55,of cliches that shoplifts shamelessly from farewell     to     innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,0
56,technically proficient and ,1
57,who ca n     t quite live up to it ,0
58,his flick     knife diction in the role of roger swanson ,1
59,its script     which nurses plot holes gaping enough to pilot an entire olympic swim team through ,0
60,best ,1
61,sit through about 90 minutes of a so     called       comedy       and not laugh ,0
62,that should n     t stop die     hard french film connoisseurs from going out and enjoying the big     screen experience ,1
63,symbiotic ,1
64,light the candles     bring out the cake and do n     t fret about the calories because there      s precious little substance in birthday girl            ,0
65,the modern rut ,0
66,most original american productions ,1
67,even better ,1
68,was being attempted here that stubbornly refused to gel ,0
69,demonstrates just how far his storytelling skills have eroded ,0
70,a soulless jumble of ineptly ,0
71,the kind of effectively creepy     scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n     t take it any more ,1
72,e   t    works because its flabbergasting principals     14     year     old robert macnaughton     6     year     old drew barrymore and 10     year     old henry thomas     convince us of the existence of the wise     wizened visitor from a faraway planet     ,1
73,    this cinderella story does n     t have a single surprise up its sleeve     ,0
74,a lump of play     doh ,1
75,at least it      s better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered ,1
76,the precious trappings ,1
77,of critiquing itself at every faltering half     step of its development that criticizing feels more like commiserating ,0
