,comment_text,target
0,     s unlikely to become a household name on the basis of his first starring vehicle ,0
1,the movie is rather choppy     ,0
2,last walked out on a movie ,0
3,arrives from the margin that gives viewers a chance to learn     to grow     to travel     ,1
4,lawrence sounds whiny and defensive     as if his life     altering experiences made him bitter and less mature     ,0
5,the ingenious construction     adapted by david hare from michael cunningham      s novel     ,1
6,director nancy savoca      s no     frills record of a show forged in still     raw emotions ,1
7,rolling over ,0
8,endless rain is offset by the sheer ugliness of everything else ,0
9,staged violence overshadows everything     including most of the actors     ,0
10,suspect that there are more interesting ways of dealing with the subject ,0
11,infamy ,0
12,most entertaining moments ,1
13,tawdry b     movie scum ,0
14,is worth the price of admission ,1
15,its worst harangues ,0
16,a sea of constant smiles and frequent laughter ,1
17,are the greatest musicians of all time ,1
18,really has no place to go since simone is not real ,0
19,a knowing ,1
20,artful     watery tones of blue     green and brown ,1
21,appreciation of the daily grind that only the most hardhearted scrooge could fail to respond ,1
22,celebrity cameos do not automatically equal laughs     ,0
23,          keep the movie slaloming through its hackneyed elements with enjoyable ease     ,1
24,into brutally labored and unfunny hokum ,0
25,the world      s political situation seems little different     and     director phillip     noyce brings out the allegory with remarkable skill ,1
26,growing strange hairs     getting a more mature body     and ,1
27,everything is delivered with such conviction that it      s hard not to be carried away ,1
28,mayhem and stupidity ,0
29,the worst kind of mythologizing ,0
30,the proud warrior that still lingers in the souls of these characters ,1
31,     ve reeked of a been     there     done     that sameness ,0
32,it      s a tribute to the actress     and to her inventive director     that the journey is such a mesmerizing one ,1
33,kind     unapologetic     sweetheart ,1
34,is a gentle film with dramatic punch     a haunting ode to humanity     ,1
35,are stanzas of breathtaking     awe     inspiring visual poetry ,1
36,you believe that the shocking conclusion is too much of a plunge ,0
37,without ever succumbing to sentimentality ,1
38,a beautiful film to watch ,1
39,this predictable romantic comedy should get a pink slip ,0
40,polanski      s best film ,1
41,a four star performance from kevin kline who unfortunately works with a two star script ,1
42,love and compassion ,1
43,when the now computerized yoda finally reveals his martial artistry     the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside     ,1
44,seem like something to endure instead of enjoy ,0
45,will ever be anything more than losers ,0
46,claude chabrol      s camera has a way of gently swaying back and forth as it cradles its characters     veiling tension beneath otherwise tender movements     ,1
47,believe that people have lost the ability to think and ,0
48,none of the happily     ever ,0
49,deft and subtle poetry ,1
50,mr    spielberg and his company just want you to enjoy yourselves without feeling conned     ,1
51,japan      s wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman           ,0
52,all     over     the     map movie would be a lot better if it pared down its plots and characters to a few rather than dozens           or if it were subtler           or if it had a sense of humor     ,0
53,suited for the history or biography channel ,1
54,unimpressively ,0
55,gentle     lapping ,1
56,the script      s refusal of a happy ending ,0
57,flat     misguided comedy ,0
58,its best     ,1
59,rent            shakes the clown                a much funnier film with a similar theme and an equally great robin williams performance ,0
60,rambling incoherence ,0
61,never takes hold     ,0
62,seem so real in small doses ,1
63,way to entertain or inspire its viewers ,1
64,an ordeal than an amusement ,0
65,achieves its emotional power and moments of revelation ,1
66,a star     nor why he keeps being cast in action films when none of them are ever any good ,0
67,when you could just rent those movies instead     let alone seek out a respectable new one ,0
68,are so unmemorable ,0
69,drag it down to mediocrity            director clare peploe      s misunderstanding of marivaux      s rhythms     and mira sorvino      s limitations as a classical actress ,0
70,is more interesting than the screenplay     which lags badly in the middle and lurches between not     very     funny comedy     unconvincing dramatics and some last     minute action strongly reminiscent of run lola run     ,0
71,eileen walsh     an engaging     wide     eyed actress whose teeth are a little too big for her mouth     infuses the movie with much of its slender     glinting charm     ,1
72,this charmer ,1
73,     ll be white     knuckled and unable to look away     ,1
74,will take you places you have n     t been     and also places you have     ,1
75,interesting storytelling devices ,1
76,really quite funny     ,1
77,dynamic ,1
78,does n     t have the necessary self     control to guide a loose     poorly structured film through the pitfalls of incoherence and redundancy     ,0
79,    pointless meditation on losers in a gone     to     seed hotel     ,0
80,distinguished film legacy ,1
81,downright creepy ,0
82,lot to recommend read my lips ,1
83,victim           and an ebullient affection for industrial     model meat freezers ,0
84,tortured and ,0
85,looking at his 12th oscar nomination ,1
86,on an irresistible     languid romanticism ,1
87,laugh ,1
88,a moratorium     effective immediately     ,0
89,has a good line in charm ,1
