,comment_text,target
0,friends will be friends through thick and thin ,1
1,the summer      s most pleasurable movies ,1
2,a bit of a downer and a little over     dramatic at times     but ,0
3,    vulgar is     truly and thankfully     a one     of     a     kind work     ,0
4,    it      s kind of insulting     both to men and women     ,0
5,the acting is just fine     but there      s not enough substance here to sustain interest for the full 90 minutes     especially with the weak payoff     ,0
6,the plot       surprises ,1
7,the way to striking a blow for artistic integrity ,1
8,tired     talky ,0
9,expected from a college comedy that      s target audience has n     t graduated from junior high school ,0
10,an example of the kind of lush     all     enveloping movie experience it rhapsodizes ,1
11,slick and manufactured to claim street credibility     ,1
12,darker ,0
13,zips along with b     movie verve while adding the rich details and go     for     broke acting that heralds something special     ,1
14,bad name ,0
15,extraordinary debut ,1
16,almost mystical work ,1
17,it is most of the things costner movies are known for     it      s sanctimonious     self     righteous and so eager to earn our love that you want to slap it     ,0
18,all comedy is subversive     ,1
19,moore provides an invaluable service by sparking debate and encouraging thought     ,1
20,          has thrown every suspenseful cliché in the book at this nonsensical story     ,0
21,a tribute to the actress     and to her inventive director ,1
22,it simply lulls you into a gentle waking coma     ,0
23,of race and culture forcefully told     with superb performances throughout ,1
24,created a provocative     ,1
25,once the true impact of the day unfolds     the power of this movie is undeniable     ,1
26,is cruel     misanthropic stuff with only weak claims to surrealism and black comedy     ,0
27,a little more special ,1
28,so pat it makes your teeth hurt ,0
29,ringu is a disaster of a story     full of holes and completely lacking in chills     ,0
30,emerge dazed     confused as to whether you      ve seen pornography or documentary ,0
31,too busy ,0
32,is ironically just the sort of disposable     kitchen     sink homage that illustrates why the whole is so often less than the sum of its parts in today      s hollywood ,0
33,ethan hawke      s strained chelsea walls ,0
34,its total promise ,1
35,live happily ,1
36,grotesque ,0
37,gets way too mushy            and in a relatively short amount of time     ,0
38,brash     intelligent ,1
39,use a few good laughs ,1
40,seems to want to be a character study     but apparently ca n     t quite decide which character     ,0
41,with really poor comedic writing ,0
42,of invention ,1
43,need to be invented to describe exactly how bad it is ,0
44,distressingly ,0
45,to whet one      s appetite for the bollywood films ,1
46,a touch too arthouse 101 in its poetic symbolism ,0
47,sadly are at hostile odds with one another through recklessness and retaliation ,0
48,would require many sessions on the couch of dr    freud ,0
49,proves once again that a man in drag is not in and of himself funny ,0
50,told     with superb performances throughout ,1
51,as many good ideas as bad is the cold comfort that chin      s film serves up with style and empathy ,1
52,a wildly inventive mixture ,1
53,stereotypical caretakers ,0
54,the plot holes ,0
55,sophomore slump ,0
56,awe and affection            ,1
57,is a little scattered            ditsy     ,0
58,it looks like an action movie     but ,0
59,an engrossing and grim portrait of hookers ,1
60,what makes the movie fresh ,1
61,a very complex situation ,1
62,     s neither too erotic nor very thrilling     ,0
63,the movie      s blatant derivativeness is one reason it      s so lackluster     ,0
64,the biggest disappointments of the year ,0
65,the film has     its     moments     but ,1
66,a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart ,1
67,a fun family movie ,1
68,the humor and humanity of monsoon wedding ,1
69,because the genre is well established     what makes the movie fresh is smart writing     skewed characters     and the title performance by kieran culkin     ,1
70,her presence succeeds in making us believe ,1
71,conceal that there      s nothing resembling a spine here ,0
72,does n     t even have potential as a cult film     as it      s too loud to shout insults at the screen ,0
73,too weak a recipe ,0
74,may rate as the most magical and most fun family fare of this or any recent holiday season ,1
75,costner      s warm     milk persona is just as ill     fitting as shadyac      s perfunctory directing chops     and ,0
76,      it      s painful to watch witherspoon      s talents wasting away inside unnecessary films like legally blonde and sweet home abomination     i mean     alabama           ,0
77,    never again is a welcome and heartwarming addition to the romantic comedy genre     ,1
78,can get past the taboo subject matter ,1
