,comment_text,target
0,    harvard man is something rare and riveting     a wild ride that relies on more than special effects     ,1
1,his story so compellingly with us is a minor miracle ,1
2,is drowned out by director jon purdy      s sledgehammer sap     ,0
3,the most beautiful     evocative works ,1
4,then again     subtlety has never been his trademark ,0
5,lynne ramsay as an important     original talent in international cinema ,1
6,silly stuff     all mixed up together like a term paper from a kid who ca n     t quite distinguish one sci     fi work from another     ,0
7,it is supremely unfunny and unentertaining to watch middle     age ,0
8,a thriller with an edge ,1
9,dark     gritty     sometimes funny little gem ,1
10,a fascinating glimpse of urban life and the class warfare that embroils two young men ,1
11,a smart comedy ,1
12,is the kind of quirkily appealing minor movie she might not make for a while ,1
13,it      s definitely not made for kids or their parents     for that matter     and ,0
14,an absurdly simplistic picture ,0
15,lacks the compassion     good     natured humor and the level of insight that made     eyre      s     first film something of a sleeper success ,0
16,a thoughtful what     if for the heart as well as the mind     ,1
17,berling and béart           continue to impress     and ,1
18,technically and artistically inept ,0
19,several attempts at lengthy dialogue scenes ,0
20,enthusiastically ,1
21,side snap kicks that it ends up being surprisingly dull ,0
22,to congratulate himself for having the guts to confront it ,1
23,this is the kind of movie that deserves a chance to shine     ,1
24,comprehend the chasm of knowledge that      s opened between them ,1
25,an astonishing voice cast ,1
26,loses ,0
27,it does n     t give a damn ,0
28,has a spirit that can not be denied ,1
29,has arrived for an incongruous summer playoff     demonstrating yet again that the era of the intelligent     well     made b movie is long gone     ,0
30,you value your time and money ,1
31,a rollicking ride     with jaw     dropping action sequences     striking villains     a gorgeous color palette     astounding technology     stirring music and a boffo last hour that leads up to a strangely sinister happy ending     ,1
32,particularly innovative ,1
33,join the pantheon of great monster     science fiction flicks that we have come to love ,1
34,self     consciously flashy camera effects     droning house music and flat     flat dialogue ,0
35,very bad scouse accents ,0
36,the best     most ,1
37,will dip into your wallet     swipe 90 minutes of your time     and offer you precisely this in recompense     a few early laughs scattered around a plot as thin as it is repetitious ,0
38,incoherent     instantly disposable ,0
39,more confused     less interesting and more sloppily ,0
40,expressing the way many of us live            someplace between consuming self     absorption and insistently demanding otherness ,0
41,screams at the top of their lungs no matter what the situation     ,0
42,by the brutality of the jokes     most at women      s expense ,0
43,most likeable ,1
44,unlike most animaton from japan     the characters move with grace and panache ,1
45,a devastating comic impersonation ,0
46,thanks to remarkable performances ,1
47,pow ,1
48,worthy substitute ,1
49,delineate the cost of the inevitable conflicts between human urges and an institution concerned with self     preservation ,0
50,in the end there is one word that best describes this film     honest     ,1
51,is left with a sour taste in one      s mouth     and little else ,0
52,still manages to string together enough charming moments to work     ,1
53,was n     t all that great to begin with ,0
54,nightmare ,0
55,so it      s not a brilliant piece of filmmaking     but it is a funny     sometimes hilarious     comedy with a deft sense of humor about itself     a playful spirit and a game cast     ,1
56,as well as rank frustration from those in the know about rubbo      s dumbed     down tactics ,0
57,a sweet treasure and something well worth ,1
58,delight ,1
59,is instructive ,1
60,a satisfying destination ,1
61,was a freshman fluke ,0
62,the pleasures of a well     made pizza ,1
63,trivializing it ,0
64,swedish ,1
65,     ll find in this dreary mess     ,0
66,think of this dog of a movie as the cinematic equivalent of high humidity ,0
67,for philosophers     not filmmakers ,0
68,one not     so     small problem ,0
69,to the soggy performances ,0
70,who has n     t lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ,1
71,far     flung     illogical     ,0
72,rendered tedious ,0
73,nervous ,0
74,discover that the answer is as conventional as can be ,0
75,is also as unoriginal as they come     already having been recycled more times than i      d care to count ,0
76,spontaneity in its execution and ,1
77,make one spectacularly ugly     looking broad ,0
78,odd     poetic road movie ,1
79,go     for     broke acting that heralds something special ,1
80,has a dashing and resourceful hero     a lisping     reptilian villain     big fights     big hair     lavish period scenery     and a story just complicated enough to let you bask in your own cleverness as you figure it out ,1
81,thirteen conversations about one thing     for all its generosity and optimism     never resorts to easy feel     good sentiments ,1
82,could have used my two hours better watching being john malkovich again     ,0
83,     s truly awful and heartbreaking subject matter     but one whose lessons are well worth revisiting as many times as possible     ,1
84,show a remarkable ability to document both sides of this emotional car     wreck     ,1
85,remarkably cohesive ,1
86,it      s undone by a sloppy script ,0
87,this painfully unfunny farce ,0
88,is well done ,1
89,spits out denzel washington      s fine performance in the title role ,1
90,rollicking dark humor ,1
91,though its rather routine script is loaded with familiar situations ,0
92,there      s a plethora of characters in this picture     and not one of them is flat ,1
93,amuse or entertain them ,1
94,with terrific computer graphics     inventive action sequences and a droll sense of humor ,1
95,sordid universe ,0
96,captures the unsettled tenor of that post 9     11 period far better ,1
97,predictably conventional ,0
98,a nicely understated expression ,1
99,as it is flawed ,0
100,insane comic undertaking ,1
101,achieving some honest insight into relationships that most high     concept films candy     coat with pat storylines     precious circumstances and beautiful stars ,1
102,when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year     you      d have a hard time believing it was just coincidence     ,0
103,the enticing prospect of a lot of nubile young actors in a film about campus depravity ,1
104,it      s an odd show     pregnant with moods     stillborn except as a harsh conceptual exercise     ,0
105,goodness for this signpost ,1
106,an incoherent jumble of a film that      s rarely as entertaining as it could have been ,0
107,consummate actor barry has done excellent work here     ,1
108,goes to absurd lengths to duck the very issues it raises     ,0
109,done     so primitive in technique ,0
110,a glorified episode of            7th heaven ,0
111,limited and so embellished by editing that there      s really not much of a sense of action or even action     comedy ,0
112,is a horrible movie ,0
113,have made a remarkable film that explores the monster      s psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted ,1
114,is a welcome lack of pretension about the film     which very simply sets out to entertain and ends up delivering in good measure     ,1
115,succumbing to sentimentality ,0
116,in the right place ,1
117,strung     together moments ,0
118,a first     class     thoroughly involving b movie ,1
119,a relaxed firth displays impeccable comic skill ,1
120,tremendous promise ,1
121,a live     action cartoon     a fast     moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind     ,1
122,creates a portrait of two strong men in conflict     inextricably entwined through family history     ,1
123,witherspoon      s talents ,1
124,than anything that      s been done before ,1
125,for bug     eyed mugging and gay     niche condescension ,0
126,based filmmakers anne de marcken and marilyn freeman did just that and it      s what makes their project so interesting ,1
127,already     shallow ,0
128,an extended     open     ended poem than a traditionally structured story ,1
129,it      s the type of film about growing up that we do n     t see often enough these days     realistic     urgent     and not sugarcoated in the least ,1
130,convenient ,1
131,family ,1
132,who needs mind     bending drugs when they can see this     the final part of the       qatsi       trilogy     directed by godfrey reggio     with music by philip glass     ,1
133,    washington has a sure hand     ,1
134,a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children      s television     ,0
135,a crucial third act miscalculation ,0
136,is a satisfying well     made romantic comedy that      s both charming and well acted ,1
137,left me ,0
138,slimed ,0
139,that      s best served cold ,1
140,pretty valuable ,1
141,star bruce willis ,1
142,few nice twists ,1
143,an eye     boggling blend of psychedelic devices     special effects and backgrounds           spy kids 2       is a visual treat for all audiences     ,1
144,dumped a whole lot of plot in favor of           outrageous gags ,0
145,a true delight     ,1
146,like silence     it      s a movie that gets under your skin     ,1
147,his supple understanding of the role ,1
148,speak fluent flatula           advises denlopp after a rather     er     bubbly exchange with an alien deckhand ,1
149,home ,1
150,makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small     budget film     ,1
151,good performances and a realistic     non     exploitive approach make paid in full worth seeing     ,1
152,flaws igby ,0
153,hoffman      s quirks and mannerisms     particularly his penchant for tearing up on cue            things that seem so real in small doses            become annoying and artificial     ,0
154,the movie dawdle ,0
155,i liked it just enough     ,1
156,incredible imax sound system ,1
157,impressive and yet lacking about everything ,0
158,to wander into the dark areas of parent     child relationships without flinching ,1
159,it      s stylishly directed with verve           ,1
160,all the movie      s narrative gymnastics ca n     t disguise the fact that it      s inauthentic at its core and that its story just is n     t worth telling     ,0
161,of this slick and sprightly cgi feature ,1
162,a heavy     handed indictment ,0
163,    the movie completely transfixes the audience     ,1
164,this sade is hardly a perverse     dangerous libertine and agitator            which would have made for better drama     ,0
165,is a fine     understated piece of filmmaking     ,1
166,thornier ,0
167,is the needlessly poor quality of its archival prints and film footage     ,0
168,if frailty will turn bill paxton into an a     list director ,1
169,director to watch ,1
170,does a film so graceless and devoid of merit as this one come along ,0
171,form an acting bond that makes the banger sisters a fascinating character study with laughs to spare     ,1
172,made literature literal without killing its soul ,1
173,tosses around sex toys and offers half     hearted paeans to empowerment ,0
174,better films ,0
175,     s so fascinating you wo n     t be able to look away for a second ,1
176,kinnear           gives his best screen performance with an oddly winning portrayal of one of life      s ultimate losers     ,1
177,also is difficult to fathom     ,0
178,movie special ,1
179,to the edge of their seats ,1
180,     s more of the       laughing at       variety than the       laughing with ,0
181,a snail      s pace ,0
182,    is still good fun     ,1
183,    personal film ,1
184,barely shocking     barely interesting and most of all     barely ,0
185,are too immature and unappealing to care about ,0
186,far too tragic ,0
187,intelligent subtlety ,1
188,from the flawed support structure holding equilibrium up ,0
189,never lets you off the hook     ,1
190,current americanized adaptation ,1
191,real narrative logic ,1
192,be utterly entranced by its subject and still show virtually no understanding of it ,0
193,negativity ,0
194,that it      ll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture ,1
195,rolling over in their graves ,0
196,even though the film does n     t manage to hit all of its marks     it      s still entertaining to watch the target practice     ,1
197,the film does n     t ignore the more problematic aspects of brown      s life     ,1
198,wildly popular ,1
199,effort to understand everyone      s point of view ,1
200,one of the most curiously depressing ,0
201,a haunting tale of murder and mayhem     ,1
202,strikes a very resonant chord ,1
203,is undeniably subversive and involving in its bold presentation     ,1
204,this unexpectedly moving meditation ,1
205,such unrelenting dickensian decency that it turned me ,1
206,moving and not infrequently breathtaking ,1
207,a fairly slow paced ,0
208,this sad     occasionally horrifying but often inspiring film ,1
209,an amusing and unexpectedly insightful examination of sexual jealousy     resentment and the fine line between passion and pretence     ,1
210,is powerful and revelatory ,1
211,a terrific role for someone like judd     who really ought to be playing villains ,1
212,makes minority report necessary viewing for sci     fi fans     ,1
213,     d be lying if i said my ribcage did n     t ache by the end of kung pow     ,1
214,the dramatic scenes are frequently unintentionally funny     and the action sequences            clearly the main event            are surprisingly uninvolving     ,0
215,high     wattage ,1
216,overrides ,0
217,midway point ,1
218,embarrassment     ,0
219,zero thrills     too many flashbacks and a choppy ending make for a bad film ,0
220,feel like a chump ,0
221,understated piece ,1
222,of persistence that is sure to win viewers       hearts ,1
223,being surprisingly dull ,0
224,sure where self     promotion ends and the truth begins ,0
225,some cute moments ,1
226,guys say mean things and shoot a lot of bullets     ,0
227,dampened by a lackluster script and substandard performances ,0
228,    he is always sympathetic     ,1
229,the misleading title ,0
230,he      s easy to like and always leaves us laughing ,1
231,are repeatedly undercut by the brutality of the jokes     most at women      s expense ,0
232,distinct and very welcome ,1
233,half of dragonfly is worse     the part where nothing      s happening     or the part where something      s happening ,0
234,nothing happens     and ,0
235,is nicely shot     well     edited ,1
236,a fine production with splendid singing by angela gheorghiu     ruggero raimondi     and roberto alagna     ,1
237,witless     pointless     tasteless and idiotic     ,0
238,the delicious ,1
239,is holofcener      s deep     uncompromising curtsy to women she knows     and very likely is     ,1
240,by director jon purdy      s sledgehammer sap ,0
241,injects freshness and spirit ,1
242,that shoplifts shamelessly from farewell     to     innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,0
243,an energy to y tu mamá también ,1
244,with verve ,1
245,the ethos of the chelsea hotel may shape hawke      s artistic aspirations     but he has n     t yet coordinated his own dv poetry with the beat he hears in his soul     ,0
246,soderbergh      s best films                erin brockovich     ,1
247,young everlyn sampi     as the courageous molly craig     ,1
248,which is good news to anyone who      s fallen under the sweet     melancholy spell of this unique director      s previous films ,1
249,blasphemous and nonsensical ,0
250,dabbles all around ,0
251,    the characters           misery ,0
252,a sun     drenched masterpiece     part parlor game ,1
253,are nearly impossible to care about ,0
254,appalling     shamelessly manipulative and contrived     and ,0
255,enjoy the perfectly pitched web of tension ,1
256,a fifty car pileup of cliches     ,0
257,that      s suitable for all ages            a movie that will make you laugh ,1
258,in a cinematic year already littered with celluloid garbage ,0
259,    maudlin and cliche     ridden ,0
260,this film is an act of spiritual faith            an eloquent     deeply felt meditation on the nature of compassion     ,1
261,it      s a clear     eyed portrait of an intensely lived time     filled with nervous energy     moral ambiguity and great uncertainties     ,1
262,author      s ,0
263,the success of undercover brother ,1
264,gay porn film ,0
265,it      s only in fairy tales that princesses that are married for political reason live happily ever after     ,0
266,conflict ,0
267,playing the obvious game ,0
268,into an evanescent     seamless and sumptuous stream of consciousness ,1
269,somewhat problematic ,0
270,a slow     moving police     procedural thriller that takes its title all too literally     ,0
271,to endure instead of enjoy ,0
272,plays like an extended dialogue exercise in retard 101 ,0
273,of black indomitability ,0
274,tiresome ,0
275,gussied up with so many distracting special effects and visual party tricks that it      s not clear whether we      re supposed to shriek ,0
276,too much of a plunge ,0
277,a film so graceless and devoid of merit as this one come along ,0
278,although it includes a fair share of dumb drug jokes and predictable slapstick                orange county            is far funnier than it would seem to have any right to be     ,1
279,standard thriller and drag audience enthusiasm to crush depth ,0
280,bertrand tavernier      s oft     brilliant safe conduct                laissez     passer                wears its heart on its sleeve ,1
281,    two towers outdoes its spectacle     ,1
282,dull     lifeless ,0
283,will be pleased to discover that tian      s meticulous talent has not withered during his enforced hiatus     ,1
284,look smeary and blurry     to the point of distraction ,0
285,    but the uninspired scripts     acting and direction never rise above the level of an after     school tv special     ,0
286,peculiar and always entertaining costume drama ,1
287,flat     unconvincing drama ,0
288,the first 2     3 of the film are incredibly captivating and insanely funny     thanks in part to interesting cinematic devices     cool visual backmasking         a solid cast     and some wickedly sick and twisted humor           ,1
289,enchanting           ,1
290,it made me feel unclean     ,0
291,all awkward     static     and lifeless rumblings ,0
292,a dim     witted and lazy spin     off ,0
293,nicole holofcenter     the insightful writer     director responsible for this illuminating comedy does n     t wrap the proceedings up neatly ,1
294,be missing a great deal of the acerbic repartee of the play ,0
295,williams       usual tear and a smile     just sneers and bile ,0
296,the problem with            xxx            ,0
297,actually happened as if it were the third ending of clue ,1
298,let crocodile hunter steve irwin do what he does best     ,1
299,the ensemble cast turns in a collectively stellar performance     and the writing is tight and truthful     full of funny situations and honest observations     ,1
300,to fill time ,0
301,a worthwhile addition to a distinguished film legacy ,1
302,even more damning            ,0
303,illustrated by a winning family story ,1
304,blah ,0
305,was worse     ,0
306,its heart     as simple self     reflection meditation ,1
307,is likely to find compelling ,1
308,showcases a group of dedicated artists ,1
309,with all the dysfunctional family dynamics one could wish for ,1
310,is expressly for idiots who do n     t care what kind of sewage they shovel into their mental gullets to simulate sustenance ,0
311,profoundly devastating events ,0
312,    intelligent eyes ,1
313,done the nearly impossible ,1
314,actually looks as if it belongs on the big screen ,1
315,    celebrity cameos do not automatically equal laughs     ,0
316,presents nothing special and     until the final act     nothing ,0
317,is     looking down at your watch and realizing serving sara is n     t even halfway through     ,0
318,what      s missing from this material is any depth of feeling ,0
319,a cinematic fluidity and sense of intelligence ,1
320,richly entertaining and suggestive ,1
321,dumb fart ,0
322,the characters are based on stock clichés     and the attempt to complicate the story only defies credibility     ,0
323,is moody     oozing     chilling and heart     warming all at once           a twisting     unpredictable     cat     and     mouse thriller     ,1
324,      is banal in its message and the choice of material to convey it     ,0
325,jaw     dropping action sequences     striking villains     a gorgeous color palette     astounding technology     ,1
326,does n     t have all the answers ,0
327,may even find that it goes by quickly     because it has some of the funniest jokes of any movie this year     including those intended for adults     ,1
328,crafted but ultimately hollow mockumentary     ,0
329,recycled and dumbed     down version ,0
330,he      s a dangerous     secretly unhinged guy who could easily have killed a president because it made him feel powerful     ,0
331,manages the rare trick of seeming at once both refreshingly different and reassuringly familiar ,1
332,for its boundary     hopping formal innovations and glimpse ,1
333,reduce everything he touches to a shrill     didactic cartoon ,0
334,a great premise but only a great premise ,0
335,tells this very compelling tale with little fuss or noise ,1
336,falls flat as a spoof     ,0
337,likely to seduce and conquer ,1
338,rushed     ,0
339,splashed with bloody beauty as vivid as any scorsese has ever given us     ,1
340,    you      re on the edge of your seat ,1
341,a splendid job of racial profiling hollywood style            casting excellent latin actors of all ages            ,1
342,so meditative and lyrical ,1
343,of loss ,0
344,the fat ,1
345,under the weight of too many story lines ,0
346,kids     cute ,1
347,to have seen before     but beneath the exotic surface     and exotic dancing     it      s surprisingly old     fashioned ,1
348,in the rush of slapstick thoroughfare ,0
349,a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times ,1
350,repetitive arguments     schemes and treachery ,0
351,me without you has a bracing truth that      s refreshing after the phoniness of female     bonding pictures like divine secrets of the ya     ya sisterhood     ,1
352,that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful     self     satisfied 22     year     old girlfriend and an equally beautiful     self     satisfied 18     year     old mistress ,1
353,seen     a remake     do anything as stomach     turning as the way adam sandler      s new movie rapes     pillages and incinerates frank capra      s classic ,0
354,really a thriller so much ,1
355,would leave you cold ,0
356,consistently funny     in an irresistible junior     high way     ,1
357,that proceeds from a stunningly unoriginal premise ,0
358,the euphoria of growing up ,1
359,wild     and     woolly     wall     to     wall good time ,1
360,thanks largely to williams     all the interesting developments are processed in 60 minutes ,1
361,the movie does such an excellent job of critiquing itself at every faltering half     step of its development that criticizing feels more like commiserating     ,0
362,     re left with a story that tries to grab us     only to keep letting go at all the wrong moments     ,0
363,heroes the way julia roberts hands out awards            with phony humility barely camouflaging grotesque narcissism ,0
364,sexually explicit ,0
365,gender     provoking ,1
366,it      s a very very strong            b                    ,1
367,who      s wise enough to recognize that there are few things in this world more complex            and     as it turns out     more fragile            than happiness ,1
368,to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out     can not overcome blah characters ,0
