,comment_text,target
0,stiletto     stomps the life out ,0
1,well     rounded ,1
2,is so bad     that it      s almost worth seeing because it      s so bad     ,0
3,cedar      s ,1
4,a sleek advert for youthful anomie that never quite equals the sum of its pretensions     ,0
5,    this has layered     well     developed characters and some surprises     ,1
6,brings a youthful     out     to     change     the     world aggressiveness to the project     as if she      s cut open a vein and bled the raw film stock ,1
7,this is popcorn movie fun with equal doses of action     cheese     ham and cheek     as well as a serious debt to the road warrior         but ,1
8,exactly what it wants to be     an atrociously     mind     numbingly     indescribably bad movie ,0
9,a passion for the material ,1
10,a much funnier film ,1
11,garbage     ,0
12,is     truly and thankfully     a one     of     a     kind work     ,1
13,fans of gosford park have come to assume is just another day of brit cinema ,0
14,too few laughs ,0
15,     ve grown tired of going where no man has gone before ,0
16,in marriage ,1
17,moved to the edge of their seats by the dynamic first act ,1
18,for some very good acting     dialogue     ,1
19,not infrequently breathtaking ,1
20,fun to watch ,1
21,like bad cinema ,0
22,    the movie bogs down in rhetoric and cliché     ,0
23,its loving yet unforgivingly inconsistent depiction ,1
24,looking for astute observations and coming up blank ,0
25,a peculiar malaise that renders its tension ,0
26,relentlessly globalizing ,0
27,there are n     t many conclusive answers in the film     ,0
28,spend 110 claustrophobic minutes ,0
29,snoozer ,0
30,being simpleminded ,0
31,an expert thriller ,1
32,to be taken seriously ,1
33,          is inspiring     ironic     and revelatory of just how ridiculous and money     oriented the record industry really is     ,1
34,greg kinnear gives a mesmerizing performance as a full     fledged sex addict who is in complete denial about his obsessive behavior     ,1
35,those words ,1
36,    duty and friendship ,1
37,uninspired     and peopled mainly by characters so unsympathetic that you      re left with a sour taste in your mouth ,0
38,great acting ,1
39,vivid     spicy footnote ,1
40,carried by a strong sense of humanism ,1
41,and insufferable ball ,0
42,while centered on the life experiences of a particular theatrical family     this marvelous documentary touches            ever so gracefully            on the entire history of the yiddish theater     both in america and israel     ,1
43,     s definitely an improvement on the first blade ,1
44,that even in sorrow you can find humor ,1
45,gasp ,1
46,ill     considered notion ,0
47,cheap     looking ,0
48,it does n     t work as either     ,0
49,the numerous scenes of gory mayhem are worth the price of admission           if            gory mayhem            is your idea of a good time ,1
50,those famous moments ,1
51,have captured the chaos of an urban conflagration with such fury ,1
52,s1m0ne      s satire is not subtle     but ,0
53,unique and quirky ,1
54,a bitter pill ,0
55,who staggered from the theater and blacked out in the lobby ,0
56,is an incredibly layered and stylistic film that     despite a fairly slow paced     almost humdrum approach to character development     still manages at least a decent attempt at meaningful cinema     ,1
57,a quaint     ,1
