,comment_text,target
0,if this sappy script was the best the contest received     those rejected must have been astronomically bad     ,0
1,burn the negative and the script and pretend the whole thing never existed ,0
2,is classic nowheresville in every sense ,0
3,a touching     sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes     ,1
4,    there is n     t much there here     ,0
5,numbingly dull experience ,0
6,makes even elizabeth hurley seem graceless and ugly ,0
7,walked out muttering words like            horrible            and            terrible                but ,0
8,adams just copies from various sources            good sources     bad mixture ,0
9,of making kahlo      s art a living     breathing part of the movie     often catapulting the artist into her own work ,1
10,stunningly trite ,0
11,provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen     ,1
12,     s sharply comic and surprisingly touching ,1
13,melancholy ,0
14,to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits ,0
15,a lower i   q    ,0
16,a far bigger     far more meaningful story ,1
17,dialogue and inventive moments ,1
18,a massive infusion of old     fashioned hollywood magic ,1
19,been worth cheering as a breakthrough ,1
20,fresh     sometimes funny     ,1
21,successful ,1
22,glossy hollywood ,0
23,is sentimental but feels free to offend     is analytical and then surrenders to the illogic of its characters     is about grief and yet permits laughter ,1
24,understated performances of     jack nicholson      s     career ,0
25,an often intense character study ,1
26,     s all stitched together with energy     intelligence and verve     enhanced by a surplus of vintage archive footage ,1
27,clare peploe      s airless movie adaptation could use a little american pie     like irreverence     ,0
28,with a solid pedigree both in front of and     more specifically     behind the camera ,1
29,of the more overtly silly dialogue ,0
30,realism     crisp storytelling and radiant ,1
31,releasing a film with the word       dog       in its title in january lends itself to easy jokes and insults ,0
32,all the complexity and realistic human behavior of an episode of general hospital ,0
33,unfocused     excruciatingly tedious cinema ,0
34,portrays their cartoon counterparts well           ,1
35,not     very     funny comedy ,0
36,    contemplative     and sublimely beautiful     ,1
37,a journey spanning nearly three decades of bittersweet camaraderie and history     in which we feel that we truly know what makes holly and marina tick     and our hearts go out to them as both continue to negotiate their imperfect     love     hate relationship     ,1
38,will be an enjoyable choice for younger kids     ,1
39,reduces wertmuller      s social mores and politics to tiresome jargon ,0
40,if there      s no art here ,0
41,high camp and yet another sexual taboo into a really funny movie ,1
42,might deliver again and again ,1
43,although fairly involving as far as it goes     the film does n     t end up having much that is fresh to say about growing up catholic or     really     anything     ,0
44,smart     compelling ,1
45,incredibly ,1
46,oddly compelling ,1
47,infidelity drama is nicely shot     well     edited and features a standout performance by diane lane     ,1
48,otherwise appalling     and downright creepy     ,0
49,like the hours as an alternative ,1
50,boasts dry humor and jarring shocks     plus moments of breathtaking mystery     ,1
51,a rote exercise in both animation and storytelling ,0
52,had a wonderful account to work from ,1
53,sketchy with actorish notations on the margin of acting ,0
54,one of these days hollywood will come up with an original idea for a teen movie     ,0
55,beautifully ,1
56,this dreadfully earnest inversion of the concubine love triangle eschews the previous film      s historical panorama and roiling pathos for bug     eyed mugging and gay     niche condescension     ,0
57,like a lazy summer afternoon ,1
58,pretentious     ,0
59,ultimately life     affirming ,1
60,wilco fans will have a great time ,1
61,carries the day with impeccable comic timing     raffish charm and piercing intellect     ,1
62,to the scuzzy underbelly of nyc      s drug scene ,0
63,that everlasting conundrum experienced by every human who ever lived     too much to do     too little time to do it in ,1
64,streamed across its borders ,1
65,idiotic ,0
66,is like nothing we westerners have seen before     ,1
67,acute writing ,1
68,the enticing prospect ,1
69,full of grace ,1
70,are not at all entertaining ,0
71,    but miss wonton floats beyond reality with a certain degree of wit and dignity ,1
72,comes across as darkly funny     energetic     and surprisingly gentle ,1
73,the dialogue is cumbersome ,0
74,as if the movie is more interested in entertaining itself than in amusing us ,0
75,     s very beavis and butthead     ,1
76,is one of the year      s best films ,1
77,hugely rewarding experience ,1
78,it is n     t that funny ,0
79,almost as offensive as            freddy ,0
80,    confused     and totally disorientated ,0
81,some cute moments     funny scenes     and hits the target audience     young bow wow fans     ,1
82,itself is far from disappointing     offering an original ,1
83,the most brilliant work in this genre since the 1984 uncut version of sergio leone      s flawed but staggering once upon a time in america     ,1
84,the grade as tawdry trash ,0
85,is wonderful     ,1
86,for its overwhelming creepiness ,0
87,zealand coming     of     age movie ,1
88,left me with the visceral sensation of longing     lasting traces of charlotte      s web of desire and desperation     ,1
89,silly summer entertainment ,1
90,dreadfulness ,0
91,is a gem ,1
92,combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration     ,1
93,is strictly routine ,0
94,arty and jazzy ,1
95,world traveler might not go anywhere new     or arrive anyplace special     but it      s certainly an honest attempt to get at something     ,1
96,a vivid     sometimes surreal     glimpse into the mysteries of human behavior     ,1
97,may be burns      s strongest film since the brothers mcmullen     ,1
98,it looks like woo      s a p   o   w    ,0
99,want to bang your head on the seat in front of you     at its cluelessness     at its idiocy     at its utterly misplaced earnestness ,0
100,class resentment ,0
101,action     packed an experience ,1
102,that one can honestly describe as looking     sounding and simply feeling like no other film in recent history ,1
103,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role     ,1
104,could very well clinch him this year      s razzie     ,0
105,has all the trappings of an energetic     extreme     sports adventure     but ends up more of a creaky            pretty woman            retread     with the emphasis on self     empowering schmaltz and big     wave surfing that gives pic its title an afterthought ,0
106,jacquot      s strategy allows his cast the benefit of being able to give full performances           while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself     ,1
107,the plot has a number of holes ,0
108,is not first     rate ,0
109,satisfyingly ,1
110,moved to the edge of their seats ,1
111,has never been smoother or more confident     ,1
112,politically charged ,1
113,as a relic from a bygone era     and its convolutions           feel silly rather than plausible ,0
114,the fans are often funny fanatics ,1
