,comment_text,target
0,excellent job ,1
1,that     in itself     is extraordinary     ,1
2,as it turns out     you can go home again     ,1
3,justifying the hype that surrounded its debut at the sundance film festival ,1
4,marks the spot     ,1
5,why     after only three films     director     co     writer jacques audiard     though little known in this country     belongs in the very top rank of french filmmakers ,1
6,plotless collection ,0
7,annoying orgy ,0
8,it      s not just a feel     good movie ,1
9,as you are watching them     and the slow parade of human frailty fascinates you ,1
10,images even more haunting than those in mr    spielberg      s 1993 classic ,1
11,more hackneyed elements ,0
12,is born out of an engaging storyline     which also is n     t embarrassed to make you reach for the tissues ,1
13,    emotionally devastating piece ,1
14,rehashes several old themes and is capped with pointless extremes ,0
15,and as bland ,0
16,    it      s a pale imitation     ,0
17,upper west sidey exercise in narcissism and self     congratulation disguised as a tribute     ,0
18,confusion is one of my least favorite emotions     especially when i have to put up with 146 minutes of it     ,0
19,a golden book sprung to life ,1
20,acclaimed 1952 screen adaptation ,1
21,leave the same way you came            a few tasty morsels under your belt     but no new friends ,0
22,both are just actory concoctions     defined by childlike dimness and a handful of quirks ,0
23,have the patience for it ,0
24,not only better than its predecessor ,1
25,farts     urine     feces     semen ,0
26,there      s some outrageously creative action in the transporter               b     ut by the time frank parachutes down onto a moving truck     it      s just another cartoon with an unstoppable superman     ,0
27,worth a look as a curiosity     ,1
28,smack of a film school undergrad ,0
29,it also will win you over     in a big way ,1
30,a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public ,1
31,makes sex with strangers     which opens today in the new york metropolitan area     so distasteful ,0
32,despite its promising cast of characters ,0
33,that the typical hollywood disregard for historical truth and realism is at work here ,0
34,an overripe episode of tv      s dawson      s creek and a recycled and dumbed     down version of love story ,0
35,8 crazy nights ,1
36,although largely a heavy     handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse     the film retains ambiguities that make it well worth watching     ,1
37,cesspool ,0
38,other feel     good fiascos like antwone fisher or the emperor      s club any time ,1
39,trusted audiences ,1
40,by the end of it all i sort of loved the people onscreen     even though i could not stand them     ,1
41,i      m not even a fan of the genre ,0
42,at times it      s simply baffling ,0
43,yet     it still works     ,1
44,no point ,0
45,this elegant entertainment ,1
46,enchanting           terribly episodic and lacking the spark of imagination that might have made it an exhilarating ,0
47,able to provide insight into a fascinating part of theater history     ,1
48,an unsettling picture ,0
49,animation back 30 years     ,0
50,    the film     works ,1
51,new adaptation ,1
52,drag audience enthusiasm ,0
53,stay with the stage versions     however     which bite cleaner     and deeper ,0
54,i think even fans of sandler      s comic taste may find it uninteresting ,0
55,hard as this may be to believe     here on earth     a surprisingly similar teen drama     was a better film     ,0
56,the performances are amiable and committed     and the comedy more often than not hits the bullseye     ,1
57,the sorriest ,0
58,an overly sillified plot and stop     and     start pacing ,0
59,it plays like a powerful 1957 drama we      ve somehow never seen before ,1
60,meandering and pointless french coming     of     age import ,0
61,has fashioned an absorbing look at provincial bourgeois french society ,1
62,under     rehearsed and lifeless ,0
63,still serious problem ,0
64,a 75     minute sample of puerile ,0
65,than home alone raised to a new     self     deprecating level ,0
66,schneider is no steve martin ,0
67,if it pushes its agenda too forcefully ,0
68,if the film has a problem     its shortness disappoints     ,0
69,like a comedian who starts off promisingly but then proceeds to flop ,0
70,a certain sense of experimentation and improvisation ,1
71,rut ,0
72,the intimate     unguarded moments of folks who live in unusual homes            ,0
73,find a place among the studio      s animated classics ,1
74,charm ,1
75,far from disappointing ,1
76,fessenden continues to do interesting work     and ,1
77,thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer     ,1
78,he is n     t blind to the silliness     but also captures moments of spontaneous creativity and authentic co     operative interaction ,1
79,something for everyone ,1
80,with all the blanket statements and dime     store ruminations on vanity ,0
81,soar     ,1
82,to watch witherspoon      s talents wasting away inside unnecessary films like legally blonde and sweet home abomination     i mean     alabama ,0
83,     s full of cheesy dialogue     but great trashy fun that finally returns de palma to his pulpy thrillers of the early      80s     ,1
84,dull     brain     deadening hangover ,0
85,completely predictable ,0
86,boring     pretentious muddle ,0
87,a retread story ,0
88,may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence     ,0
89,play fine ,1
90,hate myself most mornings ,0
91,i liked the movie ,1
92,their way around this movie directionless     lacking any of the rollicking dark humor so necessary ,0
93,riding with the inherent absurdity of ganesh      s rise up the social ladder ,0
94,this odd     poetic road movie     ,1
95,a masterpeice ,1
96,not scary ,0
97,to duck the very issues it raises ,0
98,best possible ways ,1
99,sayles           once again strands his superb performers in the same old story     ,0
100,absurd plot twists     idiotic court maneuvers ,0
101,a modicum of patience ,1
102,the performances are uniformly good     ,1
103,narc takes a walking     dead     cop     flick subgenre and beats new life into it     ,1
104,for an eagerness ,1
105,exercise in narcissism and self     congratulation disguised as a tribute ,0
106,no big whoop     nothing new to see ,0
107,sustains interest during the long build     up of expository material     ,1
108,a streetwise mclaughlin group ,1
109,instantly forgettable snow     and     stuntwork extravaganza ,0
110,a little too ponderous to work as shallow entertainment     not remotely incisive enough to qualify as drama     monsoon wedding ,0
111,plenty to enjoy ,1
112,that hollywood no longer has a monopoly on mindless action ,0
113,good     natured and sometimes quite funny ,1
114,has made a movie that will leave you wondering about the characters       lives after the clever credits roll ,1
115,into a pulpy concept that     in many other hands would be completely forgettable ,0
116,the production has been made with an enormous amount of affection     so we believe these characters love each other     ,1
117,friel pulls the strings that make williams sink into melancholia ,0
118,amaze ,1
119,to get on a board and     uh     shred     dude ,1
120,     s a reason why halftime is only fifteen minutes long     ,0
121,leigh is n     t breaking new ground     but he knows how a daily grind can kill love     ,1
122,its shape     shifting perils     political intrigue and brushes ,1
123,the film      s manipulative sentimentality and annoying stereotypes ,0
124,freaks ,0
125,at times uncommonly moving ,1
126,wonder of wonders ,1
127,zero     dimensional     unlikable characters ,0
128,of       laugh therapy       ,1
129,earnest     ,1
130,is that it stinks ,0
131,most resonant film since the killer ,1
132,change watching such a character     especially when rendered in as flat and ,0
133,the power of the huston performance ,1
134,as exciting as all this exoticism might sound to the typical pax viewer     the rest of us will be lulled into a coma     ,0
135,his imagination so vivid ,1
136,how horrible we are to ourselves and each other ,0
137,is a pleasant enough dish     ,1
138,is creepy ,0
139,there      s not an original character     siuation or joke in the entire movie ,0
140,taken it a step further     richer and deeper ,1
141,falls apart ,0
142,a frightening and compelling ,1
143,though flawed ,0
144,i do n     t know what she      s doing in here ,0
145,if ever such a dependable concept was botched in execution ,0
146,turn stupid ,0
147,epiphany ,1
148,the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him           there is never really a true            us            versus            them            ,1
149,is the kathie lee gifford of film directors ,0
150,you never know where changing lanes is going to take you ,1
151,benefit enormously ,1
152,be made by african     americans because of its broad racial insensitivity towards african     americans ,0
153,pure craft ,1
154,this time     the hype is quieter     and while the movie is slightly less successful than the first     it      s still a rollicking good time for the most part ,1
155,are required to balance all the formulaic equations in the long     winded heist comedy who is cletis tout     ,0
156,talky     artificial and opaque           an interesting technical exercise     but a tedious picture ,1
157,charred     somewhere northwest of the bermuda triangle ,0
158,oversexed     at times overwrought comedy     drama that ,0
159,the sheer dumbness of the plot     other than its one good idea     and the movie      s inescapable air of sleaziness ,0
160,also nicely done ,1
161,fascinating     ludicrous     provocative and vainglorious ,1
162,is a dark     gritty     sometimes funny little gem ,1
163,mature ,1
164,david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control            driven by a natural sense for what works on screen     ,1
165,    talented     charismatic and tragically ,1
166,seemingly eternal running time to pique your interest     your imagination     your empathy or anything     really     save your disgust and your indifference ,0
167,instead of a balanced film that explains the zeitgeist that is the x games     we get a cinematic postcard that      s superficial and unrealized     ,0
168,the maudlin way its story unfolds ,0
169,and as with most late     night bull sessions     eventually the content is n     t nearly as captivating as the rowdy participants think it is     ,0
170,    the characters in swimfan seem motivated by nothing short of dull     brain     deadening hangover     ,0
171,if the video is n     t back at blockbuster before midnight     you      re going to face frightening late fees ,0
