,comment_text,target
0,all arty and jazzy ,1
1,makes you crave chris smith      s next movie     ,1
2,encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed     ,0
3,into recruiting the right bands for the playlist and the costuming of the stars than into the script     which has a handful of smart jokes ,1
4,the characters are n     t interesting enough to watch them go about their daily activities for two whole hours ,0
5,a must ,1
6,    guts and crazy beasts stalking men with guns though           you will likely enjoy this monster     ,1
7,to build a feel     good fantasy around a vain dictator     madman ,0
8,that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure ,1
9,the screenplay does too much meandering     norton has to recite bland police procedural details     fiennes wanders around in an attempt to seem weird and distanced     hopkins looks like a drag queen     ,0
10,with cardboard characters and performers ,0
11,gloomy film noir veil ,0
12,succumbs to gravity and plummets to earth ,0
13,might be distracted by the movie      s quick movements and ,0
14,live the mood ,1
15,i      ve seen some bad singer     turned actors     but ,0
16,high crimes carries almost no organic intrigue as a government       marine     legal mystery     and ,0
17,strikes back           a majestic achievement     an epic of astonishing grandeur and surprising emotional depth ,1
18,bray is completely at sea     with nothing but a savage garden music video on his resume     he has no clue about making a movie ,0
19,one of the greatest films ,1
20,a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes ,1
21,to the chateau     a sense of light     heartedness     that makes it attractive throughout ,1
22,hard     endearing     caring ,1
23,talky     artificial and opaque           an interesting technical exercise ,0
24,but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia     sweeping and gliding     banking ,1
25,sci     fi generic ,0
26,mending a child      s pain for his dead mother via communication with an old woman straight out of eudora welty ,0
27,of the idealistic kid who chooses to champion his ultimately losing cause ,1
28,the     night ,1
29,horribly depressing and ,0
30,          a solid     unassuming drama     ,1
31,a saga of the ups and downs of friendships ,1
32,to investigate ,1
33,shines through every frame ,1
34,funny pace ,1
35,the desperation of a very insecure man ,0
36,a film that has nothing ,0
37,shows off a lot of stamina and vitality     and ,1
38,to make a classic theater piece ,1
39,     s difficult to imagine that a more confused     less interesting and more sloppily made film could possibly come down the road in 2002 ,0
40,achieve a shock     you     into     laughter intensity of almost dadaist proportions     ,1
41,the benefit of being able to give full performances ,1
42,a trend ,0
43,naive dreams ,0
44,into a terribly obvious melodrama and rough     hewn vanity project for lead actress andie macdowell ,0
45,potent chemistry ,1
46,demons ,0
47,many pointless ,0
48,neither reaches into the deepest recesses of the character to unearth the quaking essence of passion     grief and fear ,0
49,faulty ,0
50,downright movie penance ,0
51,           if predictable            ,0
52,had all its vital essence scooped ,0
53,not even felinni would know what to make of this italian freakshow     ,0
54,as the voice     over hero in columbia pictures       perverse idea of an animated holiday movie ,0
55,has created a provocative     absorbing drama that reveals the curse of a self     hatred instilled by rigid social mores ,1
56,her pure fantasy character     ,1
57,manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks ,1
58,the worst films ,0
59,his smooth     shrewd     powerful act ,1
60,no worse ,0
61,    is wry and engrossing     ,1
62,be both hugely entertaining and uplifting ,1
63,huge sacrifice ,0
64,exceptional honesty ,1
65,    lifeless     meandering     loud     painful     obnoxious ,0
66,does n     t mean it      s good enough for our girls ,0
67,it progresses in such a low     key manner that it risks monotony ,0
68,is brilliant     ,1
69,a powerful drama with enough sardonic wit to keep it from being maudlin ,1
70,the film runs on a little longer than it needs to            muccino either does n     t notice when his story ends or just ca n     t tear himself away from the characters            ,0
71,slightly disappointed ,0
72,but it      s a rushed     slapdash     sequel     for     the     sake       of     a     sequel with less than half ,0
73,conforms itself with creating a game of       who      s who                 where the characters       moves are often more predictable than their consequences     ,0
74,colorful world ,1
75,is heartfelt and achingly real ,1
76,toward the end sum of all fears morphs into a mundane      70s disaster flick     ,0
77,doze off thirty minutes into the film ,0
