,comment_text,target
0,a zombie movie in every sense of the word            mindless     lifeless     meandering     loud     painful     obnoxious ,0
1,been remarkable about clung     to traditions ,1
2,it      s a film that      s destined to win a wide summer audience through word     of     mouth reviews and     not far down the line     to find a place among the studio      s animated classics     ,1
3,call the       wow       factor ,1
4,funny yet ,1
5,if you find comfort in familiarity ,1
6,a film so unabashedly hopeful that it actually makes the heart soar ,1
7,it drowns in sap     ,0
8,          the cast portrays their cartoon counterparts well           but quite frankly     scoob and shag do n     t eat enough during the film           ,0
9,so much of the movie            again     as in the animal            is a slapdash mess ,0
10,the powerful success ,1
11,seemingly sincere personal reflection ,1
12,that disconnects every 10 seconds ,0
13,having an old friend ,1
14,it      s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue     only to be revealed by the dispassionate gantz brothers as ordinary     pasty lumpen     ,1
15,lacks in eye     popping visuals ,0
16,deeply out of place in what could have ,0
17,dizzy     confused     and totally disorientated ,0
18,begin to long for the end credits as the desert does for rain     ,0
19,is just too original to be ignored ,1
20,     m not sure which will take longer to heal     the welt on johnny knoxville      s stomach from a riot     control projectile or my own tortured psyche     ,0
21,unimaginative screenwriter      s ,0
22,occasion ,0
23,takes a hat     in     hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours     ,0
24,watch these two together ,1
25,    it stays in formula            which is a waste of de niro     mcdormand and the other good actors in the cast ,0
26,entertains not so much ,0
27,first     time director joão pedro rodrigues       unwillingness to define his hero      s background or motivations becomes more and more frustrating as the film goes on     ,0
28,a smart     compelling drama ,1
29,deep into the girls       confusion and pain as they struggle tragically to comprehend the chasm of knowledge that      s opened between them ,0
30,is a greater attention to the parents            and particularly the fateful fathers            in the emotional evolution of the two bewitched adolescents ,1
31,neither is incompetent     incoherent or just plain crap ,0
32,even the corniest and most hackneyed ,0
33,pervasive ,1
34,captive by mediocrity     ,0
35,it follows the blair witch formula for an hour     in which we      re told something creepy and vague is in the works     and ,0
36,is sure to give you a lot of laughs in this simple     sweet and romantic comedy ,1
37,the difference between cho and most comics is that her confidence in her material is merited     ,1
38,is most remarkable not because of its epic scope     but because of the startling intimacy it achieves despite that breadth ,1
39,that the era of the intelligent     well     made b movie is long gone ,0
40,absolute delight ,1
41,shamelessly enjoyed it ,1
42,diverges from anything ,1
43,more ambitious ,1
44,ambitious film ,1
45,end it all by stuffing himself into an electric pencil sharpener ,0
46,like arnold schwarzenegger ,1
47,clooney      s     debut can be accused of being a bit undisciplined ,0
48,ararat feels like a book report ,0
