,comment_text,target
0,director lee has a true cinematic knack     but it      s also nice to see a movie with its heart so thoroughly     unabashedly on its sleeve ,1
1,exceptionally good ,1
2,bisset is both convincing and radiant ,1
3,written so well     ,1
4,soderbergh      s best films                erin brockovich                           out of sight            and ,1
5,the intrigue from the tv series ,1
6,real bump     in       the     night chills ,1
7,a sleep     inducingly slow     paced crime drama ,0
8,so could young romantics out on a date     ,1
9,an epic rather than ,1
10,chicago offers much colorful eye candy     including the spectacle of gere in his dancing shoes     hoofing and crooning with the best of them     ,1
11,sitting through this sloppy     made     for     movie comedy special ,0
12,oppressively ,0
13,its fun ,1
14,hollow ,0
15,seems like something american and european gay movies were doing 20 years ago     ,0
16,are well worth revisiting as many times as possible ,1
17,the most original ,1
18,turns me into that annoying specimen of humanity that i usually dread encountering the most ,0
19,ditched the saccharine sentimentality of bicentennial man in favor of an altogether darker side ,1
20,a humorless ,0
21,is an amicable endeavor ,1
22,hard to stop watching ,1
23,represents an engaging and intimate first feature by a talented director to watch ,1
24,as if     there      s     a choke leash around your neck so director nick cassavetes can give it a good     hard yank whenever he wants you to feel something ,0
25,posing as a serious drama about spousal abuse ,0
26,several cliched movie structures     the road movie     the coming     of     age movie ,0
27,decided to let crocodile hunter steve irwin do what he does best     and fashion a story around him     ,1
28,    dragon loses its fire midway     nearly flickering out by its perfunctory conclusion     ,0
29,high     spirited ,1
30,brainless     but enjoyably over     the     top     the retro gang melodrama     deuces wild represents fifties teen     gang machismo in a way that borders on rough     trade homo     eroticism     ,0
31,from the people laughing in the crowd ,1
32,is never especially clever and often ,0
33,the advantage of a postapocalyptic setting is that it can be made on the cheap     ,0
34,112     minute ,1
35,interesting and at times ,1
36,stealing harvard does n     t care about cleverness     wit or any other kind of intelligent humor     ,0
37,companion piece ,1
38,to be a wacky     screwball comedy ,1
39,     s contrived and predictable ,0
40,in rhetoric and cliché ,0
41,really quite funny ,1
42,a hugely enjoyable film ,1
43,a pulpy concept that     in many other hands would be completely forgettable ,1
44,the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy     ,1
45,i liked the original short story but this movie     even at an hour and twenty     some minutes     it      s too long and it goes nowhere ,0
46,the movie is n     t painfully bad     something to be       fully experienced       ,0
