,comment_text,target
0,a clichéd and shallow cautionary tale ,0
1,precarious ,0
2,less entertaining ,0
3,one hollywood cliche ,0
4,its own ironic implications ,0
5,gaping ,0
6,witlessness between a not     so     bright mother and daughter and ,0
7,nasty comedy ,0
8,problematic characters ,0
9,predictable romantic comedy ,0
10,shoddy product ,0
11,reward ,1
12,all the hearts it won            and wins still ,1
13,let      s see     a haunted house     a haunted ship     what      s next           ghost blimp ,0
14,move over bond     this girl deserves a sequel ,1
15,is n     t a disaster     exactly     but a very handsomely produced let     down ,0
16,a solid formula ,1
17,lightweight     uneven action comedy ,0
18,true emotions ,1
19,           and disposable story ,0
20,i      m all for that ,1
21,martial arts and gunplay with too little excitement and zero compelling storyline     ,0
22,embodies the transformation of his character ,1
23,effective enough at achieving the modest     crowd     pleasing goals it sets for itself ,1
24,a hip comedy ,1
25,that never catches fire ,0
26,picture     perfect ,1
27,searches     vainly     i think     for something fresh to say ,1
28,by turns touching     raucously amusing     uncomfortable     and     yes     even sexy     never again is a welcome and heartwarming addition to the romantic comedy genre     ,1
29,surprisingly shoddy ,0
30,discord ,0
31,off ,0
32,denying ,0
33,it      s more enjoyable than i expected     though     and that      s because the laughs come from fairly basic comedic constructs     ,1
34,truly magical movie ,1
35,versace ,1
36,ignored it in favor of old       juvenile delinquent       paperbacks with titles like leather warriors and switchblade sexpot ,0
37,nothing better to do with 94 minutes ,0
38,the explosion essentially ruined            or     rather     overpowered            the fiction of the movie for me     ,0
39,by the end of the movie     you      re definitely convinced that these women are spectacular     ,1
40,bad need of major acting lessons and maybe a little coffee ,0
41,emotionally strong and politically potent ,1
42,offers no easy     comfortable resolution ,0
43,more frustrating than a modem that disconnects every 10 seconds ,0
44,it would n     t matter so much that this arrogant richard pryor wannabe      s routine is offensive     puerile and unimaginatively foul     mouthed if it was at least funny     ,0
45,predictable storyline ,0
46,a distinguished and thoughtful film     marked by acute writing and a host of splendid performances     ,1
47,naiveté and sophistication ,1
48,while there      s likely very little crossover appeal to those without much interest in the elizabethans     as well as rank frustration from those in the know about rubbo      s dumbed     down tactics     ,0
49,rusted     out ruin ,0
50,ultimately worthwhile ,1
51,a good race ,1
52,a thoroughly awful movie ,0
53,a little wit ,1
54,the brilliant performances by testud ,1
55,is n     t just a poor fit with kieslowski      s lyrical pessimism ,0
56,critiquing itself at every faltering half     step of its development ,0
57,bolstered by an astonishing voice cast     excepting love hewitt         an interesting racial tension     and a storyline ,1
58,the promise of excitement ,1
59,unsatisfying muddle ,0
60,have problems     which are neither original nor are presented in convincing way     ,0
61,    ugly and destructive little              ,0
