,comment_text,target
0,fragmentary ,0
1,wannabe     ,0
2,might have guessed ,0
3,humor and pathos ,1
4,    sometimes hilarious     ,1
5,badly cobbled ,0
6,heroine ,1
7,saved if the director     tom dey     had spliced together bits and pieces of midnight run and 48 hours     and     for that matter     shrek     ,0
8,never so vividly ,1
9,claustrophobic ,0
10,one     dimensional buffoons that get him a few laughs but nothing else ,0
11,to view one of shakespeare      s better known tragedies as a dark comedy ,1
12,thick clouds of denial ,0
13,allows nothing ,0
14,frothing ,0
15,    this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt     or will feel someday     ,1
16,there      s           an underlying old world sexism to monday morning that undercuts its charm ,0
17,is an intelligent     realistic portrayal of testing boundaries     ,1
18,is merited ,1
19,the deliberate     tiresome ugliness ,0
20,even the hastily and amateurishly drawn animation can not engage     ,0
21,schaeffer      s film never settles into the light     footed enchantment the material needs     and the characters       quirks and foibles never jell into charm ,0
22,crisp framing     edgy camera work     and wholesale ineptitude ,0
23,unbearably lame     ,0
24,saves ,1
25,bothers to question why somebody might devote time to see it ,0
26,a casual intelligence ,1
27,hews out a world and carries us effortlessly from darkness to light ,1
28,no lika ,0
29,found with an devastating     eloquent clarity ,1
30,recalling sixties       rockumentary milestones from lonely boy to ,1
31,would recommend big bad love only to winger fans who have missed her since 1995      s forget paris     ,0
32,maladjusted teens in a downward narcotized spiral     ,0
33,does n     t have a passion for the material     ,0
34,are just actory concoctions     defined by childlike dimness and a handful of quirks ,0
35,desperate attempt ,0
36,no disguising this as one of the worst films of the summer ,0
37,steven shainberg      s adaptation of mary gaitskill      s harrowing short story           is a brilliantly played     deeply unsettling experience     ,1
38,dodge ,1
39,a side of contemporary chinese life that many outsiders will be surprised to know ,1
40,so good ,1
41,the incessant use ,0
42,when her real     life persona is so charmless and vacant ,0
43,playful ,1
44,tragic deaths ,0
45,most inventive ,1
46,in sham actor workshops and an affected malaise ,0
47,so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits ,0
48,the visual wit of the previous pictures ,1
49,because the intelligence level of the characters must be low     very low     very very low     for the masquerade to work     the movie contains no wit     only labored gags     ,0
50,dogged ,0
51,ability to pull together easily accessible stories that resonate with profundity ,1
52,a boring     pretentious waste ,0
53,you snore ,0
54,of screwball farce and blood     curdling family intensity on one continuum ,1
55,is so prolonged and boring ,0
56,     s also not smart or barbed enough for older viewers ,0
57,as crisp and to the point ,1
58,become expert fighters ,1
59,a bland     surfacey way ,0
60,very handsomely produced let     down ,0
61,a confident     richly acted     emotionally devastating piece ,1
62,poise ,1
63,contrived     nonsensical and formulaic ,0
64,morvern rocks     ,1
65,especially with the weak payoff ,0
66,the stunt work is top     notch     ,1
67,an intoxicating ,1
68,a lack of clarity and audacity ,0
69,enact a sort of inter     species parody of a vh1 behind the music episode ,0
70,achingly honest and ,1
71,it is scott      s convincing portrayal of roger the sad cad that really gives the film its oomph     ,1
72,very choppy and monosyllabic ,0
73,viewers of barney      s crushingly self     indulgent spectacle will see nothing in it to match the ordeal of sitting through it     ,0
74,the emotional heart ,1
75,is a popcorn film     not a must     own     or even a must     see     ,0
76,sense     spinning ,1
77,    it still works     ,1
78,a smile ,1
79,meaningful historical context ,1
80,a bumper ,0
81,because it is japanese and yet feels universal ,1
82,is one of mr    chabrol      s subtlest works     but also one of his most uncanny ,1
83,awkwardly paced ,0
84,rescue brown sugar from the curse of blandness ,0
85,in such a lousy way     complete with some of the year      s     unintentionally     funniest moments     that it      s impossible to care ,0
86,is even more ludicrous than you      d expect from the guy     in     a     dress genre ,0
87,remembrance ,1
88,quite a bit of heart     as you would expect from the directors of the little mermaid and aladdin ,1
89,illuminating ,1
90,decent ,1
91,strange it is     but delightfully so ,1
92,cracked lunacy ,0
93,is n     t nearly as funny ,0
94,had no effect and elicited no sympathies for any of the characters     ,0
95,could have been much better ,0
96,quite good at providing some good old fashioned spooks ,1
97,horrifying ,0
98,dreary and overwrought ,0
99,breakdown ,0
100,is so convincing that by movies       end you      ll swear you are wet in some places and feel sand creeping in others     ,1
101,their lives     loves and the art ,1
102,a laundry list of minor shortcomings ,0
103,a pleasure to have a film like the hours as an alternative ,1
104,would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes ,0
105,by a cast that seems to include every top     notch british actor who did not appear in gosford park     as well as one     ms    mirren     who did     ,1
106,would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd ,0
107,pile too many            serious issues            on its plate at times     yet ,0
108,recipe     inspiring ,1
109,the bad sound     the lack of climax and     worst of all ,0
110,brought back the value and respect for the term epic cinema ,1
111,a heartfelt conviction ,1
112,leave us stranded with nothing more than our lesser appetites ,0
113,watching the chemistry between freeman and judd     however     almost makes this movie worth seeing     ,1
114,embellished by editing ,1
115,an incomprehensible ,0
116,realistically ,1
117,you      ll swear that you      ve seen it all before     even if you      ve never come within a mile of the longest yard     ,0
118,as unoriginal ,0
119,meaningless     vapid and devoid ,0
120,would take a complete moron to foul up a screen adaptation of oscar wilde      s classic satire ,0
121,cultural differences ,1
122,full of funny situations and honest observations ,1
123,no quarter to anyone ,0
124,     s muy loco     but no more ridiculous than most of the rest of            dragonfly                ,0
125,have been astronomically bad ,0
126,like a tired tyco ad ,0
127,attractive about this movie ,1
128,an obvious copy ,0
129,story for those intolerant of the more common saccharine genre ,0
130,brian tufano      s handsome widescreen photography ,1
131,here his sense of story and his juvenile camera movements smack of a film school undergrad     ,0
132,gives us a reason to care about them ,1
133,priggish ,0
134,to be as subtle and touching as the son      s room ,1
135,start to finish     featuring a fall from grace that still leaves shockwaves ,1
136,    russell     makes good b movies     the mask     the blob     ,1
137,sharp     overmanipulative hollywood practices ,0
138,intellectual and emotional ,1
139,regards reign of fire with awe     ,1
140,eerily ,1
141,to get in the way ,0
142,if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera     this oscar     nominated documentary takes you there     ,1
143,based on a true and historically significant story ,1
144,the scariest guy ,0
145,horribly depressing and not ,0
146,dumb gags     ,0
147,for leonard ,1
148,presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet ,1
149,is smart and entirely charming in intent and execution     ,1
150,is likely to cause massive cardiac arrest if taken in large doses ,0
151,     s pure entertainment ,1
152,bother if you      re going to subjugate truth to the tear     jerking demands of soap opera ,0
153,who are either too goodly     wise and knowing or downright comically evil ,0
154,      refreshing ,1
155,they      ve already seen this exact same movie a hundred times ,0
156,sink this       sub       ,0
157,dark humor     gorgeous exterior photography ,1
158,beginning with the pale script ,0
159,magnetic as graham ,1
160,full     bodied wit ,1
161,is n     t quite one of the worst movies of the year     ,0
162,impostor ca n     t think of a thing to do with these characters except have them run through dark tunnels     fight off various anonymous attackers     and evade elaborate surveillance technologies     ,0
163,it      s a drag how nettelbeck sees working women            or at least this working woman            for whom she shows little understanding     ,0
164,as the cinematic equivalent of high humidity ,0
165,is just as good     if not better than much of what      s on saturday morning tv especially the pseudo     educational stuff we all ca n     t stand ,1
166,barely shocking     barely interesting and most ,0
167,the mediocre end of the pool ,0
168,wannabe     hip ,0
169,one     of     a     kind ,1
170,rushed     slapdash     sequel     for     the     sake ,0
171,devotees of star trek ii     the wrath of khan will feel a nagging sense of deja vu     and ,1
172,had to escape from director mark romanek      s self     conscious scrutiny ,0
173,shindler ,1
174,sunk by way too much indulgence of scene     chewing     teeth     gnashing actorliness ,0
175,some movies that hit you from the first scene ,1
176,makes no difference in the least ,0
177,a maker of softheaded metaphysical claptrap ,0
178,not counting a few gross     out comedies i      ve been trying to forget     this is the first film in a long time that made me want to bolt the theater in the first 10 minutes     ,0
179,mean ,0
180,joe dante      s similarly styled gremlins ,1
181,this kiddie     oriented stinker ,0
182,is banal in its message and the choice of material to convey it ,0
183,paramount imprint ,0
184,preposterous     the movie will likely set the cause of woman warriors back decades     ,0
185,is no rest period     no timeout ,1
186,the story      s scope and pageantry are mesmerizing     and mr    day     lewis roars with leonine power     ,1
187,the procession ,1
188,even fans of ismail merchant      s work     i suspect     would have a hard time sitting through this one     ,0
189,very well shot or composed or edited ,1
190,it      s rare that a movie can be as intelligent as this one is in every regard except its storyline     everything that      s good is ultimately scuttled by a plot that      s just too boring and obvious ,0
191,unlikable characters and a self     conscious sense ,0
192,old disease     of     the     week small     screen melodramas ,0
193,his strongest performance since the doors ,1
194,it rises in its courageousness     and comedic employment     ,1
195,the nonstop artifice ,1
196,poorly executed comedy     ,0
197,a charismatic charmer likely to seduce and conquer ,1
198,of very bad scouse accents ,0
199,nutty     consistently funny     ,1
200,of balto ,1
