,comment_text,target
0,the film sits with square conviction and touching good sense on the experience of its women ,1
1,guessable from the first few minutes ,0
2,is in his element ,1
3,who knows how to hold the screen ,1
4,crisp and purposeful without overdoing it ,1
5,ca n     t get sufficient distance from leroy      s ,0
6,the big     fisted direction of jez butterworth     who manages to blast even the smallest sensitivities from the romance with his clamorous approach ,0
7,made it all work ,1
8,brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing     ,1
9,more adventurous ,1
10,a bunch of talented thesps slumming it ,0
11,werner herzog can still leave us with a sense of wonder at the diverse     marvelously twisted shapes history has taken ,1
12,is remarkably fuddled about motives and context     which drains it of the dramatic substance that would shake us in our boots     or cinema seats     ,0
13,much stronger ,1
14,to inject some real vitality and even art into a pulpy concept that     in many other hands would be completely forgettable ,1
15,for drawing wrenching performances from his actors     improvised over many months     and for conveying the way tiny acts of kindness make ordinary life survivable ,1
16,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well     ,0
17,about kicking undead           ,1
18,more graceful way ,1
19,provides the drama that gives added clout to this doc     ,1
20,huppert           is magnificent ,1
21,plot and pacing typical hollywood war     movie stuff ,0
22,a heady     biting     be     bop ride through nighttime manhattan     a loquacious videologue of the modern male and the lengths to which he      ll go to weave a protective cocoon around his own ego     ,1
23,twice as bestial but half as funny ,0
24,with so much first     rate talent ,1
25,the gabbiest giant     screen movie ,0
26,seldom hammy     ,1
27,one can only assume that the jury who bestowed star hoffman      s brother gordy with the waldo salt screenwriting award at 2002      s sundance festival were honoring an attempt to do something different over actually pulling it off ,0
28,spoofs and celebrates the more outre aspects of       black culture       and the dorkier aspects of       white culture           even as it points out how inseparable the two are     ,1
29,in many ways the perfect festival film     a calm     self     assured portrait of small town regret     love     duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience ,1
30,makes for a touching love story     ,1
31,     s nowhere near ,0
32,admire the closing scenes of the film     which seem to ask whether our civilization offers a cure for vincent      s complaint     ,1
33,everybody     wan na watch a movie in which a guy dressed as a children      s party clown gets violently gang     raped     ,0
34,repeated at least four times ,0
35,this arrogant richard pryor wannabe ,0
36,had been developed with more care ,1
37,a laughable            or rather ,0
38,a highly spirited     imaginative kid      s movie ,1
39,outstanding soundtrack ,1
