,comment_text,target
0,of trashy     kinky fun ,1
1,that recalls the classics of early italian neorealism ,1
2,the still     inestimable contribution ,1
3,in place for a great film noir ,1
4,what might have emerged as hilarious lunacy in the hands of woody allen or ,1
5,funny and     in the end     ,1
6,required to give this comic slugfest some heart ,0
7,moulin rouge ,1
8,it works ,1
9,intelligent and ,1
10,     s an entertaining movie ,1
11,adrenalized ,1
12,b     movie ,0
13,feel very much like a brand     new tomorrow ,1
14,the pleasure ,1
15,masochism ,0
16,few films have captured the chaos of an urban conflagration with such fury     ,1
17,forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting     ,0
18,into a fascinating part of theater history ,1
19,     s this rich and luscious ,1
20,too often into sugary sentiment and withholds delivery on the pell     mell ,0
21,ca n     t wait to see end     ,1
22,a rollicking adventure for you ,1
23,     s a lyrical endeavor     ,1
24,the movie is concocted and carried out by folks worthy of scorn     ,0
25,of nonsense ,0
26,     s at once laughable and compulsively watchable     ,1
27,a celebrated wonder in the spotlight ,1
28,unleashes his trademark misogyny ,0
29,nearly 21     2 hours of unfocused     excruciatingly tedious cinema ,0
30,sex in the movies look like cheap hysterics ,0
31,a cinematic car wreck     ,0
32,a bland ,0
33,flakiness ,0
34,the            soon     to     be     forgettable            section ,0
35,appealing leads ,1
36,develop her own film language ,1
37,stylized sequences ,1
38,real emotional impact ,1
39,could n     t care less ,0
40,worn     out material ,0
41,the original ,1
42,that this film     like the similarly ill     timed antitrust     is easily as bad at a fraction the budget ,0
43,riveting and surprisingly romantic ,1
44,painfully slow ,0
45,godfrey reggio      s career shines like a lonely beacon     ,1
46,as any other arnie musclefest ,0
47,tsai convincingly paints a specifically urban sense of disassociation here     ,1
48,amélie      s audrey tautou with another fabuleux destin            i   e        a banal spiritual quest ,0
49,lacking in imagination and authentic christmas spirit ,0
50,is hartley      s least accessible screed ,0
51,been bland ,0
52,is hard to conceive anyone else in their roles ,1
53,morally alert ,1
54,dreadful day ,0
55,     s the kind of under     inspired     overblown enterprise that gives hollywood sequels a bad name ,0
56,one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead     ,1
57,unpleasant excuse ,0
58,like the world of his film     hartley created a monster but did n     t know how to handle it     ,0
59,drama     ,0
60,does n     t disappoint ,1
61,instead of trying to bust some blondes         diggs     should be probing why a guy with his talent ended up in a movie this bad     ,0
62,           stoner midnight flick     sci     fi deconstruction     gay fantasia            ,0
63,incredibly layered and stylistic film ,1
64,was n     t just bad ,0
65,stink ,0
66,dramatic impact ,1
67,is so pat it makes your teeth hurt ,0
68,lane and ,1
69,a remake by the numbers ,0
70,a glorious dose ,1
71,imperfect     love     hate relationship ,0
72,rush to the theater ,1
73,like its bizarre heroine     it irrigates our souls     ,1
74,bad mannered     ugly and destructive little              ,0
75,two hours of junk     ,0
76,a harrison ford low ,0
77,     s kind of sad that so many people put so much time and energy into this turkey     ,0
78,nice     light treat ,1
79,a bit exploitative but also nicely done     morally alert ,1
80,is n     t quite out of ripe ,0
81,it      s a visual rorschach test and i must have failed     ,0
82,is that it      s shot on digital video     whose tiny camera enables shafer to navigate spaces both large           and small           with considerable aplomb     ,1
83,rubbish that is listless     witless     and devoid of anything resembling humor     ,0
84,ratliff      s two previous titles     plutonium circus and purgatory county show his penchant for wry     contentious configurations     ,1
85,such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema     ,0
86,awe     inspiring visual poetry ,1
87,more frantic than involving     more chaotic than entertaining     ,0
88,newcastle     the first half of gangster no    1 drips with style ,1
89,a more balanced or fair portrayal ,1
90,after decades ,1
91,too long     and larded with exposition ,0
